trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-31.59,20160416 07:11:17 EST,20160416 07:11:17 EST,20160416 07:11:17 EST,2799.9,,BTCUSD_btcnCNY,short,,20160416 06:58:31 EST,closed,20160416 06:58:31 EST,2798.1,,,2.0,2.0,,BTCUSD_btcnCNY,,-3.6,2.0,USD,99968.41,27.99,2000003.6,99968.41,99996.4,99996.4,0.0,-13.9905
2.0,-27.4005,20160416 07:47:03 EST,20160416 07:47:03 EST,20160416 07:47:03 EST,2800.2,,BTCUSD_btcnCNY,long,,20160416 07:11:17 EST,closed,20160416 07:11:17 EST,2799.9,,,2.0,2.0,,BTCUSD_btcnCNY,,0.599999999999,-2.0,USD,99941.0095,28.0005,2000004.2,99941.0095,99997.0,99997.0,0.0,-13.9995
3.0,-11.561,20160416 08:12:23 EST,20160416 08:12:23 EST,20160416 08:12:23 EST,2792.0,,BTCUSD_btcnCNY,short,,20160416 07:47:03 EST,closed,20160416 07:47:03 EST,2800.2,,,2.0,2.0,,BTCUSD_btcnCNY,,16.4,2.0,USD,99929.4485,27.961,1999987.8,99929.4485,100013.4,100013.4,0.0,-14.001
4.0,-41.2466,20160416 08:38:08 EST,20160416 08:38:08 EST,20160416 08:38:08 EST,2785.32,,BTCUSD_btcnCNY,long,,20160416 08:12:23 EST,closed,20160416 08:12:23 EST,2792.0,,,2.0,2.0,,BTCUSD_btcnCNY,,-13.36,-2.0,USD,99888.2019,27.8866,1999974.44,99888.2019,100000.04,100000.04,0.0,-13.96
5.0,-29.6577,20160416 08:50:19 EST,20160416 08:50:19 EST,20160416 08:50:19 EST,2786.22,,BTCUSD_btcnCNY,short,,20160416 08:38:08 EST,closed,20160416 08:38:08 EST,2785.32,,,2.0,2.0,,BTCUSD_btcnCNY,,-1.8,2.0,USD,99858.5442,27.8577,1999976.24,99858.5442,99998.24,99998.24,0.0,-13.9266
6.0,-40.6302,20160416 09:14:31 EST,20160416 09:14:31 EST,20160416 09:14:31 EST,2779.82,,BTCUSD_btcnCNY,long,,20160416 08:50:19 EST,closed,20160416 08:50:19 EST,2786.22,,,2.0,2.0,,BTCUSD_btcnCNY,,-12.8,-2.0,USD,99817.914,27.8302,1999963.44,99817.914,99985.44,99985.44,0.0,-13.9311
7.0,-45.38205,20160416 10:22:13 EST,20160416 10:22:13 EST,20160416 10:22:13 EST,2788.59,,BTCUSD_btcnCNY,short,,20160416 09:14:31 EST,closed,20160416 09:14:31 EST,2779.82,,,2.0,2.0,,BTCUSD_btcnCNY,,-17.54,2.0,USD,99772.53195,27.84205,1999980.98,99772.53195,99967.9,99967.9,0.0,-13.8991
8.0,-19.1478,20160416 11:48:19 EST,20160416 11:48:19 EST,20160416 11:48:19 EST,2792.97,,BTCUSD_btcnCNY,long,,20160416 10:22:13 EST,closed,20160416 10:22:13 EST,2788.59,,,2.0,2.0,,BTCUSD_btcnCNY,,8.76,-2.0,USD,99753.38415,27.9078,1999989.74,99753.38415,99976.66,99976.66,0.0,-13.94295
9.0,-25.98485,20160416 12:01:06 EST,20160416 12:01:06 EST,20160416 12:01:06 EST,2792.0,,BTCUSD_btcnCNY,short,,20160416 11:48:19 EST,closed,20160416 11:48:19 EST,2792.97,,,2.0,2.0,,BTCUSD_btcnCNY,,1.94,2.0,USD,99727.3993,27.92485,1999987.8,99727.3993,99978.6,99978.6,0.0,-13.96485
10.0,-33.107,20160416 12:25:37 EST,20160416 12:25:37 EST,20160416 12:25:37 EST,2789.4,,BTCUSD_btcnCNY,long,,20160416 12:01:06 EST,closed,20160416 12:01:06 EST,2792.0,,,2.0,2.0,,BTCUSD_btcnCNY,,-5.2,-2.0,USD,99694.2923,27.907,1999982.6,99694.2923,99973.4,99973.4,0.0,-13.96
11.0,-32.1045,20160416 13:01:09 EST,20160416 13:01:09 EST,20160416 13:01:09 EST,2791.5,,BTCUSD_btcnCNY,short,,20160416 12:25:37 EST,closed,20160416 12:25:37 EST,2789.4,,,2.0,2.0,,BTCUSD_btcnCNY,,-4.2,2.0,USD,99662.1878,27.9045,1999986.8,99662.1878,99969.2,99969.2,0.0,-13.947
12.0,-28.57335,20160416 13:13:57 EST,20160416 13:13:57 EST,20160416 13:13:57 EST,2791.17,,BTCUSD_btcnCNY,long,,20160416 13:01:09 EST,closed,20160416 13:01:09 EST,2791.5,,,2.0,2.0,,BTCUSD_btcnCNY,,-0.66,-2.0,USD,99633.61445,27.91335,1999986.14,99633.61445,99968.54,99968.54,0.0,-13.9575
13.0,-26.80895,20160416 13:25:42 EST,20160416 13:25:42 EST,20160416 13:25:42 EST,2790.62,,BTCUSD_btcnCNY,short,,20160416 13:13:57 EST,closed,20160416 13:13:57 EST,2791.17,,,2.0,2.0,,BTCUSD_btcnCNY,,1.1,2.0,USD,99606.8055,27.90895,1999985.04,99606.8055,99969.64,99969.64,0.0,-13.95585
14.0,-30.39995,20160416 14:25:48 EST,20160416 14:25:48 EST,20160416 14:25:48 EST,2789.37,,BTCUSD_btcnCNY,long,,20160416 13:25:42 EST,closed,20160416 13:25:42 EST,2790.62,,,2.0,2.0,,BTCUSD_btcnCNY,,-2.5,-2.0,USD,99576.40555,27.89995,1999982.54,99576.40555,99967.14,99967.14,0.0,-13.9531
15.0,-27.83355,20160416 14:37:25 EST,20160416 14:37:25 EST,20160416 14:37:25 EST,2789.34,,BTCUSD_btcnCNY,short,,20160416 14:25:48 EST,closed,20160416 14:25:48 EST,2789.37,,,2.0,2.0,,BTCUSD_btcnCNY,,0.0599999999995,2.0,USD,99548.572,27.89355,1999982.48,99548.572,99967.2,99967.2,0.0,-13.94685
16.0,-33.22005,20160416 15:00:30 EST,20160416 15:00:30 EST,20160416 15:00:30 EST,2786.67,,BTCUSD_btcnCNY,long,,20160416 14:37:25 EST,closed,20160416 14:37:25 EST,2789.34,,,2.0,2.0,,BTCUSD_btcnCNY,,-5.34,-2.0,USD,99515.35195,27.88005,1999977.14,99515.35195,99961.86,99961.86,0.0,-13.9467
17.0,-27.48575,20160416 15:36:20 EST,20160416 15:36:20 EST,20160416 15:36:20 EST,2786.48,,BTCUSD_btcnCNY,short,,20160416 15:00:30 EST,closed,20160416 15:00:30 EST,2786.67,,,2.0,2.0,,BTCUSD_btcnCNY,,0.38,2.0,USD,99487.8662,27.86575,1999976.76,99487.8662,99962.24,99962.24,0.0,-13.93335
18.0,-27.52565,20160416 15:57:30 EST,20160416 15:57:30 EST,20160416 15:57:30 EST,2786.65,,BTCUSD_btcnCNY,long,,20160416 15:36:20 EST,closed,20160416 15:36:20 EST,2786.48,,,2.0,2.0,,BTCUSD_btcnCNY,,0.34,-2.0,USD,99460.34055,27.86565,1999977.1,99460.34055,99962.58,99962.58,0.0,-13.9324
19.0,-26.16225,20160416 16:31:19 EST,20160416 16:31:19 EST,20160416 16:31:19 EST,2785.8,,BTCUSD_btcnCNY,short,,20160416 15:57:30 EST,closed,20160416 15:57:30 EST,2786.65,,,2.0,2.0,,BTCUSD_btcnCNY,,1.7,2.0,USD,99434.1783,27.86225,1999975.4,99434.1783,99964.28,99964.28,0.0,-13.93325
20.0,-25.28445,20160416 17:06:58 EST,20160416 17:06:58 EST,20160416 17:06:58 EST,2787.09,,BTCUSD_btcnCNY,long,,20160416 16:31:19 EST,closed,20160416 16:31:19 EST,2785.8,,,2.0,2.0,,BTCUSD_btcnCNY,,2.58,-2.0,USD,99408.89385,27.86445,1999977.98,99408.89385,99966.86,99966.86,0.0,-13.929
21.0,-26.6679,20160416 17:19:28 EST,20160416 17:19:28 EST,20160416 17:19:28 EST,2786.49,,BTCUSD_btcnCNY,short,,20160416 17:06:58 EST,closed,20160416 17:06:58 EST,2787.09,,,2.0,2.0,,BTCUSD_btcnCNY,,1.2,2.0,USD,99382.22595,27.8679,1999976.78,99382.22595,99968.06,99968.06,0.0,-13.93545
