trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-453.46,20160523 10:45:12 EST,20160523 10:45:12 EST,20160523 10:45:12 EST,122.594,,EURJPY,long,,20160425 07:05:18 EST,closed,20160425 07:05:18 EST,125.091,,,2.0,2.0,,EURJPY,,-449.46,-2.0,JPY,99544.54,4.0,1970627.6,99146.72,99154.72,99550.54,-3.24,-5.24
2.0,390.02,20160523 10:45:19 EST,20160523 10:45:19 EST,20160523 10:45:19 EST,158.494,,GBPJPY,short,,20160425 07:09:02 EST,closed,20160425 07:09:02 EST,160.683,,,2.0,2.0,,GBPJPY,,394.02,2.0,JPY,99934.56,4.0,1977089.6,99935.44,99947.44,99944.56,-395.82,-397.82
3.0,-10.5,20160523 22:14:28 EST,20160523 22:14:28 EST,20160523 22:14:28 EST,122.586,,EURJPY,short,,20160523 11:43:25 EST,closed,20160523 10:45:12 EST,122.5735,,,4.0,4.0,,EURJPY,,-4.5,4.0,JPY,99922.06,6.0,1942148.72,99976.4,99996.4,99940.06,-5.94,-7.94
4.0,50.34,20160523 22:14:29 EST,20160523 22:14:29 EST,20160523 22:14:29 EST,158.524,,GBPJPY,long,,20160523 11:43:28 EST,closed,20160523 10:45:19 EST,158.3675,,,4.0,4.0,,GBPJPY,,56.34,-4.0,JPY,99976.4,6.0,1999217.36,99976.4,99996.4,99996.4,56.34,54.34
5.0,-6.52,20160524 05:08:49 EST,20160524 05:08:49 EST,20160524 05:08:49 EST,122.556,,EURJPY,short,,20160524 01:19:47 EST,closed,20160524 01:19:47 EST,122.542,,,2.0,2.0,,EURJPY,,-2.52,2.0,JPY,99967.88,4.0,1970715.08,100208.34,100236.34,99993.88,1.08,-0.920000000003
6.0,242.6,20160524 05:08:53 EST,20160524 05:08:53 EST,20160524 05:08:53 EST,159.73,,GBPJPY,long,,20160524 01:19:48 EST,closed,20160524 01:19:48 EST,158.36,,,2.0,2.0,,GBPJPY,,246.6,-2.0,JPY,100212.48,4.0,1999466.48,100212.48,100240.48,100240.48,242.46,240.46
7.0,-31.56,20160526 00:04:32 EST,20160526 00:04:32 EST,20160526 00:04:32 EST,122.707,,EURJPY,short,,20160524 21:03:26 EST,closed,20160524 21:03:26 EST,122.636,,,4.0,4.0,,EURJPY,,-25.56,2.0,JPY,100269.26,6.0,1970619.5,100361.22,100401.22,100307.26,15.3,13.3
8.0,180.3,20160526 00:04:33 EST,20160526 00:04:33 EST,20160526 00:04:33 EST,161.4335,,GBPJPY,long,,20160524 21:03:28 EST,closed,20160524 21:03:28 EST,160.916,,,4.0,4.0,,GBPJPY,,186.3,-2.0,JPY,100359.22,6.0,1977593.6,100356.14,100400.14,100401.22,93.96,91.96
9.0,-2.02,20160526 01:04:12 EST,20160526 01:04:12 EST,20160526 01:04:12 EST,122.704,,EURJPY,long,,20160526 00:04:32 EST,closed,20160526 00:04:32 EST,122.693,,,2.0,2.0,,EURJPY,,1.98,-2.0,JPY,100357.2,4.0,1970621.48,100362.94,100410.94,100403.2,-1.08,-3.08
10.0,-11.74,20160526 01:04:13 EST,20160526 01:04:13 EST,20160526 01:04:13 EST,161.481,,GBPJPY,short,,20160526 00:04:33 EST,closed,20160526 00:04:33 EST,161.438,,,2.0,2.0,,GBPJPY,,-7.74,2.0,JPY,100345.46,4.0,1977601.34,100347.24,100399.24,100395.46,7.74,5.74
11.0,-20.02,20160526 03:09:09 EST,20160526 03:09:09 EST,20160526 03:09:09 EST,122.793,,EURJPY,short,,20160526 01:04:12 EST,closed,20160526 01:04:12 EST,122.704,,,2.0,2.0,,EURJPY,,-16.02,2.0,JPY,100325.44,4.0,1970637.5,100391.3,100447.3,100379.44,3.78,1.78
12.0,66.2,20160526 03:09:15 EST,20160526 03:09:15 EST,20160526 03:09:15 EST,161.871,,GBPJPY,long,,20160526 01:04:13 EST,closed,20160526 01:04:13 EST,161.481,,,2.0,2.0,,GBPJPY,,70.2,-2.0,JPY,100393.64,4.0,1999774.28,100393.64,100449.64,100449.64,67.86,65.86
13.0,210.7,20160527 12:38:57 EST,20160527 12:38:57 EST,20160527 12:38:57 EST,122.382,,EURJPY,short,,20160526 06:45:49 EST,closed,20160526 05:38:02 EST,122.9895,,,4.0,4.0,,EURJPY,,218.7,2.0,JPY,100436.07,8.0,1970287.04,100275.4,100347.4,100506.07,-110.07,-112.07
14.0,-330.56,20160527 12:39:04 EST,20160527 12:39:04 EST,20160527 12:39:04 EST,160.8055,,GBPJPY,long,,20160526 06:45:55 EST,closed,20160526 05:38:02 EST,161.7015,,,4.0,4.0,,GBPJPY,,-322.56,-2.0,JPY,100273.78,8.0,1999233.02,100273.78,100345.78,100345.78,-158.67,-160.67
