Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160410 17:15:27 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160410 17:15:27 EST,paperUSD,99998.0,100000.0,1985650.016,277.312,-2.0,0.0,USD,100275.312,100279.312,279.312
20160410 19:09:57 EST,paperUSD,99996.0,100000.0,1971242.832,499.424,-4.0,0.0,USD,100495.424,100501.424,501.424
20160410 19:36:40 EST,paperUSD,99931.872,99937.872,2000062.128,0.0,-68.128,-62.128,USD,99931.872,99937.872,0.0
20160410 19:36:40 EST,paperUSD,99929.872,99937.872,1971242.832,433.424,-70.128,-62.128,USD,100363.296,100373.296,435.424
20160410 20:01:26 EST,paperUSD,99925.408,99935.408,1985650.016,215.712,-74.592,-64.592,USD,100141.12,100153.12,217.712
20160410 20:52:54 EST,paperUSD,99923.408,99935.408,1971240.368,433.424,-76.592,-64.592,USD,100356.832,100370.832,435.424
20160410 21:17:42 EST,paperUSD,99916.48,99930.48,2000054.736,0.0,-83.52,-69.52,USD,99916.48,99930.48,0.0
20160410 21:17:42 EST,paperUSD,99914.48,99930.48,1971240.368,442.224,-85.52,-69.52,USD,100356.704,100374.704,444.224
20160410 21:44:56 EST,paperUSD,99907.552,99925.552,2000059.664,0.0,-92.448,-74.448,USD,99907.552,99925.552,0.0
20160410 21:44:56 EST,paperUSD,99905.552,99925.552,1985650.016,215.712,-94.448,-74.448,USD,100121.264,100143.264,217.712
20160410 22:13:14 EST,paperUSD,99903.552,99925.552,1971240.368,433.424,-96.448,-74.448,USD,100336.976,100360.976,435.424
20160410 22:38:24 EST,paperUSD,99899.088,99923.088,1985647.552,215.712,-100.912,-76.912,USD,100114.8,100140.8,217.712
20160410 23:08:10 EST,paperUSD,99897.088,99923.088,1971237.904,433.424,-102.912,-76.912,USD,100330.512,100358.512,435.424
20160410 23:54:36 EST,paperUSD,99890.16,99918.16,2000052.272,0.0,-109.84,-81.84,USD,99890.16,99918.16,0.0
20160410 23:54:36 EST,paperUSD,99888.16,99918.16,1985645.088,220.112,-111.84,-81.84,USD,100108.272,100140.272,222.112
20160411 00:17:21 EST,paperUSD,99883.696,99915.696,2000054.736,0.0,-116.304,-84.304,USD,99883.696,99915.696,0.0
20160411 00:17:21 EST,paperUSD,99881.696,99915.696,1985645.088,215.712,-118.304,-84.304,USD,100097.408,100133.408,217.712
20160411 01:57:43 EST,paperUSD,99879.696,99915.696,1971235.44,433.424,-120.304,-84.304,USD,100313.12,100351.12,435.424
20160411 02:22:25 EST,paperUSD,99875.232,99913.232,1985642.624,215.712,-124.768,-86.768,USD,100090.944,100130.944,217.712
20160411 04:40:58 EST,paperUSD,99870.768,99910.768,2000049.808,0.0,-129.232,-89.232,USD,99870.768,99910.768,0.0
20160411 04:40:58 EST,paperUSD,99868.768,99910.768,1985642.624,220.112,-131.232,-89.232,USD,100088.88,100132.88,222.112
20160411 04:41:29 EST,paperUSD,99864.304,99908.304,2000052.272,0.0,-135.696,-91.696,USD,99864.304,99908.304,0.0
20160411 04:41:29 EST,paperUSD,99862.304,99908.304,1985642.624,215.712,-137.696,-91.696,USD,100078.016,100126.016,217.712
20160411 11:50:57 EST,paperUSD,99860.304,99908.304,1971232.976,433.424,-139.696,-91.696,USD,100293.728,100343.728,435.424
20160411 12:07:36 EST,paperUSD,99855.84,99905.84,1985640.16,215.712,-144.16,-94.16,USD,100071.552,100123.552,217.712
20160411 13:53:02 EST,paperUSD,99851.376,99903.376,2000047.344,0.0,-148.624,-96.624,USD,99851.376,99903.376,0.0
20160411 13:53:33 EST,paperUSD,99849.376,99903.376,1985637.696,215.712,-150.624,-96.624,USD,100065.088,100121.088,217.712
20160411 23:59:51 EST,paperUSD,99844.912,99900.912,2000044.88,0.0,-155.088,-99.088,USD,99844.912,99900.912,0.0
20160412 00:00:21 EST,paperUSD,99842.912,99900.912,1985635.232,215.712,-157.088,-99.088,USD,100058.624,100118.624,217.712
20160412 05:33:06 EST,paperUSD,99840.912,99900.912,1971225.584,433.424,-159.088,-99.088,USD,100274.336,100336.336,435.424
20160412 05:44:10 EST,paperUSD,99836.448,99898.448,1985632.768,215.712,-163.552,-101.552,USD,100052.16,100116.16,217.712
20160412 11:35:39 EST,paperUSD,99834.448,99898.448,1971223.12,433.424,-165.552,-101.552,USD,100267.872,100333.872,435.424
20160412 12:09:25 EST,paperUSD,99829.984,99895.984,1985630.304,215.712,-170.016,-104.016,USD,100045.696,100113.696,217.712
20160412 12:39:34 EST,paperUSD,99827.984,99895.984,1971220.656,433.424,-172.016,-104.016,USD,100261.408,100331.408,435.424
20160412 13:10:47 EST,paperUSD,99823.52,99893.52,1985627.84,215.712,-176.48,-106.48,USD,100039.232,100111.232,217.712
20160413 13:41:14 EST,paperUSD,100123.888,100195.888,2000339.856,0.0,123.888,195.888,USD,100123.888,100195.888,0.0
20160413 13:41:48 EST,paperUSD,100121.888,100195.888,1985629.072,-3.232,121.888,195.888,USD,100118.656,100194.656,-1.232
