trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available
13,-3.888,20160318 06:35:22 EST,20160318 06:35:22 EST,20160318 06:35:22 EST,111.377,,USDJPY,long,20160318 06:34:07 EST,20160318 06:43:37 EST,open,20160318 06:34:07 EST,111.434,10000.0,,3.0,3.0,,USDJPY,strat103v1,9904.20374,6.0,-392208.9231
16,0.6,20160318 06:42:54 EST,20160318 06:42:54 EST,20160318 06:42:54 EST,125.583,,EURJPY,long,20160318 06:38:49 EST,20160318 06:47:01 EST,open,20160318 06:38:49 EST,125.595,10000.0,,3.0,3.0,,EURJPY,strat103v1,9894.07812,6.0,-454785.38472
15,0.9,20160318 06:40:03 EST,20160318 06:40:03 EST,20160318 06:40:03 EST,1.1269,,EURUSD,long,20160318 06:37:01 EST,20160318 06:52:23 EST,open,20160318 06:37:01 EST,1.12688,10000.0,,3.0,3.0,,EURUSD,strat103v1,9884.11812,6.0,-488595.74472
19,-9.96,20160318 06:50:35 EST,20160318 06:50:35 EST,20160318 06:50:35 EST,125.584,,EURJPY,long,20160318 06:47:12 EST,20160318 06:53:17 EST,open,20160318 06:47:12 EST,125.546,10000.0,,3.0,3.0,,EURJPY,strat103v1,9880.11812,6.0,-555542.38872
17,-8.12562,20160318 06:46:18 EST,20160318 06:46:18 EST,20160318 06:46:18 EST,0.96967,,USDCHF,long,20160318 06:43:49 EST,20160318 06:54:44 EST,open,20160318 06:43:49 EST,0.9699,10000.0,,3.0,3.0,,USDCHF,strat103v1,9869.95812,6.0,-554920.12812
20,-10.8,20160318 06:54:32 EST,20160318 06:54:32 EST,20160318 06:54:32 EST,1.12659,,EURUSD,long,20160318 06:52:34 EST,20160318 07:00:36 EST,open,20160318 06:52:34 EST,1.12686,10000.0,,3.0,3.0,,EURUSD,strat103v1,9853.20406,6.0,-555591.33018
22,-18.45006,20160318 06:59:10 EST,20160318 06:59:10 EST,20160318 06:59:10 EST,0.96945,,USDCHF,long,20160318 06:54:55 EST,20160318 07:02:14 EST,open,20160318 06:54:55 EST,0.96907,10000.0,,3.0,3.0,,USDCHF,strat103v1,9849.20406,6.0,-618827.5098
21,-2.304,20160318 06:59:21 EST,20160318 06:59:21 EST,20160318 06:59:21 EST,125.557,,EURJPY,long,20160318 06:53:28 EST,20160318 07:03:08 EST,open,20160318 06:53:28 EST,125.6,10000.0,,3.0,3.0,,EURJPY,strat103v1,9845.20406,6.0,-681413.90406
18,-3.36,20160318 06:53:17 EST,20160318 06:53:17 EST,20160318 06:53:17 EST,111.439,,USDJPY,long,20160318 06:43:49 EST,20160318 07:05:39 EST,open,20160318 06:43:49 EST,111.43,10000.0,,3.0,3.0,,USDJPY,strat103v1,9861.20406,6.0,-687285.46806
23,-1.2,20160318 07:04:45 EST,20160318 07:04:45 EST,20160318 07:04:45 EST,1.12714,,EURUSD,long,20160318 07:00:47 EST,20160318 07:06:23 EST,open,20160318 07:00:47 EST,1.12689,10000.0,,3.0,3.0,,EURUSD,strat103v1,9857.20406,6.0,-750512.32806
24,-13.5915,20160318 07:08:11 EST,20160318 07:08:11 EST,20160318 07:08:11 EST,0.96886,,USDCHF,long,20160318 07:02:25 EST,20160318 07:10:08 EST,open,20160318 07:02:25 EST,0.96873,10000.0,,3.0,3.0,,USDCHF,strat103v1,9838.01256,6.0,-750511.98048
25,-3.36,20160318 07:12:49 EST,20160318 07:12:49 EST,20160318 07:12:49 EST,125.606,,EURJPY,long,20160318 07:03:20 EST,20160318 07:14:38 EST,open,20160318 07:03:20 EST,125.637,10000.0,,3.0,3.0,,EURJPY,strat103v1,9826.31656,6.0,-750522.79566
14,13.2,20160318 07:04:24 EST,20160318 07:04:24 EST,20160318 07:04:24 EST,0.76297,,AUDUSD,long,20160318 06:36:49 EST,20160318 07:15:32 EST,open,20160318 06:36:49 EST,0.76338,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9822.31656,6.0,-806592.36366
26,-12.336,20160318 07:10:20 EST,20160318 07:10:20 EST,20160318 07:10:20 EST,111.416,,USDJPY,long,20160318 07:05:50 EST,20160318 07:16:49 EST,open,20160318 07:05:50 EST,111.438,10000.0,,3.0,3.0,,USDJPY,strat103v1,9805.08114,6.0,-829508.1759
27,-9.6,20160318 07:07:49 EST,20160318 07:07:49 EST,20160318 07:07:49 EST,1.12679,,EURUSD,long,20160318 07:06:34 EST,20160318 07:20:17 EST,open,20160318 07:06:34 EST,1.12759,10000.0,,3.0,3.0,,EURUSD,strat103v1,9807.76114,6.0,-836676.8439
30,-7.2,20160318 07:19:12 EST,20160318 07:19:12 EST,20160318 07:19:12 EST,0.76334,,AUDUSD,long,20160318 07:15:44 EST,20160318 07:20:17 EST,open,20160318 07:15:44 EST,0.76318,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9805.76114,6.0,-859572.2439
28,-17.23542,20160318 07:16:27 EST,20160318 07:16:27 EST,20160318 07:16:27 EST,0.96836,,USDCHF,long,20160318 07:10:20 EST,20160318 07:20:40 EST,open,20160318 07:10:20 EST,0.96833,10000.0,,3.0,3.0,,USDCHF,strat103v1,9799.76114,6.0,-945701.15268
29,5.88,20160318 07:19:34 EST,20160318 07:19:34 EST,20160318 07:19:34 EST,125.682,,EURJPY,long,20160318 07:14:50 EST,20160318 07:21:03 EST,open,20160318 07:14:50 EST,125.707,10000.0,,3.0,3.0,,EURJPY,strat103v1,9798.24914,6.0,-978866.1018
31,-1.512,20160318 07:20:40 EST,20160318 07:20:40 EST,20160318 07:20:40 EST,111.461,,USDJPY,long,20160318 07:17:01 EST,20160318 07:22:31 EST,open,20160318 07:17:01 EST,111.492,10000.0,,3.0,3.0,,USDJPY,strat103v1,9801.6626,6.0,-1012072.95522
34,3.41346,20160318 07:22:30 EST,20160318 07:22:30 EST,20160318 07:22:30 EST,0.96863,,USDCHF,long,20160318 07:20:52 EST,20160318 07:23:28 EST,open,20160318 07:20:52 EST,0.96888,10000.0,,3.0,3.0,,USDCHF,strat103v1,9763.6626,6.0,-1014235.1013
32,-21.3,20160318 07:23:16 EST,20160318 07:23:16 EST,20160318 07:23:16 EST,1.12718,,EURUSD,long,20160318 07:20:29 EST,20160318 07:24:12 EST,open,20160318 07:20:29 EST,1.12733,10000.0,,3.0,3.0,,EURUSD,strat103v1,9740.8786,6.0,-1014872.3193
33,-20.7,20160318 07:23:05 EST,20160318 07:23:05 EST,20160318 07:23:05 EST,0.76264,,AUDUSD,long,20160318 07:20:29 EST,20160318 07:26:11 EST,open,20160318 07:20:29 EST,0.76249,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9736.8786,6.0,-1071569.6193
36,-10.488,20160318 07:23:39 EST,20160318 07:23:39 EST,20160318 07:23:39 EST,111.482,,USDJPY,long,20160318 07:22:43 EST,20160318 07:26:44 EST,open,20160318 07:22:43 EST,111.438,10000.0,,3.0,3.0,,USDJPY,strat103v1,9738.3786,6.0,-1090035.9513
38,1.5,20160318 07:26:22 EST,20160318 07:26:22 EST,20160318 07:26:22 EST,1.12767,,EURUSD,long,20160318 07:24:23 EST,20160318 07:28:13 EST,open,20160318 07:24:23 EST,1.12768,10000.0,,3.0,3.0,,EURUSD,strat103v1,9707.63066,6.0,-1071585.64524
37,-23.91594,20160318 07:27:28 EST,20160318 07:27:28 EST,20160318 07:27:28 EST,0.96841,,USDCHF,long,20160318 07:23:39 EST,20160318 07:28:25 EST,open,20160318 07:23:39 EST,0.96841,10000.0,,3.0,3.0,,USDCHF,strat103v1,9703.63066,6.0,-1134829.6833
40,-9.432,20160318 07:27:28 EST,20160318 07:27:28 EST,20160318 07:27:28 EST,111.425,,USDJPY,long,20160318 07:26:55 EST,20160318 07:28:25 EST,open,20160318 07:26:55 EST,111.435,10000.0,,3.0,3.0,,USDJPY,strat103v1,9701.63066,6.0,-1164248.5233
35,-16.296,20160318 07:23:50 EST,20160318 07:23:50 EST,20160318 07:23:50 EST,125.667,,EURJPY,long,20160318 07:21:15 EST,20160318 07:29:33 EST,open,20160318 07:21:15 EST,125.699,10000.0,,3.0,3.0,,EURJPY,strat103v1,9690.63066,6.0,-1222428.6543
41,-9.0,20160318 07:29:11 EST,20160318 07:29:11 EST,20160318 07:29:11 EST,1.12781,,EURUSD,long,20160318 07:28:24 EST,20160318 07:30:17 EST,open,20160318 07:28:24 EST,1.12786,10000.0,,3.0,3.0,,EURUSD,strat103v1,9686.63066,6.0,-1289449.7823
39,-5.4,20160318 07:27:17 EST,20160318 07:27:17 EST,20160318 07:27:17 EST,0.76258,,AUDUSD,long,20160318 07:26:22 EST,20160318 07:33:12 EST,open,20160318 07:26:22 EST,0.76297,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9682.74266,6.0,-1316752.4463
43,-3.888,20160318 07:30:29 EST,20160318 07:30:29 EST,20160318 07:30:29 EST,111.449,,USDJPY,long,20160318 07:28:38 EST,20160318 07:34:31 EST,open,20160318 07:28:38 EST,111.449,10000.0,,3.0,3.0,,USDJPY,strat103v1,9668.05116,6.0,-1316772.2028
46,-5.1,20160318 07:34:09 EST,20160318 07:34:09 EST,20160318 07:34:09 EST,0.76311,,AUDUSD,long,20160318 07:33:24 EST,20160318 07:36:09 EST,open,20160318 07:33:24 EST,0.76336,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9664.05116,6.0,-1369096.0668
42,-13.5915,20160318 07:33:24 EST,20160318 07:33:24 EST,20160318 07:33:24 EST,0.96825,,USDCHF,long,20160318 07:28:38 EST,20160318 07:36:33 EST,open,20160318 07:28:38 EST,0.9683,10000.0,,3.0,3.0,,USDCHF,strat103v1,9659.55116,6.0,-1387562.6646
45,-4.5,20160318 07:36:21 EST,20160318 07:36:21 EST,20160318 07:36:21 EST,1.12792,,EURUSD,long,20160318 07:30:29 EST,20160318 07:37:20 EST,open,20160318 07:30:29 EST,1.12807,10000.0,,3.0,3.0,,EURUSD,strat103v1,9644.42316,6.0,-1388207.50572
44,-7.584,20160318 07:36:45 EST,20160318 07:36:45 EST,20160318 07:36:45 EST,125.696,,EURJPY,long,20160318 07:29:45 EST,20160318 07:38:43 EST,open,20160318 07:29:45 EST,125.681,10000.0,,3.0,3.0,,EURJPY,strat103v1,9628.05362,6.0,-1369088.85414
49,-11.76954,20160318 07:38:31 EST,20160318 07:38:31 EST,20160318 07:38:31 EST,0.96813,,USDCHF,long,20160318 07:36:46 EST,20160318 07:39:29 EST,open,20160318 07:36:46 EST,0.96818,10000.0,,3.0,3.0,,USDCHF,strat103v1,9624.05362,6.0,-1431667.07202
48,-3.9,20160318 07:38:18 EST,20160318 07:38:18 EST,20160318 07:38:18 EST,0.76343,,AUDUSD,long,20160318 07:36:21 EST,20160318 07:40:16 EST,open,20160318 07:36:21 EST,0.76335,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9620.05362,6.0,-1483965.50394
50,-8.7,20160318 07:38:18 EST,20160318 07:38:18 EST,20160318 07:38:18 EST,1.12798,,EURUSD,long,20160318 07:37:32 EST,20160318 07:41:14 EST,open,20160318 07:37:32 EST,1.12819,10000.0,,3.0,3.0,,EURUSD,strat103v1,9616.95762,6.0,-1507530.33594
51,-3.096,20160318 07:40:40 EST,20160318 07:40:40 EST,20160318 07:40:40 EST,125.687,,EURJPY,long,20160318 07:38:56 EST,20160318 07:41:49 EST,open,20160318 07:38:56 EST,125.714,10000.0,,3.0,3.0,,EURJPY,strat103v1,9612.95762,6.0,-1574564.23194
53,-6.6,20160318 07:42:13 EST,20160318 07:42:13 EST,20160318 07:42:13 EST,0.76333,,AUDUSD,long,20160318 07:40:28 EST,20160318 07:43:11 EST,open,20160318 07:40:28 EST,0.76366,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9605.55762,6.0,-1573920.77994
54,-4.8,20160318 07:42:25 EST,20160318 07:42:25 EST,20160318 07:42:25 EST,1.12822,,EURUSD,long,20160318 07:41:26 EST,20160318 07:44:22 EST,open,20160318 07:41:26 EST,1.12798,10000.0,,3.0,3.0,,EURUSD,strat103v1,9574.7696,6.0,-1545189.78804
52,-20.27202,20160318 07:43:34 EST,20160318 07:43:34 EST,20160318 07:43:34 EST,0.96765,,USDCHF,long,20160318 07:39:42 EST,20160318 07:44:34 EST,open,20160318 07:39:42 EST,0.96769,10000.0,,3.0,3.0,,USDCHF,strat103v1,9570.7696,6.0,-1608415.56258
55,-11.016,20160318 07:43:46 EST,20160318 07:43:46 EST,20160318 07:43:46 EST,125.713,,EURJPY,long,20160318 07:42:01 EST,20160318 07:44:47 EST,open,20160318 07:42:01 EST,125.704,10000.0,,3.0,3.0,,EURJPY,strat103v1,9568.7696,6.0,-1641601.41858
47,-11.544,20160318 07:36:33 EST,20160318 07:36:33 EST,20160318 07:36:33 EST,111.43,,USDJPY,long,20160318 07:34:42 EST,20160318 07:44:48 EST,open,20160318 07:34:42 EST,111.433,10000.0,,3.0,3.0,,USDJPY,strat103v1,9564.7696,6.0,-1700406.12342
56,-7.5,20160318 07:44:11 EST,20160318 07:44:11 EST,20160318 07:44:11 EST,0.76352,,AUDUSD,long,20160318 07:43:23 EST,20160318 07:46:14 EST,open,20160318 07:43:23 EST,0.76289,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9543.3485,6.0,-1660072.95168
58,-1.4451,20160318 07:45:36 EST,20160318 07:45:36 EST,20160318 07:45:36 EST,0.96789,,USDCHF,long,20160318 07:44:47 EST,20160318 07:46:38 EST,open,20160318 07:44:47 EST,0.96797,10000.0,,3.0,3.0,,USDCHF,strat103v1,9539.3485,6.0,-1712354.5287
59,-14.712,20160318 07:45:50 EST,20160318 07:45:50 EST,20160318 07:45:50 EST,125.659,,EURJPY,long,20160318 07:45:01 EST,20160318 07:46:51 EST,open,20160318 07:45:01 EST,125.683,10000.0,,3.0,3.0,,EURJPY,strat103v1,9537.3485,6.0,-1745534.8407
60,-6.264,20160318 07:45:36 EST,20160318 07:45:36 EST,20160318 07:45:36 EST,111.437,,USDJPY,long,20160318 07:45:02 EST,20160318 07:47:38 EST,open,20160318 07:45:02 EST,111.444,10000.0,,3.0,3.0,,USDJPY,strat103v1,9531.3485,6.0,-1837529.1384
57,-8.99999999999,20160318 07:45:14 EST,20160318 07:45:14 EST,20160318 07:45:14 EST,1.12793,,EURUSD,long,20160318 07:44:34 EST,20160318 07:48:13 EST,open,20160318 07:44:34 EST,1.12764,10000.0,,3.0,3.0,,EURUSD,strat103v1,9528.2525,6.0,-1867598.4504
61,-14.7,20160318 07:48:14 EST,20160318 07:48:14 EST,20160318 07:48:14 EST,0.76265,,AUDUSD,long,20160318 07:46:26 EST,20160318 07:50:09 EST,open,20160318 07:46:26 EST,0.76308,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9505.01216,6.0,-1808797.79304
65,-3.3,20160318 07:49:12 EST,20160318 07:49:12 EST,20160318 07:49:12 EST,1.12775,,EURUSD,long,20160318 07:48:26 EST,20160318 07:50:20 EST,open,20160318 07:48:26 EST,1.12772,10000.0,,3.0,3.0,,EURUSD,strat103v1,9503.01216,6.0,-1842629.39304
62,-5.69634,20160318 07:48:38 EST,20160318 07:48:38 EST,20160318 07:48:38 EST,0.96796,,USDCHF,long,20160318 07:46:51 EST,20160318 07:50:33 EST,open,20160318 07:46:51 EST,0.96802,10000.0,,3.0,3.0,,USDCHF,strat103v1,9497.01216,6.0,-1928744.68836
64,-11.544,20160318 07:49:35 EST,20160318 07:49:35 EST,20160318 07:49:35 EST,111.431,,USDJPY,long,20160318 07:47:50 EST,20160318 07:50:33 EST,open,20160318 07:47:50 EST,111.424,10000.0,,3.0,3.0,,USDJPY,strat103v1,9495.01216,6.0,-1958160.62436
68,-13.28784,20160318 07:52:38 EST,20160318 07:52:38 EST,20160318 07:52:38 EST,0.96779,,USDCHF,long,20160318 07:50:46 EST,20160318 07:53:35 EST,open,20160318 07:50:46 EST,0.96773,10000.0,,3.0,3.0,,USDCHF,strat103v1,9476.82432,6.0,-1994082.82938
63,-3.096,20160318 07:47:50 EST,20160318 07:47:50 EST,20160318 07:47:50 EST,125.694,,EURJPY,long,20160318 07:47:05 EST,20160318 07:53:47 EST,open,20160318 07:47:05 EST,125.665,10000.0,,3.0,3.0,,EURJPY,strat103v1,9474.82432,6.0,-2027258.38938
66,-6.9,20160318 07:51:09 EST,20160318 07:51:09 EST,20160318 07:51:09 EST,0.76293,,AUDUSD,long,20160318 07:50:21 EST,20160318 07:55:09 EST,open,20160318 07:50:21 EST,0.76288,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9458.36934,6.0,-2053908.49236
70,-6.91098,20160318 07:54:33 EST,20160318 07:54:33 EST,20160318 07:54:33 EST,0.96773,,USDCHF,long,20160318 07:53:47 EST,20160318 07:55:32 EST,open,20160318 07:53:47 EST,0.96786,10000.0,,3.0,3.0,,USDCHF,strat103v1,9458.06934,6.0,-2072347.92912
69,-11.544,20160318 07:54:33 EST,20160318 07:54:33 EST,20160318 07:54:33 EST,111.406,,USDJPY,long,20160318 07:50:46 EST,20160318 07:55:33 EST,open,20160318 07:50:46 EST,111.455,10000.0,,3.0,3.0,,USDJPY,strat103v1,9456.06934,6.0,-2101772.04912
67,-0.3,20160318 07:55:20 EST,20160318 07:55:20 EST,20160318 07:55:20 EST,1.12791,,EURUSD,long,20160318 07:50:33 EST,20160318 07:56:20 EST,open,20160318 07:50:33 EST,1.12775,10000.0,,3.0,3.0,,EURUSD,strat103v1,9457.04534,6.0,-2161238.51286
74,-9.432,20160318 07:56:33 EST,20160318 07:56:33 EST,20160318 07:56:33 EST,111.449,,USDJPY,long,20160318 07:55:46 EST,20160318 07:57:32 EST,open,20160318 07:55:46 EST,111.46,10000.0,,3.0,3.0,,USDJPY,strat103v1,9438.30602,6.0,-2108967.07644
71,2.976,20160318 07:55:45 EST,20160318 07:55:45 EST,20160318 07:55:45 EST,125.693,,EURJPY,long,20160318 07:53:59 EST,20160318 07:57:44 EST,open,20160318 07:53:59 EST,125.683,10000.0,,3.0,3.0,,EURJPY,strat103v1,9436.30602,6.0,-2142147.38844
73,-6.60732,20160318 07:56:32 EST,20160318 07:56:32 EST,20160318 07:56:32 EST,0.96787,,USDCHF,long,20160318 07:55:46 EST,20160318 07:58:31 EST,open,20160318 07:55:46 EST,0.96779,10000.0,,3.0,3.0,,USDCHF,strat103v1,9430.30602,6.0,-2234138.67558
76,-6.0,20160318 07:58:31 EST,20160318 07:58:31 EST,20160318 07:58:31 EST,111.453,,USDJPY,long,20160318 07:57:44 EST,20160318 07:59:39 EST,open,20160318 07:57:44 EST,111.452,10000.0,,3.0,3.0,,USDJPY,strat103v1,9422.04202,6.0,-2230349.232
78,-12.37686,20160318 08:04:21 EST,20160318 08:04:21 EST,20160318 08:04:21 EST,0.96766,,USDCHF,long,20160318 07:58:43 EST,20160318 08:06:51 EST,open,20160318 07:58:43 EST,0.96761,10000.0,,3.0,3.0,,USDCHF,strat103v1,9410.56916,6.0,-2230344.8097
79,-3.096,20160318 08:02:23 EST,20160318 08:02:23 EST,20160318 08:02:23 EST,111.461,,USDJPY,long,20160318 07:59:52 EST,20160318 08:07:02 EST,open,20160318 07:59:52 EST,111.47,10000.0,,3.0,3.0,,USDJPY,strat103v1,9406.56916,6.0,-2289155.0313
77,-6.264,20160318 07:59:38 EST,20160318 07:59:38 EST,20160318 07:59:38 EST,125.68,,EURJPY,long,20160318 07:57:57 EST,20160318 08:09:33 EST,open,20160318 07:57:57 EST,125.808,10000.0,,3.0,3.0,,EURJPY,strat103v1,9402.56916,6.0,-2351796.4233
81,-6.0,20160318 08:09:33 EST,20160318 08:09:33 EST,20160318 08:09:33 EST,111.47,,USDJPY,long,20160318 08:07:14 EST,20160318 08:11:10 EST,open,20160318 08:07:14 EST,111.467,10000.0,,3.0,3.0,,USDJPY,strat103v1,9396.56916,6.0,-2385009.4713
75,-8.09999999999,20160318 07:57:19 EST,20160318 07:57:19 EST,20160318 07:57:19 EST,1.12766,,EURUSD,long,20160318 07:56:32 EST,20160318 08:14:47 EST,open,20160318 07:56:32 EST,1.12869,10000.0,,3.0,3.0,,EURUSD,strat103v1,9377.2408,6.0,-2385713.07006
80,-19.96836,20160318 08:13:41 EST,20160318 08:13:41 EST,20160318 08:13:41 EST,0.96714,,USDCHF,long,20160318 08:07:02 EST,20160318 08:15:20 EST,open,20160318 08:07:02 EST,0.96728,10000.0,,3.0,3.0,,USDCHF,strat103v1,9373.2408,6.0,-2448942.29454
82,-3.36,20160318 08:11:22 EST,20160318 08:11:22 EST,20160318 08:11:22 EST,125.82,,EURJPY,long,20160318 08:09:45 EST,20160318 08:15:44 EST,open,20160318 08:09:45 EST,125.907,10000.0,,3.0,3.0,,EURJPY,strat103v1,9378.3288,6.0,-2482114.31238
83,5.088,20160318 08:15:21 EST,20160318 08:15:21 EST,20160318 08:15:21 EST,111.51,,USDJPY,long,20160318 08:11:22 EST,20160318 08:17:42 EST,open,20160318 08:11:22 EST,111.467,10000.0,,3.0,3.0,,USDJPY,strat103v1,9366.5208,6.0,-2511547.40838
87,-4.944,20160318 08:18:37 EST,20160318 08:18:37 EST,20160318 08:18:37 EST,111.475,,USDJPY,long,20160318 08:17:54 EST,20160318 08:19:42 EST,open,20160318 08:17:54 EST,111.532,10000.0,,3.0,3.0,,USDJPY,strat103v1,9361.5768,6.0,-2540990.80038
72,-6.6,20160318 07:57:08 EST,20160318 07:57:08 EST,20160318 07:57:08 EST,0.76287,,AUDUSD,long,20160318 07:55:20 EST,20160318 08:20:25 EST,open,20160318 07:55:20 EST,0.76284,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9357.5768,6.0,-2593319.12838
86,-11.808,20160318 08:17:42 EST,20160318 08:17:42 EST,20160318 08:17:42 EST,125.869,,EURJPY,long,20160318 08:15:55 EST,20160318 08:22:14 EST,open,20160318 08:15:55 EST,125.958,10000.0,,3.0,3.0,,EURJPY,strat103v1,9353.6888,6.0,-2620009.00038
88,-3.888,20160318 08:21:51 EST,20160318 08:21:51 EST,20160318 08:21:51 EST,111.535,,USDJPY,long,20160318 08:19:53 EST,20160318 08:24:25 EST,open,20160318 08:19:53 EST,111.518,10000.0,,3.0,3.0,,USDJPY,strat103v1,9351.8888,6.0,-2659813.62438
89,-1.8,20160318 08:23:30 EST,20160318 08:23:30 EST,20160318 08:23:30 EST,0.76288,,AUDUSD,long,20160318 08:20:36 EST,20160318 08:26:34 EST,open,20160318 08:20:36 EST,0.76307,10000.0,,3.0,3.0,,AUDUSD,strat103v1,9347.8888,6.0,-2712145.15638
84,11.1,20160318 08:26:57 EST,20160318 08:26:57 EST,20160318 08:26:57 EST,1.12913,,EURUSD,long,20160318 08:14:58 EST,20160318 08:28:24 EST,open,20160318 08:14:58 EST,1.1288,10000.0,,3.0,3.0,,EURUSD,strat103v1,9335.9808,6.0,-2672359.66038
91,-7.584,20160318 08:27:40 EST,20160318 08:27:40 EST,20160318 08:27:40 EST,111.507,,USDJPY,long,20160318 08:24:36 EST,20160318 08:28:35 EST,open,20160318 08:24:36 EST,111.518,10000.0,,3.0,3.0,,USDJPY,strat103v1,9331.9808,6.0,-2735663.21238
93,-3.6,20160318 08:29:41 EST,20160318 08:29:41 EST,20160318 08:29:41 EST,1.12884,,EURUSD,long,20160318 08:28:35 EST,20160318 08:31:40 EST,open,20160318 08:28:35 EST,1.12886,10000.0,,3.0,3.0,,EURUSD,strat103v1,9329.60992,6.0,-2706287.37342
85,3.71712,20160318 08:30:13 EST,20160318 08:30:13 EST,20160318 08:30:13 EST,0.96756,,USDCHF,long,20160318 08:15:33 EST,20160318 08:34:11 EST,open,20160318 08:15:33 EST,0.96779,10000.0,,3.0,3.0,,USDCHF,strat103v1,9326.30992,6.0,-2735672.58456
94,-10.488,20160318 08:30:25 EST,20160318 08:30:25 EST,20160318 08:30:25 EST,111.499,,USDJPY,long,20160318 08:28:47 EST,20160318 08:34:22 EST,open,20160318 08:28:47 EST,111.511,10000.0,,3.0,3.0,,USDJPY,strat103v1,9322.30992,6.0,-2794500.00702
90,-23.424,20160318 08:27:51 EST,20160318 08:27:51 EST,20160318 08:27:51 EST,125.882,,EURJPY,long,20160318 08:22:25 EST,20160318 08:36:44 EST,open,20160318 08:22:25 EST,125.855,10000.0,,3.0,3.0,,EURJPY,strat103v1,9308.51434,6.0,-2798343.00414
