permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,22.120208,USD,IDEALPRO,1.0,,,1.0,125.683,1000000.0,-1000000.0,-22.120208,SLD,EUR,JPY,20160405 12:58:37 EST,,0.0,19977.879792,-706010.4,125.683,20000.0,-22.120208,,
2,Paper,Paper,14.737712,USD,IDEALPRO,2.0,,,1.0,83.737,1000000.0,1000000.0,-14.737712,BOT,CAD,JPY,20160405 12:59:08 EST,,0.0,19963.14208,-1442896.0,83.737,20000.0,-14.737712,,
3,Paper,Paper,14.73296,USD,IDEALPRO,3.0,,,1.0,83.71,1000000.0,0.0,-252.33296,SLD,CAD,JPY,20160405 13:28:42 EST,,-237.6,19710.80912,-706248.0,83.737,19762.4,-252.33296,,
4,Paper,Paper,22.111056,USD,IDEALPRO,4.0,,,1.0,125.631,1000000.0,0.0,435.488944,BOT,EUR,JPY,20160405 13:29:20 EST,,457.6,20146.298064,399304.8,125.683,20220.0,435.488944,,
5,Paper,Paper,22.113168,USD,IDEALPRO,5.0,,,1.0,125.643,1000000.0,-1000000.0,-22.113168,SLD,EUR,JPY,20160405 13:30:52 EST,,0.0,20124.184896,-706353.6,125.643,20220.0,-22.113168,,
6,Paper,Paper,14.739296,USD,IDEALPRO,6.0,,,1.0,83.746,1000000.0,1000000.0,-14.739296,BOT,CAD,JPY,20160405 13:30:52 EST,,0.0,20109.4456,-1443318.4,83.746,20220.0,-14.739296,,
7,Paper,Paper,22.114576,USD,IDEALPRO,7.0,,,1.0,125.651,1000000.0,0.0,-92.5145760001,BOT,EUR,JPY,20160405 13:31:56 EST,,-70.4000000001,20016.931024,-337589.6,125.643,20149.6,-92.5145760001,,
8,Paper,Paper,14.7356,USD,IDEALPRO,8.0,,,1.0,83.725,1000000.0,0.0,-199.5356,SLD,CAD,JPY,20160405 13:32:01 EST,,-184.8,19817.395424,399190.4,83.746,19964.8,-199.5356,,
9,Paper,Paper,22.108416,USD,IDEALPRO,9.0,,,1.0,125.616,1000000.0,-1000000.0,-22.108416,SLD,EUR,JPY,20160405 13:34:37 EST,,0.0,19795.287008,-706230.4,125.616,19964.8,-22.108416,,
10,Paper,Paper,14.738064,USD,IDEALPRO,10.0,,,1.0,83.739,1000000.0,1000000.0,-14.738064,BOT,CAD,JPY,20160405 13:34:37 EST,,0.0,19780.548944,-1443133.6,83.739,19964.8,-14.738064,,
