Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160425 07:05:16 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160425 07:16:20 EST,paperUSD,99998.0,100000.0,1986253.04,-1.82,-2.0,0.0,USD,99996.18,100000.18,0.180000000001
20160425 07:59:27 EST,paperUSD,99994.56,99998.56,1999998.56,0.0,-5.44,-1.44,USD,99994.56,99998.56,0.0
20160425 09:28:37 EST,paperUSD,99992.56,99998.56,1986266.9,-4.52,-7.44,-1.44,USD,99988.04,99996.04,-2.52
20160425 11:35:15 EST,paperUSD,99968.06,99976.06,1999976.06,0.0,-31.94,-23.94,USD,99968.06,99976.06,0.0
20160502 10:01:06 EST,paperUSD,99966.06,99976.06,1986526.46,-11.18,-33.94,-23.94,USD,99954.88,99966.88,-9.18
20160502 10:15:38 EST,paperUSD,99950.74,99962.74,1999962.74,0.0,-49.26,-37.26,USD,99950.74,99962.74,0.0
20160502 10:30:15 EST,paperUSD,99948.74,99962.74,1986539.96,-1.64,-51.26,-37.26,USD,99947.1,99963.1,0.360000000002
20160502 11:53:07 EST,paperUSD,99948.54,99964.54,1999964.54,0.0,-51.46,-35.46,USD,99948.54,99964.54,0.0
20160502 12:37:48 EST,paperUSD,99946.54,99964.54,1986518.18,-1.82,-53.46,-35.46,USD,99944.72,99964.72,0.180000000001
20160502 13:05:34 EST,paperUSD,99942.74,99962.74,1986518.18,-3.08,-57.26,-37.26,USD,99939.66,99961.66,-1.08
20160502 13:59:49 EST,paperUSD,99945.96,99967.96,1999957.52,0.0,-54.04,-32.04,USD,99945.96,99967.96,0.0
20160502 14:16:13 EST,paperUSD,99943.96,99967.96,1986519.44,-2.36,-56.04,-32.04,USD,99941.6,99967.6,-0.360000000002
20160502 16:24:18 EST,paperUSD,99947.36,99973.36,1986519.44,-2.54,-52.64,-26.64,USD,99944.82,99972.82,-0.539999999997
20160502 17:28:27 EST,paperUSD,99937.62,99965.62,1999970.66,0.0,-62.38,-34.38,USD,99937.62,99965.62,0.0
20160502 17:41:15 EST,paperUSD,99935.62,99965.62,1986521.42,-5.33,-64.38,-34.38,USD,99930.29,99962.29,-3.33
20160502 18:15:07 EST,paperUSD,99931.28,99963.28,1986521.42,-2.09,-68.72,-36.72,USD,99929.19,99963.19,-0.0900000000004
20160502 18:48:19 EST,paperUSD,99912.18,99946.18,1999985.42,0.0,-87.82,-53.82,USD,99912.18,99946.18,0.0
20160502 19:35:23 EST,paperUSD,99910.18,99946.18,1986510.8,-2.9,-89.82,-53.82,USD,99907.28,99945.28,-0.899999999999
20160502 21:10:48 EST,paperUSD,99928.16,99966.16,1999965.44,0.0,-71.84,-33.84,USD,99928.16,99966.16,0.0
20160502 21:28:16 EST,paperUSD,99926.16,99966.16,1986504.14,-2.9,-73.84,-33.84,USD,99923.26,99965.26,-0.900000000002
20160502 22:58:54 EST,paperUSD,99924.16,99966.16,1973037.62,-3.53,-75.84,-33.84,USD,99920.63,99964.63,-1.53
20160502 23:16:56 EST,paperUSD,99925.22,99969.22,1986507.2,0.0,-74.78,-30.78,USD,99925.22,99969.22,0.0
20160502 23:31:28 EST,paperUSD,99923.22,99969.22,1973044.82,0.880000000001,-76.78,-30.78,USD,99924.1,99972.1,2.88
20160503 00:05:52 EST,paperUSD,99923.02,99971.02,1986509.0,0.0,-76.98,-28.98,USD,99923.02,99971.02,0.0
20160503 00:19:59 EST,paperUSD,99921.02,99971.02,1973048.24,-0.739999999999,-78.98,-28.98,USD,99920.28,99972.28,1.26
20160503 00:47:34 EST,paperUSD,99808.32,99860.32,1973048.24,-2.72,-191.68,-139.68,USD,99805.6,99859.6,-0.720000000001
20160503 01:26:17 EST,paperUSD,99837.28,99891.28,1986367.34,0.0,-162.72,-108.72,USD,99837.28,99891.28,0.0
20160503 01:58:35 EST,paperUSD,99835.28,99891.28,1973052.56,-2.54,-164.72,-108.72,USD,99832.74,99890.74,-0.54
20160511 06:26:56 EST,paperUSD,99823.74,99881.74,1986357.8,0.0,-176.26,-118.26,USD,99823.74,99881.74,0.0
