Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:51 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:51 EST,paperUSD,9996.6856912,-135715.44,0,-3.3143088,USD
20160318 06:25:37 EST,paperUSD,9993.3713824,30000.0,0,-6.6286176,USD
20160318 06:25:37 EST,paperUSD,9990.0570736,-135715.44,0,-9.9429264,USD
20160318 06:25:50 EST,paperUSD,9986.7427912,-301429.56,0,-13.2572088,USD
20160318 06:35:45 EST,paperUSD,9946.469248,-135752.4,0,-53.530752,USD
20160318 06:38:38 EST,paperUSD,9943.154992,-301465.2,0,-56.845008,USD
20160318 06:38:49 EST,paperUSD,9939.8402608,-467201.76,0,-60.1597392,USD
20160318 06:42:54 EST,paperUSD,9969.5248696,-301432.2,0,-30.4751304,USD
20160318 06:47:01 EST,paperUSD,9966.2091616,-467217.6,0,-33.7908384,USD
20160318 06:47:12 EST,paperUSD,9962.893348,-633008.28,0,-37.106652,USD
20160318 06:50:35 EST,paperUSD,9939.7779304,-467237.4,0,-60.2220696,USD
20160318 06:53:17 EST,paperUSD,9936.463516,-632958.12,0,-63.536484,USD
20160318 06:53:29 EST,paperUSD,9933.1491808,-798674.88,0,-66.8508192,USD
20160318 06:59:21 EST,paperUSD,9948.314476,-632939.64,0,-51.685524,USD
20160318 07:03:08 EST,paperUSD,9944.998636,-798731.64,0,-55.001364,USD
20160318 07:03:20 EST,paperUSD,9941.6829808,-964514.4,0,-58.3170192,USD
20160318 07:12:49 EST,paperUSD,9955.5269824,-798714.48,0,-44.4730176,USD
20160318 07:14:39 EST,paperUSD,9952.2101656,-964555.32,0,-47.7898344,USD
20160318 07:14:50 EST,paperUSD,9948.8933488,-1130396.16,0,-51.1066512,USD
20160318 07:19:34 EST,paperUSD,10004.975344,-964495.92,0,4.975344,USD
20160318 07:21:04 EST,paperUSD,10001.6566792,-1130429.16,0,1.6566792,USD
20160318 07:21:15 EST,paperUSD,9998.3380408,-1296361.08,0,-1.6619592,USD
20160318 07:23:51 EST,paperUSD,9943.540432,-1130480.64,0,-56.459568,USD
20160318 07:29:34 EST,paperUSD,9940.2220048,-1296402.0,0,-59.7779952,USD
20160318 07:29:45 EST,paperUSD,9936.903472,-1462328.64,0,-63.096528,USD
20160318 07:36:46 EST,paperUSD,9925.6650976,-1296409.92,0,-74.3349024,USD
20160318 07:38:44 EST,paperUSD,9922.3471192,-1462308.84,0,-77.6528808,USD
20160318 07:38:56 EST,paperUSD,9919.0292728,-1628201.16,0,-80.9707272,USD
20160318 07:40:40 EST,paperUSD,9930.231136,-1462294.32,0,-69.768864,USD
20160318 07:41:50 EST,paperUSD,9926.91226,-1628238.12,0,-73.08774,USD
20160318 07:42:01 EST,paperUSD,9923.5929352,-1794204.36,0,-76.4070648,USD
20160318 07:43:47 EST,paperUSD,9895.194112,-1628263.2,0,-104.805888,USD
