permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.2538472,USD,IDEALPRO,1.0,,,1.0,128.0595,100000.0,-100000.0,-2.2538472,SLD,EUR,JPY,20160401 08:20:00 EST,,0.0,19997.7461528,287307.64,128.0595,20000.0,-2.2538472
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,112.0325,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160401 08:33:00 EST,,0.0,19995.7461528,188719.04,112.0325,20000.0,-2.0
3,Paper,Paper,4.5011648,USD,IDEALPRO,3.0,,,1.0,127.874,200000.0,-300000.0,-4.5011648,SLD,EUR,JPY,20160401 08:38:00 EST,,0.0,19991.244988,-36339.2,127.935833333,20000.0,-4.5011648
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,112.3645,100000.0,0.0,-294.16,BOT,USD,JPY,20160401 08:38:00 EST,,-292.16,19697.084988,62541.56,112.0325,19707.84,-294.16
5,Paper,Paper,4.4910272,USD,IDEALPRO,5.0,,,1.0,127.586,200000.0,-100000.0,611.21563888,BOT,EUR,JPY,20160401 08:48:00 EST,,615.70666608,20308.3006269,287092.92,127.935833333,20323.5466661,611.21563888
6,Paper,Paper,3.9419248,USD,IDEALPRO,6.0,,,1.0,111.9865,200000.0,-200000.0,-3.9419248,SLD,USD,JPY,20160401 08:48:00 EST,,0.0,20304.3587021,89996.68,111.9865,20323.5466661,-3.9419248
7,Paper,Paper,2.2412016,USD,IDEALPRO,7.0,,,1.0,127.341,100000.0,-200000.0,-2.2412016,SLD,EUR,JPY,20160401 08:49:00 EST,,0.0,20302.1175005,-22063.4,127.638416666,20323.5466661,-2.2412016
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,112.375,100000.0,-100000.0,-343.88,BOT,USD,JPY,20160401 08:49:00 EST,,-341.88,19958.2375005,76826.6,111.9865,19981.6666661,-343.88
9,Paper,Paper,2.2413688,USD,IDEALPRO,9.0,,,1.0,127.3505,100000.0,-100000.0,251.12529728,BOT,EUR,JPY,20160401 08:50:00 EST,,253.36666608,20209.3627978,188895.04,127.638416666,20235.0333322,251.12529728
10,Paper,Paper,2.239732,USD,IDEALPRO,10.0,,,1.0,127.2575,100000.0,-200000.0,-2.239732,SLD,EUR,JPY,20160401 08:56:00 EST,,0.0,20207.1230658,76908.44,127.447958333,20235.0333322,-2.239732
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,111.7825,100000.0,0.0,177.52,BOT,USD,JPY,20160401 08:56:00 EST,,179.52,20384.6430658,175277.04,111.9865,20414.5533322,177.52
12,Paper,Paper,2.244044,USD,IDEALPRO,12.0,,,1.0,127.5025,100000.0,-100000.0,-50.24071096,BOT,EUR,JPY,20160401 08:57:00 EST,,-47.99666696,20334.4023548,287479.24,127.447958333,20366.5566652,-50.24071096
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,111.783,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160401 08:57:00 EST,,0.0,20332.4023548,189110.2,111.783,20366.5566652,-2.0
