permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,113.354,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160410 17:15:27 EST,,0.0,99998.0,1980049.696,99812.96,113.354,99816.96,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,113.541,40000.0,20000.0,-34.912,BOT,CHF,JPY,20160410 19:24:02 EST,,-32.912,99963.088,1980049.696,100108.752,113.541,100114.752,99967.088,-34.912
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,113.527,40000.0,-20000.0,-4.464,SLD,CHF,JPY,20160410 20:13:59 EST,,-2.464,99958.624,1980049.696,99804.032,113.527,99812.032,99964.624,-4.464
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,113.541,60000.0,40000.0,-4.464,BOT,CHF,JPY,20160410 20:39:43 EST,,-2.464,99954.16,1960066.48,100247.488,113.541,100257.488,99962.16,-4.464
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,113.527,60000.0,-20000.0,-6.928,SLD,CHF,JPY,20160410 21:31:43 EST,,-4.928,99947.232,1980047.232,99792.64,113.527,99804.64,99957.232,-6.928
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,113.541,40000.0,20000.0,-4.464,BOT,CHF,JPY,20160410 23:40:15 EST,,-2.464,99942.768,1980047.232,100088.432,113.541,100102.432,99954.768,-4.464
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,113.527,40000.0,-20000.0,-4.464,SLD,CHF,JPY,20160411 03:02:55 EST,,-2.464,99938.304,1980047.232,99783.712,113.527,99799.712,99952.304,-4.464
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,113.541,40000.0,20000.0,-4.464,BOT,CHF,JPY,20160411 03:03:26 EST,,-2.464,99933.84,1980047.232,100079.504,113.541,100097.504,99949.84,-4.464
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,113.541,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160411 10:11:43 EST,,0.0,99931.84,1960064.016,100225.168,113.541,100245.168,99949.84,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,113.527,20000.0,20000.0,-4.464,SLD,CHF,JPY,20160411 10:27:51 EST,,-2.464,99927.376,1980044.768,100073.04,113.541,100095.04,99947.376,-4.464
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,113.541,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160412 04:27:08 EST,,0.0,99925.376,1960061.552,100218.704,113.541,100242.704,99947.376,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,113.527,20000.0,20000.0,-4.464,SLD,CHF,JPY,20160412 04:38:18 EST,,-2.464,99920.912,1980042.304,100066.576,113.541,100092.576,99944.912,-4.464
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,113.541,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160412 11:43:33 EST,,0.0,99918.912,1960059.088,100212.24,113.541,100240.24,99944.912,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,113.527,20000.0,20000.0,-4.464,SLD,CHF,JPY,20160412 12:15:46 EST,,-2.464,99914.448,1980039.84,100060.112,113.541,100090.112,99942.448,-4.464
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,113.172,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160414 07:29:58 EST,,0.0,99912.448,1960121.568,99841.28,113.3565,99873.28,99942.448,-2.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,113.195,20000.0,20000.0,-30.424,SLD,CHF,JPY,20160414 07:41:33 EST,,-28.424,99882.024,1980043.888,99851.6,113.3565,99885.6,99914.024,-30.424
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,112.816,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160414 10:14:10 EST,,0.0,99880.024,1960188.272,99778.672,113.08625,99814.672,99914.024,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,112.907,20000.0,20000.0,-33.548,SLD,CHF,JPY,20160414 10:27:46 EST,,-31.548,99846.476,1980059.904,99812.928,113.08625,99850.928,99882.476,-33.548
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,112.58,40000.0,-20000.0,-91.1,SLD,CHF,JPY,20160415 08:22:20 EST,,-89.1,99755.376,1980059.904,99750.032,112.58,99790.032,99793.376,-91.1
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,112.457,20000.0,0.0,19.648,BOT,CHF,JPY,20160417 14:19:16 EST,,21.648,99775.024,1999852.336,99775.024,112.58,99815.024,99815.024,19.648
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,112.269,20000.0,-20000.0,-2.0,SLD,CHF,JPY,20160417 14:19:47 EST,,0.0,99773.024,1980092.992,99737.936,112.269,99781.936,99815.024,-2.0
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,111.832,20000.0,-40000.0,-2.0,SLD,CHF,JPY,20160417 20:45:22 EST,,0.0,99771.024,1960410.56,99844.528,112.0505,99890.528,99815.024,-2.0
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,111.791,20000.0,-20000.0,43.672,BOT,CHF,JPY,20160417 21:02:21 EST,,45.672,99814.696,1980085.776,99858.368,112.0505,99906.368,99860.696,43.672
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,111.85,20000.0,-40000.0,-2.0,SLD,CHF,JPY,20160417 21:17:43 EST,,0.0,99812.696,1960400.176,99841.408,111.95025,99891.408,99860.696,-2.0
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,111.827,20000.0,-20000.0,19.692,BOT,CHF,JPY,20160417 21:40:52 EST,,21.692,99832.388,1980081.728,99852.08,111.95025,99904.08,99882.388,19.692
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,112.319,40000.0,20000.0,-66.9,BOT,CHF,JPY,20160418 06:43:46 EST,,-64.9,99765.488,1980081.728,99761.376,112.319,99815.376,99817.488,-66.9
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,112.886,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160418 10:42:09 EST,,0.0,99763.488,1960213.792,99857.76,112.6025,99913.76,99817.488,-2.0
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,112.891,20000.0,20000.0,48.776,SLD,CHF,JPY,20160418 11:25:09 EST,,50.776,99812.264,1980082.608,99859.808,112.6025,99917.808,99868.264,48.776
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,113.081,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160418 20:31:17 EST,,0.0,99810.264,1960180.352,99890.72,112.84175,99950.72,99868.264,-2.0
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,113.044,20000.0,20000.0,33.596,SLD,CHF,JPY,20160418 20:49:22 EST,,35.596,99843.86,1980076.096,99877.808,112.84175,99939.808,99903.86,33.596
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,114.147,20000.0,40000.0,-2.0,BOT,CHF,JPY,20160422 14:24:14 EST,,0.0,99841.86,1959986.224,100066.064,113.494375,100130.064,99903.86,-2.0
32,Paper,Paper,2.0,USD,IDEALPRO,32.0,,,1.0,114.136,20000.0,20000.0,110.926,SLD,CHF,JPY,20160422 14:41:35 EST,,112.926,99952.786,1980074.16,100063.712,113.494375,100129.712,100016.786,110.926
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,114.104,40000.0,-20000.0,105.294,SLD,CHF,JPY,20160423 21:10:13 EST,,107.294,100058.08,1980074.16,100013.664,114.104,100081.664,100124.08,105.294
34,Paper,Paper,2.0,USD,IDEALPRO,34.0,,,1.0,114.345,40000.0,20000.0,-44.416,BOT,CHF,JPY,20160423 23:45:34 EST,,-42.416,100013.664,1980074.16,99969.248,114.345,100039.248,100081.664,-44.416
