Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:55 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:55 EST,paperUSD,9998.0,-3143.088,0,-2.0,USD
20160318 07:17:02 EST,paperUSD,9960.36,30035.64,0,-39.64,USD
20160318 07:17:02 EST,paperUSD,9957.0421272,-135858.0,0,-42.9578728,USD
20160318 07:17:13 EST,paperUSD,9955.0421272,-169038.576,0,-44.9578728,USD
20160318 10:44:41 EST,paperUSD,10205.6467387,-36069.168,0,205.646738688,USD
20160318 10:44:53 EST,paperUSD,10203.6467387,-69313.368,0,203.646738688,USD
20160318 10:45:05 EST,paperUSD,10201.6467387,-102555.192,0,201.646738688,USD
20160318 10:45:16 EST,paperUSD,10199.6467387,-135797.544,0,199.646738688,USD
20160318 10:45:29 EST,paperUSD,10197.6467387,-169040.424,0,197.646738688,USD
20160318 11:50:37 EST,paperUSD,10169.5107387,-135823.68,0,169.510738688,USD
