Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160410 17:15:53 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160410 20:37:14 EST,paperUSD,99998.0,100000.0,1985590.352,215.712,-2.0,0.0,USD,100213.712,100217.712,217.712
20160410 20:37:45 EST,paperUSD,99996.0,100000.0,1963861.744,423.68,-4.0,0.0,USD,100419.68,100427.68,427.68
20160410 22:53:44 EST,paperUSD,99991.536,99997.536,1978268.928,207.968,-8.464,-2.464,USD,100199.504,100207.504,209.968
20160410 22:54:18 EST,paperUSD,99988.304,99996.304,1999998.768,0.0,-11.696,-3.696,USD,99988.304,99996.304,0.0
20160411 01:14:53 EST,paperUSD,99986.304,99996.304,1978268.928,205.68,-13.696,-3.696,USD,100191.984,100203.984,207.68
20160411 01:15:26 EST,paperUSD,99984.304,99996.304,1963861.744,425.792,-15.696,-3.696,USD,100410.096,100426.096,429.792
20160411 01:43:46 EST,paperUSD,99981.072,99995.072,1985590.352,220.112,-18.928,-4.928,USD,100201.184,100217.184,222.112
20160411 01:44:18 EST,paperUSD,99976.608,99992.608,2000000.0,0.0,-23.392,-7.392,USD,99976.608,99992.608,0.0
20160411 02:12:35 EST,paperUSD,99974.608,99992.608,1978271.392,207.968,-25.392,-7.392,USD,100182.576,100202.576,209.968
20160411 02:13:06 EST,paperUSD,99972.608,99992.608,1963861.744,423.68,-27.392,-7.392,USD,100396.288,100420.288,427.68
20160411 03:49:13 EST,paperUSD,99968.144,99990.144,1978268.928,207.968,-31.856,-9.856,USD,100176.112,100200.112,209.968
20160411 03:49:14 EST,paperUSD,99964.912,99988.912,1999998.768,0.0,-35.088,-11.088,USD,99964.912,99988.912,0.0
20160411 04:16:27 EST,paperUSD,99962.912,99988.912,1985591.584,220.112,-37.088,-11.088,USD,100183.024,100211.024,222.112
20160411 04:16:57 EST,paperUSD,99960.912,99988.912,1963861.744,425.792,-39.088,-11.088,USD,100386.704,100418.704,429.792
20160411 19:32:10 EST,paperUSD,99956.448,99986.448,1978271.392,205.68,-43.552,-13.552,USD,100162.128,100194.128,207.68
20160411 19:32:40 EST,paperUSD,99953.216,99985.216,2000000.0,0.0,-46.784,-14.784,USD,99953.216,99985.216,0.0
20160411 20:23:28 EST,paperUSD,99951.216,99985.216,1985592.816,220.112,-48.784,-14.784,USD,100171.328,100207.328,222.112
20160411 20:24:02 EST,paperUSD,99949.216,99985.216,1963862.976,425.792,-50.784,-14.784,USD,100375.008,100415.008,429.792
20160411 21:01:16 EST,paperUSD,99945.984,99983.984,1985591.584,220.112,-54.016,-16.016,USD,100166.096,100206.096,222.112
20160411 21:01:47 EST,paperUSD,99941.52,99981.52,2000001.232,0.0,-58.48,-18.48,USD,99941.52,99981.52,0.0
20160411 21:43:57 EST,paperUSD,99939.52,99981.52,1985594.048,220.112,-60.48,-18.48,USD,100159.632,100203.632,222.112
20160411 21:43:59 EST,paperUSD,99937.52,99981.52,1963864.208,425.792,-62.48,-18.48,USD,100363.312,100411.312,429.792
