Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160410 17:15:25 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160410 17:15:25 EST,paperUSD,99998.0,100000.0,1987053.792,-170.08,-2.0,0.0,USD,99827.92,99831.92,-168.08
20160410 19:13:23 EST,paperUSD,99956.4,99960.4,1974067.984,253.552,-43.6,-39.6,USD,100209.952,100215.952,255.552
20160410 19:39:37 EST,paperUSD,99952.816,99958.816,1987052.208,125.776,-47.184,-41.184,USD,100078.592,100086.592,127.776
20160410 20:56:23 EST,paperUSD,99949.232,99957.232,1974067.984,-262.128,-50.768,-42.768,USD,99687.104,99697.104,-260.128
20160410 21:21:09 EST,paperUSD,99945.648,99955.648,1987053.792,-132.064,-54.352,-44.352,USD,99813.584,99825.584,-130.064
20160410 21:49:24 EST,paperUSD,99943.648,99955.648,1974069.568,-262.128,-56.352,-44.352,USD,99681.52,99695.52,-260.128
20160410 22:17:06 EST,paperUSD,99940.064,99954.064,1987055.376,-132.064,-59.936,-45.936,USD,99808.0,99824.0,-130.064
20160410 23:13:00 EST,paperUSD,99936.48,99952.48,1974069.568,253.552,-63.52,-47.52,USD,100190.032,100208.032,255.552
20160410 23:53:23 EST,paperUSD,99931.312,99949.312,1987053.792,-132.064,-68.688,-50.688,USD,99799.248,99819.248,-130.064
20160411 00:07:01 EST,paperUSD,99927.728,99947.728,1987053.792,125.776,-72.272,-52.272,USD,100053.504,100075.504,127.776
20160411 01:37:24 EST,paperUSD,99925.728,99947.728,1974067.984,253.552,-74.272,-52.272,USD,100179.28,100203.28,255.552
20160411 02:25:45 EST,paperUSD,99922.144,99946.144,1987052.208,125.776,-77.856,-53.856,USD,100047.92,100073.92,127.776
20160411 08:48:43 EST,paperUSD,99920.144,99946.144,1974066.4,253.552,-79.856,-53.856,USD,100173.696,100201.696,255.552
20160411 09:16:25 EST,paperUSD,99916.56,99944.56,1987050.624,125.776,-83.44,-55.44,USD,100042.336,100072.336,127.776
20160411 10:06:48 EST,paperUSD,99914.56,99944.56,1974064.816,253.552,-85.44,-55.44,USD,100168.112,100200.112,255.552
20160411 10:40:34 EST,paperUSD,99910.976,99942.976,1987049.04,125.776,-89.024,-57.024,USD,100036.752,100070.752,127.776
20160411 20:24:43 EST,paperUSD,99908.976,99942.976,1974063.232,253.552,-91.024,-57.024,USD,100162.528,100198.528,255.552
20160411 21:15:36 EST,paperUSD,99905.392,99941.392,1987047.456,125.776,-94.608,-58.608,USD,100031.168,100069.168,127.776
20160411 22:08:29 EST,paperUSD,99903.392,99941.392,1974061.648,253.552,-96.608,-58.608,USD,100156.944,100196.944,255.552
20160411 22:34:17 EST,paperUSD,99899.808,99939.808,1987045.872,125.776,-100.192,-60.192,USD,100025.584,100067.584,127.776
20160411 23:38:40 EST,paperUSD,99897.808,99939.808,1974060.064,253.552,-102.192,-60.192,USD,100151.36,100195.36,255.552
20160411 23:49:46 EST,paperUSD,99894.224,99938.224,1987044.288,125.776,-105.776,-61.776,USD,100020.0,100066.0,127.776
20160412 00:01:55 EST,paperUSD,99892.224,99938.224,1974058.48,253.552,-107.776,-61.776,USD,100145.776,100193.776,255.552
20160412 00:14:29 EST,paperUSD,99888.64,99936.64,1987042.704,125.776,-111.36,-63.36,USD,100014.416,100064.416,127.776
20160412 01:02:48 EST,paperUSD,99886.64,99936.64,1974056.896,253.552,-113.36,-63.36,USD,100140.192,100192.192,255.552
20160412 01:14:21 EST,paperUSD,99883.056,99935.056,1987041.12,125.776,-116.944,-64.944,USD,100008.832,100062.832,127.776
20160412 03:23:13 EST,paperUSD,99881.056,99935.056,1974055.312,253.552,-118.944,-64.944,USD,100134.608,100190.608,255.552
20160412 03:35:50 EST,paperUSD,99877.472,99933.472,1987039.536,125.776,-122.528,-66.528,USD,100003.248,100061.248,127.776
20160412 08:05:12 EST,paperUSD,99875.472,99933.472,1974053.728,253.552,-124.528,-66.528,USD,100129.024,100189.024,255.552
20160412 09:35:50 EST,paperUSD,99871.888,99931.888,1987037.952,125.776,-128.112,-68.112,USD,99997.664,100059.664,127.776
20160412 11:06:30 EST,paperUSD,99869.888,99931.888,1974052.144,253.552,-130.112,-68.112,USD,100123.44,100187.44,255.552
20160412 12:11:25 EST,paperUSD,99866.304,99930.304,1987036.368,125.776,-133.696,-69.696,USD,99992.08,100058.08,127.776
20160412 12:41:35 EST,paperUSD,99864.304,99930.304,1974050.56,253.552,-135.696,-69.696,USD,100117.856,100185.856,255.552
20160412 13:12:48 EST,paperUSD,99860.72,99928.72,1987034.784,125.776,-139.28,-71.28,USD,99986.496,100056.496,127.776
