Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:55 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:55 EST,paperUSD,9998.0,831.2202,0,-2.0,USD
20160318 07:27:41 EST,paperUSD,9969.54204,29973.54204,0,-30.45796,USD
20160318 10:13:19 EST,paperUSD,9967.54204,937.27626,0,-32.45796,USD
20160318 10:13:31 EST,paperUSD,9965.54204,-28100.11062,0,-34.45796,USD
20160320 17:15:13 EST,paperUSD,10122.51402,1096.24824,0,122.51402,USD
20160320 18:16:05 EST,paperUSD,10120.51402,-86526.46134,0,120.51402,USD
20160320 18:16:18 EST,paperUSD,10118.51402,-115732.01322,0,118.51402,USD
20160320 21:34:08 EST,paperUSD,10276.27077,-57158.12574,0,276.27077,USD
20160320 21:34:20 EST,paperUSD,10274.27077,-86448.43278,0,274.27077,USD
20160320 21:34:33 EST,paperUSD,10272.27077,-115741.43046,0,272.27077,USD
