symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
AUDUSD,open,short,1.0,0.0,0.75396,0.0,-2.0,0.0,2.0,148.0,,,,,AUDUSD,,20160407 08:36:28 EST,20160407 08:36:28 EST,-1.0,USD,59.4,61.4,19085.0,377170.0,19671.0
