Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:55 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:55 EST,paperUSD,9998.0,-13317.0,0,-2.0,USD
20160318 07:13:56 EST,paperUSD,9971.4,30024.6,0,-28.6,USD
20160318 07:13:56 EST,paperUSD,9967.06584,-186683.4,0,-32.93416,USD
20160318 07:14:07 EST,paperUSD,9965.06584,-230032.5,0,-34.93416,USD
20160318 08:44:37 EST,paperUSD,10450.9886236,-56171.7,0,450.9886236,USD
20160318 08:44:48 EST,paperUSD,10448.9886236,-99639.0,0,448.9886236,USD
20160318 08:44:59 EST,paperUSD,10446.9886236,-143109.0,0,446.9886236,USD
20160318 08:45:10 EST,paperUSD,10444.9886236,-186579.3,0,444.9886236,USD
20160318 08:45:21 EST,paperUSD,10442.9886236,-230052.6,0,442.9886236,USD
20160318 15:26:12 EST,paperUSD,10400.4886236,-186619.8,0,400.4886236,USD
20160320 17:15:13 EST,paperUSD,10396.1509536,-403503.3,0,396.1509536,USD
20160320 17:33:04 EST,paperUSD,10394.1509536,-446870.7,0,394.1509536,USD
