trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
3.0,114.8,20160310 16:05:00 EST,20160310 16:05:00 EST,20160310 16:05:00 EST,113.132,,USDJPY,short,,20160310 11:23:00 EST,closed,20160310 11:23:00 EST,113.267,,,100000.0,100000.0,,USDJPY,,118.8,100000.0,20106.3501216,4.0,27803.56,20118.8
4.0,-2.0,,,,0.0,,USDJPY,long,,20160310 16:05:00 EST,open,20160310 16:05:00 EST,113.132,,,0.0,100000.0,,USDJPY,,0.0,100000.0,20104.3501216,2.0,-71752.6,20118.8
2.0,-285.64,20160310 16:05:00 EST,20160310 16:05:00 EST,20160310 16:05:00 EST,84.833,,CADJPY,long,,20160310 11:23:00 EST,closed,20160310 10:42:00 EST,84.99075,,,200000.0,200000.0,,CADJPY,,-277.64,-100000.0,19822.7101216,8.0,77553.48,19841.16
5.0,0.399999999996,20160310 18:10:00 EST,20160310 18:10:00 EST,20160310 18:10:00 EST,84.864,,CADJPY,long,,20160310 18:00:00 EST,closed,20160310 18:00:00 EST,84.859,,,100000.0,100000.0,,CADJPY,,4.4,-100000.0,19619.8999344,4.0,311850.84,19655.48
1.0,-74.0731024,20160310 18:03:00 EST,20160310 18:03:00 EST,20160310 18:03:00 EST,126.42275,,EURJPY,short,,20160310 17:51:00 EST,closed,20160310 10:42:00 EST,126.449,,,200000.0,200000.0,,EURJPY,,-60.72,100000.0,19663.4353472,13.3531024,423080.2,19701.24
6.0,-4.0,20160310 18:50:00 EST,20160310 18:50:00 EST,20160310 18:50:00 EST,113.193,,USDJPY,long,,20160310 17:51:00 EST,closed,20160310 17:51:00 EST,113.193,,,100000.0,100000.0,,USDJPY,,0.0,-100000.0,19661.4353472,4.0,522690.04,19701.24
7.0,158.36,20160310 19:05:00 EST,20160310 19:05:00 EST,20160310 19:05:00 EST,84.9175,,CADJPY,long,,20160310 18:50:00 EST,closed,20160310 18:50:00 EST,84.733,,,100000.0,100000.0,,CADJPY,,162.36,-100000.0,19819.7953472,4.0,522852.4,19863.6
8.0,-4.0,20160310 19:13:00 EST,20160310 19:13:00 EST,20160310 19:13:00 EST,113.193,,USDJPY,short,,20160310 19:11:00 EST,closed,20160310 19:11:00 EST,113.193,,,100000.0,100000.0,,USDJPY,,0.0,100000.0,19813.7953472,4.0,448123.68,19863.6
9.0,358.56,20160310 19:13:00 EST,20160310 19:13:00 EST,20160310 19:13:00 EST,85.331,,CADJPY,long,,20160310 19:11:00 EST,closed,20160310 19:11:00 EST,84.919,,,100000.0,100000.0,,CADJPY,,362.56,-100000.0,20174.3553472,4.0,523214.96,20226.16
10.0,-4.0,20160310 19:23:00 EST,20160310 19:23:00 EST,20160310 19:23:00 EST,113.193,,USDJPY,short,,20160310 19:21:00 EST,closed,20160310 19:21:00 EST,113.193,,,100000.0,100000.0,,USDJPY,,0.0,100000.0,20168.3553472,4.0,447986.84,20226.16
11.0,66.4,20160310 19:23:00 EST,20160310 19:23:00 EST,20160310 19:23:00 EST,85.5665,,CADJPY,long,,20160310 19:21:00 EST,closed,20160310 19:21:00 EST,85.4865,,,100000.0,100000.0,,CADJPY,,70.4,-100000.0,20236.7553472,4.0,523285.36,20296.56
12.0,-76.6243632,20160311 12:37:00 EST,20160311 12:37:00 EST,20160311 12:37:00 EST,126.8695,,EURJPY,short,,20160311 11:54:00 EST,closed,20160311 11:54:00 EST,126.7875,,,100000.0,100000.0,,EURJPY,,-72.16,100000.0,20158.130984,4.4643632,423747.68,20224.4
13.0,-4.0,20160311 12:37:00 EST,20160311 12:37:00 EST,20160311 12:37:00 EST,113.193,,USDJPY,long,,20160311 11:54:00 EST,closed,20160311 11:54:00 EST,113.193,,,100000.0,100000.0,,USDJPY,,0.0,-100000.0,20156.130984,4.0,523357.52,20224.4
14.0,-26.4666864,20160311 12:45:00 EST,20160311 12:45:00 EST,20160311 12:45:00 EST,126.907,,EURJPY,short,,20160311 12:43:00 EST,closed,20160311 12:43:00 EST,126.882,,,100000.0,100000.0,,EURJPY,,-22.0,100000.0,20127.6642976,4.4666864,423769.68,20202.4
15.0,-4.0,20160311 12:45:00 EST,20160311 12:45:00 EST,20160311 12:45:00 EST,113.193,,USDJPY,long,,20160311 12:43:00 EST,closed,20160311 12:43:00 EST,113.193,,,100000.0,100000.0,,USDJPY,,0.0,-100000.0,20125.6642976,4.0,523379.52,20202.4
16.0,-2.77886400001,20160313 20:04:00 EST,20160313 20:04:00 EST,20160313 20:04:00 EST,126.97075,,EURJPY,short,,20160313 19:05:00 EST,closed,20160311 12:51:00 EST,126.97425,,,200000.0,200000.0,,EURJPY,,6.15999999999,100000.0,20118.8854336,8.938864,348072.52,20208.56
17.0,-4.0,20160311 13:45:00 EST,20160311 13:45:00 EST,20160311 13:45:00 EST,113.193,,USDJPY,long,,20160311 12:51:00 EST,closed,20160311 12:51:00 EST,113.193,,,100000.0,100000.0,,USDJPY,,0.0,-100000.0,20116.8854336,4.0,447682.36,20208.56
18.0,-44.04,20160313 20:04:00 EST,20160313 20:04:00 EST,20160313 20:04:00 EST,85.967,,CADJPY,long,,20160313 19:05:00 EST,closed,20160313 19:05:00 EST,86.0125,,,100000.0,100000.0,,CADJPY,,-40.04,-100000.0,20074.8454336,4.0,523333.32,20168.52
20.0,-2.0,,,,0.0,,USDJPY,long,,20160311 13:49:00 EST,open,20160311 13:49:00 EST,113.193,,,0.0,100000.0,,USDJPY,,0.0,100000.0,20068.3773656,2.0,200320.08,20168.52
19.0,13.064304,20160311 13:54:00 EST,20160311 13:54:00 EST,20160311 13:54:00 EST,126.92125,,EURJPY,short,,20160313 20:08:00 EST,closed,20160311 13:49:00 EST,126.93375,,,200000.0,200000.0,,EURJPY,,22.0,100000.0,20085.9097376,8.935696,423701.48,20190.52
22.0,-2.0,,,,0.0,,CADJPY,long,,20160313 20:12:00 EST,open,20160313 20:12:00 EST,86.088,,,0.0,100000.0,,CADJPY,,0.0,100000.0,20077.2099016,2.0,12952.24,20190.52
21.0,50.40160312,20160311 14:35:00 EST,20160311 14:35:00 EST,20160311 14:35:00 EST,126.866666667,,EURJPY,short,,20160311 13:56:00 EST,closed,20160313 20:12:00 EST,126.890833333,,,300000.0,300000.0,,EURJPY,,63.79999912,100000.0,20134.3113407,13.398396,347880.24,20254.3199991
