symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
EURUSD,EUR,,-20000.0,-20000.0,1.13806,1.13806,-22761.2,2.0,323.6,-2.0,0.0,Paper,USD,325.6
EURJPY,EUR,,20000.0,20000.0,123.909,123.909,-22303.62,2.0,-89.3,-2.0,0.0,Paper,JPY,-87.3
USDCHF,USD,,20000.0,20000.0,0.97431,0.97431,-19990.89258,2.0,274.17228,-2.0,0.0,Paper,CHF,276.17228
USDJPY,USD,,20000.0,20000.0,108.88,108.88,-19598.4,2.0,208.06,-2.0,0.0,Paper,JPY,210.06
AUDUSD,AUD,,-20000.0,-20000.0,0.73514,0.73514,-14702.8,2.0,290.2,-2.0,0.0,Paper,USD,292.2
USDCAD,USD,,20000.0,20000.0,1.29356,1.29356,-20394.26696,2.0,205.48056,-2.0,0.0,Paper,CAD,207.48056
CADJPY,CAD,,-20000.0,-20000.0,84.153,84.153,-15147.54,2.0,-14.42,-2.0,0.0,Paper,JPY,-12.42
EURCHF,EUR,,20000.0,20000.0,1.10898,1.10898,-22754.05164,2.0,-22.31282,-2.0,0.0,Paper,CHF,-20.31282
AUDJPY,AUD,,-20000.0,-20000.0,79.979,79.979,-14396.22,2.0,118.6,-2.0,0.0,Paper,JPY,120.6
NZDUSD,NZD,,-20000.0,-20000.0,0.67941,0.67941,-13588.2,2.0,121.4,-2.0,0.0,Paper,USD,123.4
GBPJPY,GBP,,20000.0,20000.0,157.287,157.287,28294.92,2.0,544.66,-20.74,-16.74,Paper,JPY,546.66
GBPUSD,GBP,,20000.0,20000.0,1.45807,1.45807,0.0,2.0,-20.4,-276.8,-272.8,Paper,USD,-18.4
NZDJPY,NZD,,20000.0,20000.0,74.187,74.187,0.0,2.0,-28.1,-39.46,-35.46,Paper,JPY,-26.1
CHFJPY,CHF,,-20000.0,-20000.0,111.362,111.362,0.0,2.0,-9.74,-77.98,-73.98,Paper,JPY,-7.74
EURGBP,EUR,,-20000.0,-20000.0,0.76963,0.76963,0.0,2.0,-7.2038,-534.4985,-530.4985,Paper,GBP,-5.2038
