permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
86,Paper,Paper,15.211856,USD,IDEALPRO,86.0,,,1.0,86.431,2000000.0,-1000000.0,-3271.211856,SLD,CAD,JPY,20160331 01:20:37 EST,,-3256.0,-1419.61452548,-14571537.883,86.431,399.647,-3271.211856,,
87,Paper,Paper,22.2695382,USD,IDEALPRO,87.0,,,1.0,0.78942,2000000.0,-1000000.0,485.5104618,SLD,EUR,GBP,20160331 01:49:11 EST,,507.78,-934.10406368,-14571537.883,0.78942,907.427,485.5104618,,
88,Paper,Paper,19.762688,USD,IDEALPRO,88.0,,,1.0,112.288,2000000.0,1000000.0,1185.837312,BOT,USD,JPY,20160331 02:09:40 EST,,1205.6,251.73324832,-14571537.883,112.288,2113.027,1185.837312,,
89,Paper,Paper,22.6272,USD,IDEALPRO,89.0,,,1.0,1.13136,2000000.0,-1000000.0,-292.6272,SLD,EUR,USD,20160331 02:22:26 EST,,-270.0,-40.89395168,-14571537.883,1.13136,1843.027,-292.6272,,
90,Paper,Paper,15.129312,USD,IDEALPRO,90.0,,,1.0,85.962,2000000.0,1000000.0,-164.729312,BOT,AUD,JPY,20160331 02:58:32 EST,,-149.6,-205.62326368,-14571537.883,85.962,1693.427,-164.729312,,
91,Paper,Paper,22.2833611,USD,IDEALPRO,91.0,,,1.0,0.78991,2000000.0,1000000.0,-713.4283611,BOT,EUR,GBP,20160331 03:04:38 EST,,-691.145,-919.05162478,-14571537.883,0.78991,1002.282,-713.4283611,,
92,Paper,Paper,22.2760265,USD,IDEALPRO,92.0,,,1.0,0.78965,2000000.0,-1000000.0,-389.0060265,SLD,EUR,GBP,20160331 03:12:47 EST,,-366.73,-1308.05765128,-14571537.883,0.78965,635.552,-389.0060265,,
93,Paper,Paper,19.783104,USD,IDEALPRO,93.0,,,1.0,112.404,2000000.0,-1000000.0,1001.016896,SLD,USD,JPY,20160331 03:18:52 EST,,1020.8,-307.04075528,-14571537.883,112.404,1656.352,1001.016896,,
94,Paper,Paper,22.420992,USD,IDEALPRO,94.0,,,1.0,127.392,2000000.0,-1000000.0,-488.820992,SLD,EUR,JPY,20160331 03:34:47 EST,,-466.4,-795.86174728,-14571537.883,127.392,1189.952,-488.820992,,
95,Paper,Paper,19.780816,USD,IDEALPRO,95.0,,,1.0,112.391,2000000.0,1000000.0,94.6191839999,BOT,USD,JPY,20160331 03:35:18 EST,,114.4,-701.24256328,-14571537.883,112.391,1304.352,94.6191839999,,
96,Paper,Paper,22.14248232,USD,IDEALPRO,96.0,,,1.0,1.09378,2000000.0,-1000000.0,797.73951768,SLD,EUR,CHF,20160331 03:56:34 EST,,819.882,96.4969544,-14571537.883,1.09378,2124.234,797.73951768,,
97,Paper,Paper,22.14632868,USD,IDEALPRO,97.0,,,1.0,1.09397,2000000.0,1000000.0,-214.46432868,BOT,EUR,CHF,20160331 04:02:49 EST,,-192.318,-117.96737428,-14571537.883,1.09397,1931.916,-214.46432868,,
98,Paper,Paper,20.5216,USD,IDEALPRO,98.0,,,1.0,116.6,2000000.0,-1000000.0,-1586.9216,SLD,CHF,JPY,20160331 04:06:55 EST,,-1566.4,-1704.88897428,-14571537.883,116.6,365.516,-1586.9216,,
99,Paper,Paper,20.525296,USD,IDEALPRO,99.0,,,1.0,116.621,2000000.0,1000000.0,-205.325296,BOT,CHF,JPY,20160331 04:10:59 EST,,-184.8,-1910.21427028,-14571537.883,116.621,180.716,-205.325296,,
100,Paper,Paper,19.52371848,USD,IDEALPRO,100.0,,,1.0,0.96442,2000000.0,-1000000.0,-313.06171848,SLD,USD,CHF,20160331 04:11:31 EST,,-293.538,-2223.27598876,-14571537.883,0.96442,-112.822,-313.06171848,,
101,Paper,Paper,22.13013348,USD,IDEALPRO,101.0,,,1.0,1.09317,2000000.0,-1000000.0,-831.89013348,SLD,EUR,CHF,20160331 04:19:07 EST,,-809.76,-3055.16612224,-14571537.883,1.09317,-922.582,-831.89013348,,
102,Paper,Paper,19.39039612,USD,IDEALPRO,102.0,,,1.0,1.29719,2000000.0,1000000.0,2260.17960388,BOT,USD,CAD,20160331 04:26:44 EST,,2279.57,-794.98651836,-14571537.883,1.29719,1356.988,2260.17960388,,
103,Paper,Paper,22.6944,USD,IDEALPRO,103.0,,,1.0,1.13472,2000000.0,1000000.0,-3382.6944,BOT,EUR,USD,20160331 04:29:20 EST,,-3360.0,-4177.68091836,-14571537.883,1.13472,-2003.012,-3382.6944,,
104,Paper,Paper,19.79208,USD,IDEALPRO,104.0,,,1.0,112.455,2000000.0,-1000000.0,543.40792,SLD,USD,JPY,20160331 04:30:51 EST,,563.2,-3634.27299836,-14571537.883,112.455,-1439.812,543.40792,,
105,Paper,Paper,13.684176,USD,IDEALPRO,105.0,,,1.0,77.751,2000000.0,-1000000.0,-2636.084176,SLD,NZD,JPY,20160331 04:39:30 EST,,-2622.4,-6270.35717436,-14571537.883,77.751,-4062.212,-2636.084176,,
106,Paper,Paper,19.3711132,USD,IDEALPRO,106.0,,,1.0,1.2959,2000000.0,-1000000.0,-983.5171132,SLD,USD,CAD,20160331 04:53:45 EST,,-964.146,-7253.87428756,-14571537.883,1.2959,-5026.358,-983.5171132,,
107,Paper,Paper,22.260511,USD,IDEALPRO,107.0,,,1.0,0.7891,2000000.0,1000000.0,753.514489,BOT,EUR,GBP,20160331 04:55:48 EST,,775.775,-6500.35979856,-14571537.883,0.7891,-4250.583,753.514489,,
108,Paper,Paper,22.13944572,USD,IDEALPRO,108.0,,,1.0,1.09363,2000000.0,1000000.0,-487.75144572,BOT,EUR,CHF,20160331 04:55:50 EST,,-465.612,-6988.11124428,-14571537.883,1.09363,-4716.195,-487.75144572,,
109,Paper,Paper,19.37739136,USD,IDEALPRO,109.0,,,1.0,1.29632,2000000.0,1000000.0,-333.28539136,BOT,USD,CAD,20160331 05:12:08 EST,,-313.908,-7321.39663564,-14571537.883,1.29632,-5030.103,-333.28539136,,
110,Paper,Paper,19.37514916,USD,IDEALPRO,110.0,,,1.0,1.29617,2000000.0,-1000000.0,-131.48514916,SLD,USD,CAD,20160331 05:14:11 EST,,-112.11,-7452.8817848,-14571537.883,1.29617,-5142.213,-131.48514916,,
111,Paper,Paper,22.46904,USD,IDEALPRO,111.0,,,1.0,127.665,2000000.0,1000000.0,-2424.86904,BOT,EUR,JPY,20160331 05:23:23 EST,,-2402.4,-9877.7508248,-14571537.883,127.665,-7544.613,-2424.86904,,
112,Paper,Paper,20.525824,USD,IDEALPRO,112.0,,,1.0,116.624,2000000.0,-1000000.0,5.87417599988,SLD,CHF,JPY,20160331 05:24:26 EST,,26.3999999999,-9871.8766488,-14571537.883,116.624,-7518.213,5.87417599988,,
