symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,balance,margin_available,purebalance
GBPUSD,open,short,1.0,0.0,1.40924,0.0,-2.0,0.0,2.0,21.0,,,,,GBPUSD,,20160323 23:06:46 EST,20160323 23:06:46 EST,-1.0,19964.7,371731.5,20048.7
