symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
EURJPY,EUR,,100000.0,100000.0,123.22,123.22,-108433.6,2.168672,-2.168672,-2.168672,0.0,Paper,JPY,0.0
GBPJPY,GBP,,-100000.0,-100000.0,152.7225,152.7225,-134395.8,2.687916,-2.687916,-2.687916,0.0,Paper,JPY,0.0
