permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,85.987,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160401 08:31:00 EST,,0.0,19998.0,324331.44,85.987,20000.0,-2.0
2,Paper,Paper,11.2752992,USD,IDEALPRO,2.0,,,1.0,160.1605,400000.0,400000.0,-11.2752992,BOT,GBP,JPY,20160401 08:31:00 EST,,0.0,19986.7247008,-239433.52,160.1605,20000.0,-11.2752992
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,85.456,300000.0,200000.0,465.28,BOT,CAD,JPY,20160401 08:32:00 EST,,467.28,20452.0047008,-314634.8,85.456,20467.28,465.28
4,Paper,Paper,2.7992008,USD,IDEALPRO,4.0,,,1.0,159.0455,100000.0,300000.0,-983.9992008,SLD,GBP,JPY,20160401 08:32:00 EST,,-981.2,19468.0055,-174674.76,160.1605,19486.08,-983.9992008
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,85.794,100000.0,100000.0,295.44,SLD,CAD,JPY,20160401 09:40:00 EST,,297.44,19763.4455,-99176.04,85.456,19783.52,295.44
6,Paper,Paper,2.7995704,USD,IDEALPRO,6.0,,,1.0,159.0665,100000.0,400000.0,-2.7995704,BOT,GBP,JPY,20160401 09:40:00 EST,,0.0,19760.6459296,-239154.56,159.887,19783.52,-2.7995704
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,85.645,100000.0,0.0,164.32,SLD,CAD,JPY,20160403 17:26:00 EST,,166.32,19924.9659296,-163786.96,85.456,19949.84,164.32
8,Paper,Paper,11.1777248,USD,IDEALPRO,8.0,,,1.0,158.7745,400000.0,0.0,-3927.1777248,SLD,GBP,JPY,20160403 17:26:00 EST,,-3916.0,15997.7882048,395099.28,159.887,16033.84,-3927.1777248
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,85.7455,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160403 17:27:00 EST,,0.0,15995.7882048,319643.24,85.7455,16033.84,-2.0
10,Paper,Paper,2.7972208,USD,IDEALPRO,10.0,,,1.0,158.933,100000.0,100000.0,-2.7972208,BOT,GBP,JPY,20160403 17:27:00 EST,,0.0,15992.990984,179782.2,158.933,16033.84,-2.7972208
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,85.656,100000.0,0.0,76.76,BOT,CAD,JPY,20160403 18:04:00 EST,,78.76,16069.750984,255159.48,85.7455,16112.6,76.76
12,Paper,Paper,2.794616,USD,IDEALPRO,12.0,,,1.0,158.785,100000.0,0.0,-133.034616,SLD,GBP,JPY,20160403 18:04:00 EST,,-130.24,15936.716368,394890.28,158.933,15982.36,-133.034616
