symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
USDJPY,open,long,2.0,0.0,110.188,0.0,-2.0,0.0,2.0,53.0,,,,,USDJPY,,20160521 04:42:32 EST,20160521 04:42:32 EST,2.0,JPY,-4.52,-2.52,99784.62,1999654.94,99992.62
