Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:04 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:04 EST,paperUSD,19998.0,20000.0,390124.16704,0,-2.0,0.0,USD
20160323 07:13:37 EST,paperUSD,19972.41574,19976.41574,399976.41574,0,-27.58426,-23.58426,USD
20160323 07:13:37 EST,paperUSD,19970.41574,19976.41574,390124.16704,0,-29.58426,-23.58426,USD
20160323 07:39:08 EST,paperUSD,19966.29012,19974.29012,399978.54136,0,-33.70988,-25.70988,USD
20160323 07:39:08 EST,paperUSD,19964.29012,19974.29012,390124.16704,0,-35.70988,-25.70988,USD
20160323 07:49:05 EST,paperUSD,19959.55718,19971.55718,399975.80842,0,-40.44282,-28.44282,USD
20160323 07:49:05 EST,paperUSD,19957.55718,19971.55718,390124.16704,0,-42.44282,-28.44282,USD
20160323 08:17:03 EST,paperUSD,19945.73884,19961.73884,399985.62676,0,-54.26116,-38.26116,USD
20160323 08:17:03 EST,paperUSD,19943.73884,19961.73884,390124.16704,0,-56.26116,-38.26116,USD
20160323 08:30:16 EST,paperUSD,19943.86446,19963.86446,399987.75238,0,-56.13554,-36.13554,USD
20160323 08:30:16 EST,paperUSD,19941.86446,19963.86446,390124.16704,0,-58.13554,-36.13554,USD
20160323 08:43:50 EST,paperUSD,19938.5486,19962.5486,399989.06824,0,-61.4514,-37.4514,USD
20160323 08:43:50 EST,paperUSD,19936.5486,19962.5486,390124.16704,0,-63.4514,-37.4514,USD
20160323 09:21:39 EST,paperUSD,19938.79984,19966.79984,399993.31948,0,-61.20016,-33.20016,USD
20160323 09:21:39 EST,paperUSD,19936.79984,19966.79984,390124.16704,0,-63.20016,-33.20016,USD
20160323 09:44:29 EST,paperUSD,19941.58158,19973.58158,399986.53774,0,-58.41842,-26.41842,USD
20160323 09:44:29 EST,paperUSD,19939.58158,19973.58158,390124.16704,0,-60.41842,-26.41842,USD
20160323 10:34:03 EST,paperUSD,19927.76324,19963.76324,399976.7194,0,-72.23676,-36.23676,USD
20160323 10:34:03 EST,paperUSD,19925.76324,19963.76324,390124.16704,0,-74.23676,-36.23676,USD
20160323 11:21:50 EST,paperUSD,19920.72664,19960.72664,399979.756,0,-79.27336,-39.27336,USD
20160323 11:21:50 EST,paperUSD,19918.72664,19960.72664,390124.16704,0,-81.27336,-39.27336,USD
20160323 12:40:03 EST,paperUSD,19933.52916,19977.52916,399996.55852,0,-66.47084,-22.47084,USD
20160323 12:40:03 EST,paperUSD,19931.52916,19977.52916,390124.16704,0,-68.47084,-22.47084,USD
20160323 13:05:03 EST,paperUSD,19925.48036,19973.48036,400000.60732,0,-74.51964,-26.51964,USD
20160323 13:05:03 EST,paperUSD,19923.48036,19973.48036,390124.16704,0,-76.51964,-26.51964,USD
20160323 13:30:24 EST,paperUSD,19917.53278,19969.53278,399996.65974,0,-82.46722,-30.46722,USD
20160323 13:30:24 EST,paperUSD,19915.53278,19969.53278,390124.16704,0,-84.46722,-30.46722,USD
20160323 15:00:19 EST,paperUSD,19912.21692,19968.21692,399997.9756,0,-87.78308,-31.78308,USD
20160323 15:00:19 EST,paperUSD,19910.21692,19968.21692,390124.16704,0,-89.78308,-31.78308,USD
20160323 15:28:27 EST,paperUSD,19900.5242,19960.5242,399990.28288,0,-99.4758,-39.4758,USD
20160323 15:28:27 EST,paperUSD,19898.5242,19960.5242,390124.16704,0,-101.4758,-39.4758,USD
20160323 17:15:12 EST,paperUSD,19887.71806,19951.71806,399999.08902,0,-112.28194,-48.28194,USD
20160323 17:15:12 EST,paperUSD,19885.71806,19951.71806,390124.16704,0,-114.28194,-48.28194,USD
20160323 17:35:39 EST,paperUSD,19881.79488,19949.79488,399997.16584,0,-118.20512,-50.20512,USD
20160323 17:35:39 EST,paperUSD,19879.79488,19949.79488,390124.16704,0,-120.20512,-50.20512,USD
20160323 18:02:19 EST,paperUSD,19879.00952,19951.00952,399995.9512,0,-120.99048,-48.99048,USD
20160323 18:02:19 EST,paperUSD,19877.00952,19951.00952,390124.16704,0,-122.99048,-48.99048,USD
20160323 18:26:26 EST,paperUSD,19873.59244,19949.59244,399994.53412,0,-126.40756,-50.40756,USD
20160323 18:26:26 EST,paperUSD,19871.59244,19949.59244,390124.16704,0,-128.40756,-50.40756,USD
20160323 19:26:26 EST,paperUSD,19864.93632,19944.93632,399999.19024,0,-135.06368,-55.06368,USD
20160323 19:26:26 EST,paperUSD,19862.93632,19944.93632,390124.16704,0,-137.06368,-55.06368,USD
20160323 19:56:30 EST,paperUSD,19858.50704,19942.50704,399996.76096,0,-141.49296,-57.49296,USD
20160323 19:56:30 EST,paperUSD,19856.50704,19942.50704,390124.16704,0,-143.49296,-57.49296,USD
20160323 22:33:57 EST,paperUSD,19849.44604,19937.44604,400001.82196,0,-150.55396,-62.55396,USD
20160323 22:33:57 EST,paperUSD,19847.44604,19937.44604,390124.16704,0,-152.55396,-62.55396,USD
20160323 23:11:04 EST,paperUSD,19845.04116,19937.04116,400001.41708,0,-154.95884,-62.95884,USD
20160323 23:11:04 EST,paperUSD,19843.04116,19937.04116,390124.16704,0,-156.95884,-62.95884,USD
20160324 00:14:32 EST,paperUSD,19843.7741,19939.7741,399998.68414,0,-156.2259,-60.2259,USD
20160324 00:14:32 EST,paperUSD,19841.7741,19939.7741,390124.16704,0,-158.2259,-60.2259,USD
20160324 02:41:50 EST,paperUSD,19844.43022,19944.43022,400003.34026,0,-155.56978,-55.56978,USD
20160324 02:41:50 EST,paperUSD,19842.43022,19944.43022,390124.16704,0,-157.56978,-55.56978,USD
20160324 03:06:39 EST,paperUSD,19828.89114,19932.89114,400014.87934,0,-171.10886,-67.10886,USD
20160324 03:06:39 EST,paperUSD,19826.89114,19932.89114,390124.16704,0,-173.10886,-67.10886,USD
20160324 03:59:10 EST,paperUSD,19820.33624,19928.33624,400010.32444,0,-179.66376,-71.66376,USD
20160324 03:59:10 EST,paperUSD,19818.33624,19928.33624,390124.16704,0,-181.66376,-71.66376,USD
20160324 05:44:09 EST,paperUSD,19827.06556,19939.06556,399999.59512,0,-172.93444,-60.93444,USD
20160324 05:44:09 EST,paperUSD,19825.06556,19939.06556,390124.16704,0,-174.93444,-60.93444,USD
20160324 06:11:05 EST,paperUSD,19817.1948,19933.1948,399993.72436,0,-182.8052,-66.8052,USD
20160324 06:11:05 EST,paperUSD,19815.1948,19933.1948,390124.16704,0,-184.8052,-66.8052,USD
