symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
@ESM6,open,short,1.0,0.0,2065.300049,0.0,-2.065300049,0.0,2.065300049,75.0,,,,,@ESM6,,20160505 02:27:44 EST,20160505 02:27:44 EST,-1.0,USD,,,96111.553085,1945096.53418,96417.618385
GBPCHF,open,long,2.0,0.0,1.40203,,-26.10764,-20.10764,6.0,75.0,,,,,GBPCHF,,20160513 06:03:08 EST,20160513 00:30:08 EST,1.0,CHF,,,96111.618385,2033986.83101,96417.618385
AUDCAD,open,long,2.0,0.0,0.93786,,-42.57712,-36.57712,6.0,75.0,,,,,AUDCAD,,20160513 06:05:53 EST,20160513 00:52:16 EST,1.0,CAD,,,96111.618385,2040970.90881,96417.618385
AUDCHF,open,short,2.0,0.0,0.708275,,-36.777,-30.777,6.0,75.0,,,,,AUDCHF,,20160513 06:13:25 EST,20160513 02:50:53 EST,-1.0,CHF,,,96111.618385,2041102.06305,96417.618385
AUDNZD,open,short,2.0,0.0,1.07153,,-1.8774,4.1226,6.0,75.0,,,,,AUDNZD,,20160513 06:17:55 EST,20160513 03:06:50 EST,-1.0,NZD,,,96111.618385,2041000.84046,96417.618385
GBPAUD,open,short,2.0,0.0,1.97815,,16.8364,22.8364,6.0,75.0,,,,,GBPAUD,,20160513 06:59:26 EST,20160513 03:22:53 EST,-1.0,AUD,,,96111.618385,2033098.72068,96417.618385
GBPCAD,open,long,2.0,0.0,1.85563,0.0,-2.0,0.0,2.0,75.0,,,,,GBPCAD,,20160513 07:02:18 EST,20160513 07:02:18 EST,2.0,CAD,,,96111.618385,2019105.67405,96417.618385
GBPNZD,open,short,2.0,0.0,2.11848,0.0,-2.0,0.0,2.0,75.0,,,,,GBPNZD,,20160513 07:22:21 EST,20160513 07:22:21 EST,-2.0,NZD,,,96111.618385,2019249.38447,96417.618385
CADCHF,open,long,2.0,0.0,0.75504,0.0,-2.0,0.0,2.0,75.0,,,,,CADCHF,,20160513 07:29:52 EST,20160513 07:29:52 EST,2.0,CHF,,,96111.618385,2032869.62591,96417.618385
NZDCHF,open,long,2.0,0.0,0.66038,0.0,-2.0,0.0,2.0,75.0,,,,,NZDCHF,,20160513 07:38:53 EST,20160513 07:38:53 EST,2.0,CHF,,,96111.618385,2034811.85979,96417.618385
NZDCAD,open,short,2.0,0.0,0.8746,0.0,-2.0,0.0,2.0,75.0,,,,,NZDCAD,,20160513 07:53:29 EST,20160513 07:53:29 EST,-2.0,CAD,,,96111.618385,2034572.59303,96417.618385
EURNZD,open,short,2.0,0.0,1.66924,0.0,-2.0,0.0,2.0,75.0,,,,,EURNZD,,20160513 08:10:10 EST,20160513 08:10:10 EST,-2.0,NZD,,,96111.618385,2025422.84055,96417.618385
EURAUD,open,short,2.0,0.0,1.55807,0.0,-2.0,0.0,2.0,75.0,,,,,EURAUD,,20160513 08:15:51 EST,20160513 08:15:51 EST,-2.0,AUD,,,96111.618385,2024320.51653,96417.618385
EURCAD,open,long,2.0,0.0,1.46271,0.0,-2.0,0.0,2.0,75.0,,,,,EURCAD,,20160513 08:23:46 EST,20160513 08:23:46 EST,2.0,CAD,,,96111.618385,2025300.45077,96417.618385
