permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,3.940904,USD,IDEALPRO,1.0,,,1.0,111.9575,200000.0,-200000.0,-3.940904,SLD,USD,JPY,20160401 09:13:00 EST,,0.0,19996.059096,202954.8,111.9575,20000.0,-3.940904
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,85.5045,100000.0,100000.0,-2.0,BOT,CAD,JPY,20160401 09:13:00 EST,,0.0,19994.059096,127710.84,85.5045,20000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,112.177,100000.0,-100000.0,-195.16,BOT,USD,JPY,20160401 11:28:00 EST,,-193.16,19798.899096,226426.6,111.9575,19806.84,-195.16
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,85.8015,100000.0,0.0,259.36,SLD,CAD,JPY,20160401 11:28:00 EST,,261.36,20058.259096,301931.92,85.5045,20068.2,259.36
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,112.28,100000.0,-200000.0,-2.0,SLD,USD,JPY,20160401 11:29:00 EST,,0.0,20056.259096,203125.52,112.11875,20068.2,-2.0
6,Paper,Paper,3.9367328,USD,IDEALPRO,6.0,,,1.0,111.839,200000.0,0.0,488.4232672,BOT,USD,JPY,20160401 11:31:00 EST,,492.36,20544.6823632,399962.16,112.11875,20560.56,488.4232672
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,85.85,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160401 11:31:00 EST,,0.0,20542.6823632,324414.16,85.85,20560.56,-2.0
8,Paper,Paper,3.9295696,USD,IDEALPRO,8.0,,,1.0,111.6355,200000.0,-200000.0,-3.9295696,SLD,USD,JPY,20160404 03:06:00 EST,,0.0,20538.7527936,127935.68,111.6355,20560.56,-3.9295696
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,85.4665,200000.0,100000.0,335.48,BOT,CAD,JPY,20160404 03:06:00 EST,,337.48,20874.2327936,127935.68,85.4665,20898.04,335.48
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,111.6095,100000.0,-100000.0,20.88,BOT,USD,JPY,20160404 05:32:00 EST,,22.88,20895.1127936,226152.04,111.6355,20920.92,20.88
