Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:11 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:11 EST,paperUSD,19998.0,20000.0,388949.50894,0,-2.0,0.0,USD
20160323 06:49:51 EST,paperUSD,20017.45864,20021.45864,399978.54136,0,17.45864,21.45864,USD
20160323 09:27:18 EST,paperUSD,20015.45864,20021.45864,344814.14746,0,15.45864,21.45864,USD
20160323 09:33:47 EST,paperUSD,19986.73656,19994.73656,388972.38466,0,-13.26344,-5.26344,USD
20160323 09:38:52 EST,paperUSD,19984.73656,19994.73656,344823.86458,0,-15.26344,-5.26344,USD
20160323 09:40:00 EST,paperUSD,19972.857488,19984.857488,388978.86274,0,-27.142512,-15.142512,USD
20160323 09:41:37 EST,paperUSD,19968.99504,19982.99504,400017.00496,0,-31.00496,-17.00496,USD
20160323 09:41:37 EST,paperUSD,19966.99504,19982.99504,344826.29386,0,-33.00496,-17.00496,USD
20160323 09:43:09 EST,paperUSD,19961.756,19979.756,388975.6237,0,-38.244,-20.244,USD
20160323 09:45:06 EST,paperUSD,19958.7438,19978.7438,400012.75372,0,-41.2562,-21.2562,USD
20160323 09:45:06 EST,paperUSD,19956.7438,19978.7438,388975.6237,0,-43.2562,-21.2562,USD
20160323 09:46:39 EST,paperUSD,19953.32672,19977.32672,400014.1708,0,-46.67328,-22.67328,USD
20160323 09:46:39 EST,paperUSD,19951.32672,19977.32672,388975.6237,0,-48.67328,-22.67328,USD
20160323 09:47:36 EST,paperUSD,19947.60598,19975.60598,400012.45006,0,-52.39402,-24.39402,USD
20160323 09:47:36 EST,paperUSD,19945.60598,19975.60598,388975.6237,0,-54.39402,-24.39402,USD
20160323 09:48:24 EST,paperUSD,19943.90964,19975.90964,400012.1464,0,-56.09036,-24.09036,USD
20160323 09:48:24 EST,paperUSD,19941.90964,19975.90964,388975.6237,0,-58.09036,-24.09036,USD
20160323 09:49:09 EST,paperUSD,19938.99866,19974.99866,400011.23542,0,-61.00134,-25.00134,USD
20160323 09:49:09 EST,paperUSD,19936.99866,19974.99866,388975.6237,0,-63.00134,-25.00134,USD
20160323 09:57:47 EST,paperUSD,19934.99866,19974.99866,344841.27442,0,-65.00134,-25.00134,USD
20160323 10:02:33 EST,paperUSD,19937.04746,19979.04746,388973.19442,0,-62.95254,-20.95254,USD
20160323 10:04:35 EST,paperUSD,19935.04746,19979.04746,344856.25498,0,-64.95254,-20.95254,USD
20160323 10:05:37 EST,paperUSD,19935.2743,19981.2743,400004.95978,0,-64.7257,-18.7257,USD
