permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.33451,10000.0,-10000.0,-2.0,SLD,USD,CAD,20160316 13:29:57 EST,
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.32408333333,20000.0,10000.0,-157.857813333,BOT,USD,CAD,20160316 14:37:13 EST,
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.31585444444,20000.0,-10000.0,121.005431078,SLD,USD,CAD,20160316 16:31:33 EST,
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.31173088889,40000.0,-50000.0,-2.0,SLD,USD,CAD,20160316 17:25:08 EST,
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.31223716049,40000.0,-10000.0,13.1354958865,BOT,USD,CAD,20160316 18:30:12 EST,
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.31237238683,20000.0,10000.0,0.0213633303211,BOT,USD,CAD,20160316 19:38:25 EST,
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.31089079561,20000.0,-10000.0,20.1468255566,SLD,USD,CAD,20160316 21:32:46 EST,
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.3103302652,20000.0,10000.0,-10.3788085189,BOT,USD,CAD,20160316 22:29:55 EST,
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.30950718074,60000.0,-50000.0,34.9103993961,SLD,USD,CAD,20160316 23:48:55 EST,
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.30987962761,60000.0,10000.0,14.7020073975,BOT,USD,CAD,20160317 00:50:32 EST,
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.3052532092,20000.0,-10000.0,67.1557023429,SLD,USD,CAD,20160317 03:46:33 EST,
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.3026116046,10000.0,0.0,-21.7433527804,BOT,USD,CAD,20160317 05:48:47 EST,
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.30036,10000.0,10000.0,-2.0,BOT,USD,CAD,20160317 07:43:54 EST,
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,1.30304,40000.0,50000.0,-2.0,BOT,USD,CAD,20160317 08:28:34 EST,
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.30281090909,60000.0,-10000.0,8.27335272726,SLD,USD,CAD,20160317 09:38:48 EST,
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.30287545454,10000.0,0.0,-1.51758726933,BOT,USD,CAD,20160317 10:32:57 EST,
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.29957,50000.0,-50000.0,-2.0,SLD,USD,CAD,20160317 11:31:19 EST,
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.29908555556,40000.0,-10000.0,-16.4829511111,BOT,USD,CAD,20160317 12:37:39 EST,
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,1.29988851852,20000.0,10000.0,10.0026903261,BOT,USD,CAD,20160317 14:58:56 EST,
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,1.29944425926,10000.0,0.0,1.32039370924,SLD,USD,CAD,20160317 15:52:33 EST,
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,1.29755,10000.0,-10000.0,-2.0,SLD,USD,CAD,20160317 16:59:38 EST,
