permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,127.287,10000.0,10000.0,-2.0,BOT,EUR,JPY,20160329 19:20:29 EST,,0.0,19998.0,388798.744,127.287,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.12891,10000.0,10000.0,-2.0,BOT,EUR,USD,20160329 19:20:30 EST,,0.0,19996.0,377509.644,1.12891,20000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.43799,10000.0,10000.0,-2.0,BOT,GBP,USD,20160329 19:20:31 EST,,0.0,19994.0,363129.744,1.43799,20000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.96665,10000.0,10000.0,-2.0,BOT,USD,CHF,20160329 19:20:32 EST,,0.0,19992.0,353345.3127,0.96665,20000.0,-2.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,112.749,10000.0,-10000.0,-2.0,SLD,USD,JPY,20160329 19:20:33 EST,,0.0,19990.0,343423.4007,112.749,20000.0,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.76334,10000.0,10000.0,-2.0,BOT,AUD,USD,20160329 19:20:36 EST,,0.0,19988.0,335790.0007,0.76334,20000.0,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.30664,10000.0,-10000.0,-2.0,SLD,USD,CAD,20160329 19:20:37 EST,,0.0,19986.0,326024.17334,1.30664,20000.0,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,77.28,10000.0,10000.0,-2.0,BOT,NZD,JPY,20160329 19:20:39 EST,,0.0,19984.0,319223.53334,77.28,20000.0,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,86.292,10000.0,10000.0,-2.0,BOT,CAD,JPY,20160329 19:20:40 EST,,0.0,19982.0,311629.83734,86.292,20000.0,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,116.638,10000.0,10000.0,-2.0,BOT,CHF,JPY,20160329 19:20:42 EST,,0.0,19980.0,301365.69334,116.638,20000.0,-2.0
