Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 04:15:41 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 04:15:41 EST,paperUSD,9998.0,18705.5,0,-2.0,USD
20160318 04:15:41 EST,paperUSD,9996.0,7651.732,0,-4.0,USD
20160318 04:15:42 EST,paperUSD,9994.0,-6799.168,0,-6.0,USD
20160318 04:15:42 EST,paperUSD,9992.0,-16598.17498,0,-8.0,USD
20160318 04:15:42 EST,paperUSD,9990.0,-26384.65498,0,-10.0,USD
20160318 04:15:42 EST,paperUSD,9988.0,-34019.35498,0,-12.0,USD
20160318 04:15:42 EST,paperUSD,9986.0,-43745.4954,0,-14.0,USD
20160318 04:16:25 EST,paperUSD,9981.184,-33956.1994,0,-18.816,USD
20160318 04:16:59 EST,paperUSD,9979.976,-22901.6394,0,-20.024,USD
20160318 04:18:49 EST,paperUSD,9973.72476,-13098.38118,0,-26.27524,USD
20160318 04:19:01 EST,paperUSD,9969.52476,-2042.41318,0,-30.47524,USD
20160318 04:19:02 EST,paperUSD,9974.47676,7751.01882,0,-25.52324,USD
20160318 04:20:40 EST,paperUSD,9979.27676,19038.71882,0,-20.72324,USD
20160318 04:21:14 EST,paperUSD,9969.26876,28833.20682,0,-30.73124,USD
20160318 04:22:41 EST,paperUSD,9957.06876,36457.70682,0,-42.93124,USD
20160318 04:22:52 EST,paperUSD,9947.96876,47745.10682,0,-52.03124,USD
20160318 04:23:25 EST,paperUSD,9950.92854,57549.07358,0,-49.07146,USD
20160318 04:23:48 EST,paperUSD,9953.06454,68606.97758,0,-46.93546,USD
20160318 04:23:48 EST,paperUSD,9961.36054,78403.75358,0,-38.63946,USD
20160318 04:24:52 EST,paperUSD,9968.46054,89689.15358,0,-31.53946,USD
20160318 04:25:46 EST,paperUSD,9957.04708,99497.57402,0,-42.95292,USD
20160318 04:25:57 EST,paperUSD,9945.45508,109293.64602,0,-54.54492,USD
20160318 04:26:30 EST,paperUSD,9932.85508,120577.54602,0,-67.14492,USD
20160318 04:26:41 EST,paperUSD,9938.64902,130384.34694,0,-61.35098,USD
20160318 04:26:53 EST,paperUSD,9938.93702,141435.82694,0,-61.06298,USD
20160318 04:27:47 EST,paperUSD,9928.7382,151243.03274,0,-71.2618,USD
20160318 04:27:48 EST,paperUSD,9935.2742,161038.04874,0,-64.7258,USD
20160318 04:27:59 EST,paperUSD,9932.0422,172090.58474,0,-67.9578,USD
20160318 04:28:21 EST,paperUSD,9942.1422,179713.18474,0,-57.8578,USD
20160318 04:28:32 EST,paperUSD,9949.8422,190997.98474,0,-50.1578,USD
20160318 04:28:44 EST,paperUSD,9955.9398,200805.08932,0,-44.0602,USD
