permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,125.041,20000.0,20000.0,-2.0,BOT,EUR,JPY,20160425 07:07:05 EST,,0.0,99998.0,1977492.62,100001.58,125.041,100005.58,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.1258,20000.0,-20000.0,-2.0,SLD,EUR,USD,20160425 07:10:18 EST,,0.0,99996.0,1954976.62,99996.74,1.1258,100004.74,100000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.44615,20000.0,20000.0,-2.0,BOT,GBP,USD,20160425 07:11:13 EST,,0.0,99994.0,1926053.62,99994.3,1.44615,100006.3,100000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.97437,20000.0,20000.0,-2.0,BOT,USD,CHF,20160425 07:11:30 EST,,0.0,99992.0,1906061.49634,99992.54072,0.97437,100008.54072,100000.0,-2.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,111.123,20000.0,20000.0,-2.0,BOT,USD,JPY,20160425 07:11:57 EST,,0.0,99990.0,1886059.35634,99990.24734,111.123,100010.24734,100000.0,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.7716,20000.0,-20000.0,-2.0,SLD,AUD,USD,20160425 07:12:13 EST,,0.0,99988.0,1870627.35634,99987.68216,0.7716,100011.68216,100000.0,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.26778,20000.0,20000.0,-2.0,BOT,USD,CAD,20160425 07:12:42 EST,,0.0,99986.0,1850639.53686,99986.24952,1.26778,100014.24952,100000.0,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,76.357,20000.0,20000.0,-2.0,BOT,NZD,JPY,20160425 07:13:01 EST,,0.0,99984.0,1836895.27686,99991.42088,76.357,100023.42088,100000.0,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,87.672,20000.0,20000.0,-2.0,BOT,CAD,JPY,20160425 07:13:21 EST,,0.0,99982.0,1821114.31686,99993.44818,87.672,100029.44818,100000.0,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,114.041,20000.0,20000.0,-2.0,BOT,CHF,JPY,20160425 07:13:33 EST,,0.0,99980.0,1800586.93686,99987.15314,114.041,100027.15314,100000.0,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,0.77775,20000.0,-20000.0,-2.0,SLD,EUR,GBP,20160425 07:13:37 EST,,0.0,99978.0,1778102.18436,99989.02376,0.77775,100033.02376,100000.0,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,160.854,20000.0,20000.0,-2.0,BOT,GBP,JPY,20160425 07:13:57 EST,,0.0,99976.0,1749148.46436,99979.9392,160.854,100027.9392,100000.0,-2.0
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.09694,20000.0,20000.0,-2.0,BOT,EUR,CHF,20160425 07:14:08 EST,,0.0,99974.0,1726641.44944,99991.28864,1.09694,100043.28864,100000.0,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,85.762,20000.0,20000.0,-2.0,BOT,AUD,JPY,20160425 07:14:20 EST,,0.0,99972.0,1711204.28944,99980.59652,85.762,100036.59652,100000.0,-2.0
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,0.68713,20000.0,-20000.0,-2.0,SLD,NZD,USD,20160425 07:14:29 EST,,0.0,99970.0,1697461.68944,99984.46878,0.68713,100044.46878,100000.0,-2.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,0.97445,40000.0,-20000.0,-0.358560000001,SLD,USD,CHF,20160425 08:41:07 EST,,1.64144,99969.64144,1697461.68944,99935.39202,0.97445,99997.39202,100001.64144,-0.358560000001
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.09712,40000.0,-20000.0,1.69324,SLD,EUR,CHF,20160425 08:41:16 EST,,3.69324,99971.33468,1697461.68944,99942.31316,1.09712,100006.31316,100005.33468,1.69324
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.2678,40000.0,-20000.0,-1.68468,SLD,USD,CAD,20160425 10:04:44 EST,,0.315320000002,99969.65,1697461.68944,99800.38976,1.2678,99866.38976,100005.65,-1.68468
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,1.14856,40000.0,20000.0,-457.2,BOT,EUR,USD,20160502 09:42:40 EST,,-455.2,99512.45,1697461.68944,96030.2872,1.14856,96098.2872,99550.45,-457.2
