symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency
USDCAD,USD,,-10000.0,-10000.0,1.30722,1.30722,-9770.16228,2.0,0.0,-2.0,0.0,Paper,CAD
