permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,20.555744,USD,IDEALPRO,1.0,,,1.0,116.794,1000000.0,1000000.0,-20.555744,BOT,CHF,JPY,20160330 08:35:29 EST,,0.0,19979.444256,-627787.2,116.794,20000.0,-20.555744,,
2,Paper,Paper,20.546944,USD,IDEALPRO,2.0,,,1.0,116.744,1000000.0,0.0,-460.546944,SLD,CHF,JPY,20160330 08:47:48 EST,,-440.0,19518.897312,399560.0,116.794,19560.0,-460.546944,,
3,Paper,Paper,20.548176,USD,IDEALPRO,3.0,,,1.0,116.751,1000000.0,1000000.0,-20.548176,BOT,CHF,JPY,20160330 08:48:18 EST,,0.0,19498.349136,-627848.8,116.751,19560.0,-20.548176,,
4,Paper,Paper,20.555568,USD,IDEALPRO,4.0,,,1.0,116.793,1000000.0,0.0,349.044432,SLD,CHF,JPY,20160330 09:11:26 EST,,369.6,19847.393568,399929.6,116.751,19929.6,349.044432,,
5,Paper,Paper,20.557152,USD,IDEALPRO,5.0,,,1.0,116.802,1000000.0,1000000.0,-20.557152,BOT,CHF,JPY,20160330 09:12:27 EST,,0.0,19826.836416,-627928.0,116.802,19929.6,-20.557152,,
6,Paper,Paper,20.513328,USD,IDEALPRO,6.0,,,1.0,116.553,1000000.0,0.0,-2211.713328,SLD,CHF,JPY,20160330 16:15:35 EST,,-2191.2,17615.123088,397738.4,116.802,17738.4,-2211.713328,,
7,Paper,Paper,20.509104,USD,IDEALPRO,7.0,,,1.0,116.529,1000000.0,1000000.0,-20.509104,BOT,CHF,JPY,20160330 16:30:42 EST,,0.0,17594.613984,-627716.8,116.529,17738.4,-20.509104,,
8,Paper,Paper,20.501008,USD,IDEALPRO,8.0,,,1.0,116.483,1000000.0,0.0,-425.301008,SLD,CHF,JPY,20160330 17:15:28 EST,,-404.8,17169.312976,397333.6,116.529,17333.6,-425.301008,,
9,Paper,Paper,20.51104,USD,IDEALPRO,9.0,,,1.0,116.54,1000000.0,1000000.0,-20.51104,BOT,CHF,JPY,20160330 17:24:00 EST,,0.0,17148.801936,-628218.4,116.54,17333.6,-20.51104,,
10,Paper,Paper,20.506288,USD,IDEALPRO,10.0,,,1.0,116.513,1000000.0,0.0,-258.106288,SLD,CHF,JPY,20160330 17:24:31 EST,,-237.6,16890.695648,397096.0,116.54,17096.0,-258.106288,,
11,Paper,Paper,20.517552,USD,IDEALPRO,11.0,,,1.0,116.577,1000000.0,1000000.0,-20.517552,BOT,CHF,JPY,20160330 18:00:40 EST,,0.0,16870.178096,-628781.6,116.577,17096.0,-20.517552,,
12,Paper,Paper,20.50576,USD,IDEALPRO,12.0,,,1.0,116.51,1000000.0,0.0,-610.10576,SLD,CHF,JPY,20160330 18:19:49 EST,,-589.6,16260.072336,396506.4,116.577,16506.4,-610.10576,,
