permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,19.4338948,USD,IDEALPRO,1.0,,,1.0,1.3001,1000000.0,-1000000.0,-19.4338948,SLD,USD,CAD,20160330 08:36:03 EST,,0.0,19980.5661052,-571694.74,1.3001,20000.0,-19.4338948,,
2,Paper,Paper,19.3808294,USD,IDEALPRO,2.0,,,1.0,1.29655,1000000.0,0.0,2633.8891706,BOT,USD,CAD,20160331 04:34:22 EST,,2653.27,22614.4552758,397346.73,1.3001,22653.27,2633.8891706,,
3,Paper,Paper,19.3606496,USD,IDEALPRO,3.0,,,1.0,1.2952,1000000.0,-1000000.0,-19.3606496,SLD,USD,CAD,20160331 06:29:08 EST,,0.0,22595.0946262,-570685.75,1.2952,22653.27,-19.3606496,,
4,Paper,Paper,19.32671764,USD,IDEALPRO,4.0,,,1.0,1.29293,1000000.0,0.0,1677.27128236,BOT,USD,CAD,20160331 14:13:56 EST,,1696.598,24272.3659086,395650.132,1.2952,24349.868,1677.27128236,,
5,Paper,Paper,19.32671764,USD,IDEALPRO,5.0,,,1.0,1.29293,1000000.0,1000000.0,-19.32671764,BOT,USD,CAD,20160331 14:38:02 EST,,0.0,24253.039191,-570685.75,1.29293,24349.868,-19.32671764,,
6,Paper,Paper,19.3262692,USD,IDEALPRO,6.0,,,1.0,1.2929,1000000.0,0.0,-41.7482692,SLD,USD,CAD,20160331 14:56:09 EST,,-22.422,24211.2909218,395627.71,1.29293,24327.446,-41.7482692,,
7,Paper,Paper,19.32671764,USD,IDEALPRO,7.0,,,1.0,1.29293,1000000.0,1000000.0,-19.32671764,BOT,USD,CAD,20160331 16:33:06 EST,,0.0,24191.9642042,-570708.172,1.29293,24327.446,-19.32671764,,
8,Paper,Paper,19.3262692,USD,IDEALPRO,8.0,,,1.0,1.2929,1000000.0,0.0,-41.7482692,SLD,USD,CAD,20160331 16:34:06 EST,,-22.422,24150.215935,395605.288,1.29293,24305.024,-41.7482692,,
9,Paper,Paper,19.3262692,USD,IDEALPRO,9.0,,,1.0,1.2929,1000000.0,-1000000.0,-19.3262692,SLD,USD,CAD,20160331 16:42:40 EST,,0.0,24130.8896658,-570708.172,1.2929,24305.024,-19.3262692,,
10,Paper,Paper,19.32671764,USD,IDEALPRO,10.0,,,1.0,1.29293,1000000.0,0.0,-41.74871764,BOT,USD,CAD,20160331 19:55:08 EST,,-22.422,24089.1409482,395627.71,1.2929,24282.602,-41.74871764,,
11,Paper,Paper,19.32671764,USD,IDEALPRO,11.0,,,1.0,1.29293,1000000.0,1000000.0,-19.32671764,BOT,USD,CAD,20160331 20:08:42 EST,,0.0,24069.8142306,-570708.172,1.29293,24282.602,-19.32671764,,
12,Paper,Paper,19.3262692,USD,IDEALPRO,12.0,,,1.0,1.2929,1000000.0,0.0,-41.7482692,SLD,USD,CAD,20160331 20:09:13 EST,,-22.422,24028.0659614,395605.288,1.29293,24260.18,-41.7482692,,
