symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
GBPJPY,open,long,4.0,2.0,155.4930625,155.94,272.763,290.763,18.0,6.0,20160418 20:35:50 EST,20160418 20:35:50 EST,20160418 20:35:50 EST,,GBPJPY,,20160418 19:42:42 EST,20160418 06:52:13 EST,-2.0,JPY,76.661,78.661,100236.779,1973077.104,100372.779
