Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:21 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:21 EST,paperUSD,19998.0,20000.0,388809.9,0,-2.0,0.0,USD
20160323 05:41:35 EST,paperUSD,19996.0,20000.0,377709.492,0,-4.0,0.0,USD
20160323 05:41:41 EST,paperUSD,19994.0,20000.0,363537.592,0,-6.0,0.0,USD
20160323 05:41:49 EST,paperUSD,19992.0,20000.0,353661.86026,0,-8.0,0.0,USD
20160323 05:41:56 EST,paperUSD,19990.0,20000.0,343742.06026,0,-10.0,0.0,USD
20160323 05:42:04 EST,paperUSD,19988.0,20000.0,336150.16026,0,-12.0,0.0,USD
20160323 05:42:07 EST,paperUSD,19986.0,20000.0,326381.79174,0,-14.0,0.0,USD
20160323 05:44:50 EST,paperUSD,19982.3,19998.3,326381.79174,0,-17.7,-1.7,USD
20160323 06:21:33 EST,paperUSD,19990.2,20008.2,326381.79174,0,-9.8,8.2,USD
20160323 06:23:29 EST,paperUSD,19995.44978,20015.44978,326381.79174,0,-4.55022,15.44978,USD
20160323 06:32:09 EST,paperUSD,19993.94978,20015.94978,326381.79174,0,-6.05022,15.94978,USD
20160323 06:55:57 EST,paperUSD,19980.54978,20004.54978,326381.79174,0,-19.45022,4.54978,USD
20160323 07:10:40 EST,paperUSD,19974.94978,20000.94978,326381.79174,0,-25.05022,0.94978,USD
20160323 07:13:50 EST,paperUSD,19949.56796,19977.56796,326381.79174,0,-50.43204,-22.43204,USD
20160323 07:36:07 EST,paperUSD,19937.86796,19967.86796,326381.79174,0,-62.13204,-32.13204,USD
20160323 07:38:25 EST,paperUSD,19950.59174,19982.59174,326381.79174,0,-49.40826,-17.40826,USD
20160323 07:39:19 EST,paperUSD,19946.66856,19980.66856,326381.79174,0,-53.33144,-19.33144,USD
20160323 07:49:08 EST,paperUSD,19941.73318,19977.73318,326381.79174,0,-58.26682,-22.26682,USD
20160323 07:58:56 EST,paperUSD,19933.43318,19971.43318,326381.79174,0,-66.56682,-28.56682,USD
20160323 08:02:50 EST,paperUSD,19933.60064,19973.60064,326381.79174,0,-66.39936,-26.39936,USD
20160323 08:12:43 EST,paperUSD,19938.30064,19980.30064,326381.79174,0,-61.69936,-19.69936,USD
20160323 08:16:44 EST,paperUSD,19926.06126,19970.06126,326381.79174,0,-73.93874,-29.93874,USD
20160323 08:17:23 EST,paperUSD,19914.1417,19960.1417,326381.79174,0,-85.8583,-39.8583,USD
20160323 08:26:56 EST,paperUSD,19905.3417,19953.3417,326381.79174,0,-94.6583,-46.6583,USD
20160323 08:30:16 EST,paperUSD,19905.66976,19955.66976,326381.79174,0,-94.33024,-44.33024,USD
20160323 08:40:45 EST,paperUSD,19918.99146,19970.99146,326381.79174,0,-81.00854,-29.00854,USD
20160323 08:43:51 EST,paperUSD,19915.6756,19969.6756,326381.79174,0,-84.3244,-30.3244,USD
20160323 08:59:00 EST,paperUSD,19932.9756,19988.9756,326381.79174,0,-67.0244,-11.0244,USD
20160323 09:17:59 EST,paperUSD,19899.13636,19957.13636,326381.79174,0,-100.86364,-42.86364,USD
20160323 09:21:44 EST,paperUSD,19902.3998,19962.3998,326381.79174,0,-97.6002,-37.6002,USD
20160323 09:39:34 EST,paperUSD,19896.6998,19958.6998,326381.79174,0,-103.3002,-41.3002,USD
20160323 09:43:49 EST,paperUSD,19911.59104,19975.59104,326381.79174,0,-88.40896,-24.40896,USD
20160323 09:44:27 EST,paperUSD,19917.58742,19983.58742,326381.79174,0,-82.41258,-16.41258,USD
20160323 09:59:52 EST,paperUSD,19920.60342,19988.60342,326381.79174,0,-79.39658,-11.39658,USD
20160323 10:03:41 EST,paperUSD,19905.40342,19975.40342,326381.79174,0,-94.59658,-24.59658,USD
20160323 10:05:46 EST,paperUSD,19865.30342,19937.30342,326381.79174,0,-134.69658,-62.69658,USD
20160323 10:10:10 EST,paperUSD,19842.30148,19916.30148,326381.79174,0,-157.69852,-83.69852,USD
