symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
#GerTech30,#GerTech30,,-2.0,-2.0,1630.0,1630.0,0.0,3.26,0.0,-16677.5044,-16560.0,Paper,USD,
