permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.12628,20000.0,20000.0,-2.0,BOT,EUR,USD,20160425 08:13:26 EST,,0.0,99998.0,1977474.4,100003.2,1.12628,100007.2,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.12572,20000.0,0.0,-13.2,SLD,EUR,USD,20160425 08:48:12 EST,,-11.2,99984.8,1999988.8,99984.8,1.12628,99988.8,99988.8,-13.2
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.12694,20000.0,-20000.0,-2.0,SLD,EUR,USD,20160425 11:35:15 EST,,0.0,99982.8,1977450.0,99978.2,1.12694,99986.2,99988.8,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.14854,20000.0,0.0,-434.0,BOT,EUR,USD,20160502 09:42:28 EST,,-432.0,99548.8,2000420.8,99548.8,1.12694,99556.8,99556.8,-434.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.15247,20000.0,20000.0,-2.0,BOT,EUR,USD,20160502 10:00:48 EST,,0.0,99546.8,1977371.4,99518.8,1.15247,99530.8,99556.8,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.15079,20000.0,0.0,-35.6,SLD,EUR,USD,20160502 10:15:37 EST,,-33.6,99511.2,2000387.2,99511.2,1.15247,99523.2,99523.2,-35.6
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.15283,20000.0,20000.0,-2.0,BOT,EUR,USD,20160503 01:26:17 EST,,0.0,99509.2,1977330.6,99504.8,1.15283,99520.8,99523.2,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.154,20000.0,0.0,21.4,SLD,EUR,USD,20160503 01:52:41 EST,,23.4,99530.6,2000410.6,99530.6,1.15283,99546.6,99546.6,21.4
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.13727,20000.0,-20000.0,-2.0,SLD,EUR,USD,20160512 17:08:07 EST,,0.0,99528.6,1977665.2,99522.8,1.13727,99542.8,99546.6,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.13762,20000.0,0.0,-9.0,BOT,EUR,USD,20160512 17:28:17 EST,,-7.0,99519.6,2000417.6,99519.6,1.13727,99539.6,99539.6,-9.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.13055,20000.0,20000.0,-2.0,BOT,EUR,USD,20160513 09:51:38 EST,,0.0,99517.6,1977806.6,99514.4,1.13055,99538.4,99539.6,-2.0
