permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,0.68093,20000.0,-20000.0,-2.0,SLD,NZD,USD,20160410 17:15:13 EST,,0.0,99998.0,1986381.4,99986.2,0.68093,99990.2,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,0.6817,40000.0,20000.0,-17.4,BOT,NZD,USD,20160410 19:38:36 EST,,-15.4,99980.6,1986381.4,99971.6,0.6817,99977.6,99984.6,-17.4
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,0.6816,40000.0,-20000.0,-4.0,SLD,NZD,USD,20160410 21:38:37 EST,,-2.0,99976.6,1986381.4,99978.2,0.6816,99986.2,99982.6,-4.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.6817,40000.0,20000.0,-4.0,BOT,NZD,USD,20160410 22:05:48 EST,,-2.0,99972.6,1986381.4,99963.6,0.6817,99973.6,99980.6,-4.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,0.6816,40000.0,-20000.0,-4.0,SLD,NZD,USD,20160410 22:38:36 EST,,-2.0,99968.6,1986381.4,99970.2,0.6816,99982.2,99978.6,-4.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.6817,40000.0,20000.0,-4.0,BOT,NZD,USD,20160410 23:37:38 EST,,-2.0,99964.6,1986381.4,99955.6,0.6817,99969.6,99976.6,-4.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,0.6816,40000.0,-20000.0,-4.0,SLD,NZD,USD,20160412 08:37:02 EST,,-2.0,99960.6,1986381.4,99962.2,0.6816,99978.2,99974.6,-4.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,0.6817,40000.0,20000.0,-4.0,BOT,NZD,USD,20160412 09:07:52 EST,,-2.0,99956.6,1986381.4,99947.6,0.6817,99965.6,99972.6,-4.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,0.6816,40000.0,-20000.0,-4.0,SLD,NZD,USD,20160412 10:08:15 EST,,-2.0,99952.6,1986381.4,99954.2,0.6816,99974.2,99970.6,-4.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,0.6817,40000.0,20000.0,-4.0,BOT,NZD,USD,20160412 11:37:24 EST,,-2.0,99948.6,1986381.4,99939.6,0.6817,99961.6,99968.6,-4.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,0.6816,40000.0,-20000.0,-4.0,SLD,NZD,USD,20160412 12:05:09 EST,,-2.0,99944.6,1986381.4,99946.2,0.6816,99970.2,99966.6,-4.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,0.6817,40000.0,20000.0,-4.0,BOT,NZD,USD,20160412 14:37:11 EST,,-2.0,99940.6,1986381.4,99931.6,0.6817,99957.6,99964.6,-4.0
