symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
CHFJPY,CHF,,20000.0,20000.0,113.541,113.541,19980.752,2.0,-86.304,-123.424,-83.424,Paper,JPY,-84.304
EURJPY,EUR,,20000.0,20000.0,123.465,123.465,21728.608,2.0,-53.92,-96.736,-54.736,Paper,JPY,-51.92
EURCHF,EUR,,-20000.0,-20000.0,1.08766,1.08766,0.0,2.0,-37.83188,-138.79072,-98.79072,Paper,CHF,-35.83188
USDJPY,USD,,20000.0,20000.0,108.88225,108.88225,19242.256,2.0,78.564,-6.98,53.02,Paper,JPY,80.564
EURUSD,EUR,,-20000.0,-20000.0,1.130855,1.130855,22586.6,2.0,84.3,-24.1,49.9,Paper,USD,86.3
GBPJPY,GBP,,20000.0,20000.0,154.8595,154.8595,27312.912,2.0,-15.992,105.384,175.384,Paper,JPY,-13.992
EURGBP,EUR,,-20000.0,-20000.0,0.7948875,0.7948875,22383.2245,2.0,-26.895325,200.448825,260.448825,Paper,GBP,-24.895325
USDCAD,USD,,20000.0,20000.0,1.28082,1.28082,19145.69736,2.0,62.72484,146.61732,210.61732,Paper,CAD,64.72484
USDCHF,USD,,20000.0,20000.0,0.96548,0.96548,19564.61136,2.0,29.17576,-319.1232,-259.1232,Paper,CHF,31.17576
NZDJPY,NZD,,20000.0,20000.0,75.579109375,75.579109375,13307.536,2.0,-117.47525,105.79525,215.79525,Paper,JPY,-115.47525
CADJPY,CAD,,20000.0,20000.0,85.232875,85.232875,15022.304,2.0,-30.666,146.154,242.154,Paper,JPY,-28.666
GBPUSD,GBP,,-40000.0,-40000.0,1.419326875,1.419326875,-28311.0,2.0,142.275,204.925,266.925,Paper,USD,144.275
AUDJPY,AUD,,20000.0,20000.0,83.656546875,83.656546875,14689.488,2.0,-34.12825,-12.46375,99.53625,Paper,JPY,-32.12825
NZDUSD,NZD,,-40000.0,-40000.0,0.68758375,0.68758375,-13697.4,2.0,88.95,48.05,142.05,Paper,USD,90.95
AUDUSD,AUD,,-40000.0,-40000.0,0.76385203125,0.76385203125,-15269.2,2.0,12.08125,379.31875,497.31875,Paper,USD,14.08125
