Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160530 09:08:37 EST,paperUSD,100000.0,100000.0,2000000.0,0,0.0,0.0,USD,100000.0,100000.0,0
20160530 10:30:02 EST,paperUSD,99883.454,99900.0,2827300.0,0,-116.546,-100.0,USD,99883.454,99900.0,0
20160530 21:48:25 EST,paperUSD,99466.9,99500.0,3655000.0,0,-533.1,-500.0,USD,99466.9,99500.0,0
20160531 00:08:37 EST,paperUSD,98950.356,99000.0,4482200.0,0,-1049.644,-1000.0,USD,98950.356,99000.0,0
20160531 06:41:46 EST,paperUSD,102933.892,103000.0,5305400.0,0,2933.892,3000.0,USD,102933.892,103000.0,0
20160531 19:11:52 EST,paperUSD,99317.5,99400.0,6125000.0,0,-682.5,-600.0,USD,99317.5,99400.0,0
20160601 02:20:37 EST,paperUSD,99601.096,99700.0,6945200.0,0,-398.904,-300.0,USD,99601.096,99700.0,0
20160601 17:54:42 EST,paperUSD,100584.718,100700.0,7764100.0,0,584.718,700.0,USD,100584.718,100700.0,0
20160602 07:33:47 EST,paperUSD,100068.338,100200.0,8583100.0,0,68.338,200.0,USD,100068.338,100200.0,0
20160602 21:30:13 EST,paperUSD,104051.86,104200.0,9407000.0,0,4051.86,4200.0,USD,104051.86,104200.0,0
