permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,85.635,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160404 07:29:00 EST,,0.0,19998.0,324641.2,85.635,20000.0,-2.0
2,Paper,Paper,2.0446624,USD,IDEALPRO,2.0,,,1.0,116.174,100000.0,100000.0,-2.0446624,BOT,CHF,JPY,20160404 07:29:00 EST,,0.0,19995.9553376,222408.08,116.174,20000.0,-2.0446624
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,85.4515,100000.0,0.0,159.48,BOT,CAD,JPY,20160404 07:45:00 EST,,161.48,20155.4353376,297605.4,85.635,20161.48,159.48
4,Paper,Paper,2.0457184,USD,IDEALPRO,4.0,,,1.0,116.234,100000.0,0.0,50.7542816,SLD,CHF,JPY,20160404 07:45:00 EST,,52.8,20206.1896192,399891.32,116.174,20214.28,50.7542816
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,85.4825,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160404 07:54:00 EST,,0.0,20204.1896192,324666.72,85.4825,20214.28,-2.0
6,Paper,Paper,2.0465104,USD,IDEALPRO,6.0,,,1.0,116.279,100000.0,100000.0,-2.0465104,BOT,CHF,JPY,20160404 07:54:00 EST,,0.0,20202.1431088,222341.2,116.279,20214.28,-2.0465104
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,85.453,100000.0,0.0,23.96,BOT,CAD,JPY,20160404 08:15:00 EST,,25.96,20226.1031088,297539.84,85.4825,20240.24,23.96
8,Paper,Paper,2.0464136,USD,IDEALPRO,8.0,,,1.0,116.2735,100000.0,0.0,-6.8864136,SLD,CHF,JPY,20160404 08:15:00 EST,,-4.84,20219.2166952,399860.52,116.279,20235.4,-6.8864136
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,85.333,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160404 10:26:00 EST,,0.0,20217.2166952,324767.48,85.333,20235.4,-2.0
10,Paper,Paper,2.0407992,USD,IDEALPRO,10.0,,,1.0,115.9545,100000.0,100000.0,-2.0407992,BOT,CHF,JPY,20160404 10:26:00 EST,,0.0,20215.175896,222727.52,115.9545,20235.4,-2.0407992
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,85.439,100000.0,0.0,-95.28,BOT,CAD,JPY,20160404 10:49:00 EST,,-93.28,20119.895896,297913.84,85.333,20142.12,-95.28
12,Paper,Paper,2.0410896,USD,IDEALPRO,12.0,,,1.0,115.971,100000.0,0.0,12.4789104,SLD,CHF,JPY,20160404 10:49:00 EST,,14.52,20132.3748064,399968.32,115.9545,20156.64,12.4789104
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,85.529,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160404 12:18:00 EST,,0.0,20130.3748064,324702.8,85.529,20156.64,-2.0
14,Paper,Paper,2.043052,USD,IDEALPRO,14.0,,,1.0,116.0825,100000.0,100000.0,-2.043052,BOT,CHF,JPY,20160404 12:18:00 EST,,0.0,20128.3317544,222550.2,116.0825,20156.64,-2.043052
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,85.41,100000.0,0.0,102.72,BOT,CAD,JPY,20160404 12:29:00 EST,,104.72,20231.0517544,297711.0,85.529,20261.36,102.72
16,Paper,Paper,2.0414416,USD,IDEALPRO,16.0,,,1.0,115.991,100000.0,0.0,-82.5614416,SLD,CHF,JPY,20160404 12:29:00 EST,,-80.52,20148.4903128,399783.08,116.0825,20180.84,-82.5614416
