trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available
1,483.43222164,20160318 09:09:23 EST,20160318 09:09:23 EST,20160318 09:09:23 EST,1.29647,,USDCAD,long,20160318 06:23:52 EST,20160318 09:09:23 EST,open,20160318 06:23:52 EST,1.29647,10000.0,,15.0,15.0,,USDCAD,strat103USDCADv1,10483.4322217,8.73067836,-115839.4146
2,-2.907169254,,,,0.0,,USDCAD,long,20160318 09:09:36 EST,20160318 09:09:36 EST,open,20160318 09:09:36 EST,1.29657,10000.0,,0.0,15.0,,USDCAD,strat103USDCADv1,10480.5250524,2.907169254,-261197.8773
