sym,currency,exp,qty,openqty,price,value,avg_cost,unr_pnl,real_pnl,accountid,symbol
USD,JPY,,-10000.0,-10000.0,111.448444444,1114484.44444,2.0,0.0,2.73244440533,Paper,USDJPY
