Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160316 12:49:07 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160316 12:49:07 EST,paperUSD,9998.0,18934.0,0,-2.0,USD
20160316 13:31:14 EST,paperUSD,10000.2,30004.2,0,0.200000000001,USD
20160316 13:31:14 EST,paperUSD,9998.2,18934.0,0,-1.8,USD
20160316 14:45:54 EST,paperUSD,9904.9333333,30095.4666667,0,-95.0666667,USD
20160316 14:45:54 EST,paperUSD,9902.9333333,18934.0,0,-97.0666667,USD
20160316 16:30:30 EST,paperUSD,9944.5555555,30139.0888889,0,-55.4444445,USD
20160316 16:30:30 EST,paperUSD,9942.5555555,18934.0,0,-57.4444445,USD
20160316 17:40:31 EST,paperUSD,9932.3481481,30147.2962963,0,-67.6518519,USD
20160316 17:40:31 EST,paperUSD,9930.3481481,18934.0,0,-69.6518519,USD
20160316 18:44:18 EST,paperUSD,9928.4172839,30147.3654321,0,-71.5827161,USD
20160316 18:44:18 EST,paperUSD,9926.4172839,18934.0,0,-73.5827161,USD
20160316 20:17:55 EST,paperUSD,9922.5942386,30149.1884774,0,-77.4057614,USD
20160316 20:17:55 EST,paperUSD,9920.5942386,18934.0,0,-79.4057614,USD
20160316 21:49:19 EST,paperUSD,9919.5352537,30150.1294925,0,-80.4647463,USD
20160316 21:49:19 EST,paperUSD,9917.5352537,18934.0,0,-82.4647463,USD
20160316 22:40:04 EST,paperUSD,9910.9549154,30154.7098308,0,-89.0450846,USD
20160316 22:40:04 EST,paperUSD,9908.9549154,18934.0,0,-91.0450846,USD
20160316 23:45:42 EST,paperUSD,9909.9483615,30157.7032769,0,-90.0516385,USD
20160316 23:45:42 EST,paperUSD,9907.9483615,18934.0,0,-92.0516385,USD
20160317 01:58:22 EST,paperUSD,9907.95,30155.7016384,0,-92.05,USD
20160317 02:30:50 EST,paperUSD,9905.95,18928.6016384,0,-94.05,USD
20160317 04:57:34 EST,paperUSD,9941.75,30193.5016384,0,-58.25,USD
20160317 04:57:34 EST,paperUSD,9939.75,18928.6016384,0,-60.25,USD
20160317 05:47:43 EST,paperUSD,9924.2166667,30207.0349717,0,-75.7833333,USD
20160317 05:47:43 EST,paperUSD,9922.2166667,18928.6016384,0,-77.7833333,USD
20160317 06:57:32 EST,paperUSD,9951.6611112,30238.4794162,0,-48.3388888,USD
20160317 06:57:32 EST,paperUSD,9949.6611112,18928.6016384,0,-50.3388888,USD
20160317 07:27:49 EST,paperUSD,9948.1129631,30238.0275643,0,-51.8870369,USD
20160317 07:27:49 EST,paperUSD,9946.1129631,18928.6016384,0,-53.8870369,USD
20160317 09:47:23 EST,paperUSD,9945.3623458,30239.276947,0,-54.6376542,USD
20160317 09:47:23 EST,paperUSD,9943.3623458,18928.6016384,0,-56.6376542,USD
20160317 12:45:45 EST,paperUSD,9929.4792182,30251.1600746,0,-70.5207818,USD
20160317 12:45:45 EST,paperUSD,9927.4792182,18928.6016384,0,-72.5207818,USD
20160317 13:57:01 EST,paperUSD,9923.3735941,30249.0544505,0,-76.6264059,USD
20160317 13:57:01 EST,paperUSD,9921.3735941,18928.6016384,0,-78.6264059,USD
