symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,balance,margin_available,purebalance
USDJPY,open,short,100000.0,0.0,111.14,0.0,-2.0,0.0,2.0,19.0,,,,,USDJPY,,20160404 20:04:00 EST,20160404 20:04:00 EST,-100000.0,21284.643808,203502.16,21374.56
CADJPY,open,long,100000.0,0.0,85.002,0.0,-2.0,0.0,2.0,20.0,,,,,CADJPY,,20160404 20:04:00 EST,20160404 20:04:00 EST,100000.0,21282.643808,151701.84,21374.56
