symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency
GBPJPY,GBP,,1000000.0,1000000.0,156.242,156.242,0.0,27.498592,0.0,-734.78856,-624.8,Paper,JPY
