,signals,gainAhead,safef,CAR25,dd95,ddTol,EMA30,trade,numDays,equity,maxEquity,drawdown,maxDD
2006-10-23,1,0.00289697628101,2.0,235.558356957,0.0,0.0117953564924,235.558356957,0.0,0.0,1.0,1.0,0.0,0.0
2006-10-24,1,0.00324968405849,2.0,131.390431673,0.0,0.0117953564924,131.390431673,0.00579395256202,1.0,1.00579395256,1.00579395256,0.0,0.0
2006-10-25,1,0.00269929818247,2.0,156.252772413,0.0,0.0117953564924,156.252772413,0.00653702514753,2.0,1.01233097771,1.01233097771,0.0,0.0
2006-10-26,1,-0.00592246949031,2.0,118.524773462,0.0,0.0117953564924,118.524773462,0.00546516633638,3.0,1.01779614405,1.01779614405,0.0,0.0
2006-10-27,0,-0.0010832280195,0.0,0.0,0.0,0.0,0.0,-0.0120557332209,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-10-30,1,0.0,0.0,-96.7726631841,0.0,0.0117953564924,-96.7726631841,0.0,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-10-31,1,-0.00741008494488,0.0,0.0,0.0,0.0117953564924,0.0,0.0,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-11-01,1,-0.00127458120903,0.0,-88.3682371565,0.0,0.0117953564924,-88.3682371565,0.0,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-11-02,1,-0.00200546946217,0.0,-30.8914261182,0.0,0.0117953564924,-30.8914261182,0.0,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-11-03,1,0.0111435878699,0.0,-44.0927787329,0.0,0.0117953564924,-44.0927787329,0.0,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-11-06,1,0.00379403794038,2.0,2403.93412037,0.0,0.0117953564924,2403.93412037,0.0,4.0,1.00574041082,1.01779614405,0.0118449389806,0.0118449389806
2006-11-07,1,0.00179985601152,2.0,199.95750074,0.0,0.0117953564924,199.95750074,0.00763163455369,5.0,1.01337204538,1.01779614405,0.00434674339565,0.0118449389806
2006-11-08,1,-0.00538986704995,2.0,68.4323016427,0.0,0.0117953564924,68.4323016427,0.00364784753556,6.0,1.01701989291,1.01779614405,0.00076267839707,0.0118449389806
2006-11-09,0,0.000541907514451,0.0,0.0,0.0,0.0,0.0,-0.0109632040199,7.0,1.00605668889,1.01779614405,0.0115341910266,0.0118449389806
2006-11-10,1,0.00234699404225,0.0,-79.0722044702,0.0,0.0117953564924,-79.0722044702,0.0,7.0,1.00605668889,1.01779614405,0.0115341910266,0.0118449389806
2006-11-13,1,0.00702449567723,2.0,97.340426203,0.0,0.0117953564924,97.340426203,0.0,7.0,1.00605668889,1.01779614405,0.0115341910266,0.0118449389806
2006-11-14,1,0.00268288320515,2.0,663.033886539,0.0,0.0117953564924,663.033886539,0.0141340817244,8.0,1.02019077062,1.02019077062,0.0,0.0118449389806
2006-11-15,0,0.0024973242954,0.0,0.0,0.0,0.0,0.0,0.00547410536908,9.0,1.02566487599,1.02566487599,0.0,0.0118449389806
2006-11-16,0,-0.00017793594306,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.02566487599,1.02566487599,0.0,0.0118449389806
2006-11-17,0,0.00035593521979,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.02566487599,1.02566487599,0.0,0.0118449389806
2006-11-20,0,0.000711617149973,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.02566487599,1.02566487599,0.0,0.0118449389806
2006-11-21,0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.02566487599,1.02566487599,0.0,0.0118449389806
