,signals,gainAhead,safef,CAR25,dd95,ddTol,EMA30,trade,numDays,equity,maxEquity,drawdown,maxDD
2007-01-17,-1.0,-0.00382276281494,0.0,0.0,0.0,0.0117953564924,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2007-01-18,-1.0,0.002442002442,2.0,202.460124135,0.0,0.0117953564924,202.460124135,0.0,0.0,1.0,1.0,0.0,0.0
2007-01-19,-1.0,-0.00400208804594,0.0,-50.7432960236,0.0,0.0117953564924,-50.7432960236,-0.004884004884,1.0,0.995115995116,1.0,0.004884004884,0.004884004884
2007-01-22,1.0,0.00314465408805,2.0,218.561782839,0.0,0.0117953564924,218.561782839,0.0,1.0,0.995115995116,1.0,0.004884004884,0.004884004884
2007-01-23,1.0,0.00748867990247,2.0,148.582614668,0.0,0.0117953564924,148.582614668,0.00625859116425,2.0,1.00137458628,1.00137458628,0.0,0.004884004884
2007-01-24,1.0,-0.0117545375972,2.0,772.477369214,0.0,0.0117953564924,772.477369214,0.0149979474782,3.0,1.01637253376,1.01637253376,0.0,0.004884004884
2007-01-25,-1.0,-0.00122441840126,0.0,-96.7173355038,0.0,0.0117953564924,-96.7173355038,-0.0238939783217,4.0,0.992478555437,1.01637253376,0.0235090751944,0.0235090751944
2007-01-26,1.0,-0.000875656742557,2.0,42.5792614694,0.0,0.0117953564924,42.5792614694,0.0,4.0,0.992478555437,1.01637253376,0.0235090751944,0.0235090751944
2007-01-29,1.0,0.00543382997371,0.0,-22.4169253712,0.0,0.0117953564924,-22.4169253712,-0.00173814107782,5.0,0.990740414359,1.01637253376,0.0252192169191,0.0252192169191
2007-01-30,1.0,0.00627615062762,2.0,381.910679023,0.0,0.0117953564924,381.910679023,0.0,5.0,0.990740414359,1.01637253376,0.0252192169191,0.0252192169191
2007-01-31,1.0,0.00537075537076,2.0,514.710105705,0.0,0.0117953564924,514.710105705,0.0124360721468,6.0,1.00317648651,1.01637253376,0.0129834748721,0.0252192169191
2007-02-01,1.0,0.00155092193693,2.0,373.205145088,0.0,0.0117953564924,373.205145088,0.0107756310054,7.0,1.01395211751,1.01637253376,0.00238142626533,0.0252192169191
2007-02-02,1.0,0.000516173434274,2.0,56.7188107293,0.0,0.0117953564924,56.7188107293,0.00314512116409,8.0,1.01709723868,1.01709723868,0.0,0.0252192169191
2007-02-05,-1.0,-0.000343938091144,2.0,16.1332161588,0.0,0.0117953564924,16.1332161588,0.00104999714936,9.0,1.01814723582,1.01814723582,0.0,0.0252192169191
2007-02-06,-1.0,0.00172028212627,2.0,10.4800404716,0.0,0.0117953564924,10.4800404716,0.000700359233586,10.0,1.01884759506,1.01884759506,0.0,0.0252192169191
2007-02-07,-1.0,-0.00120212948652,0.0,-39.2712093372,0.0,0.0117953564924,-39.2712093372,-0.00350541061434,11.0,1.01534218444,1.01884759506,0.00344056425254,0.0252192169191
2007-02-08,1.0,-0.00756533700138,2.0,41.6618181026,0.0,0.0117953564924,41.6618181026,0.0,11.0,1.01534218444,1.01884759506,0.00344056425254,0.0252192169191
2007-02-09,-1.0,-0.003465003465,0.0,-88.8818555423,0.0,0.0117953564924,-88.8818555423,-0.0153628115941,12.0,0.99997937285,1.01884759506,0.0185191801992,0.0252192169191
2007-02-12,1.0,0.00799721835883,2.0,172.723739822,0.0,0.0117953564924,172.723739822,0.0,12.0,0.99997937285,1.01884759506,0.0185191801992,0.0252192169191
2007-02-13,-1.0,0.00620903759917,2.0,910.441663936,0.0,0.0117953564924,910.441663936,0.015994106798,13.0,1.01597347965,1.01884759506,0.00282094733731,0.0252192169191
2007-02-14,1.0,0.000685635927323,0.0,-96.7734605523,0.0,0.0117953564924,-96.7734605523,-0.0126164350698,14.0,1.00335704458,1.01884759506,0.0152039917995,0.0252192169191
2007-02-15,1.0,-0.000342583076396,2.0,21.9771127846,0.0,0.0117953564924,21.9771127846,0.0,14.0,1.00335704458,1.01884759506,0.0152039917995,0.0252192169191
2007-02-16,-1.0,-0.00445510623715,0.0,-9.45190857587,0.0,0.0117953564924,-9.45190857587,-0.00068746628611,15.0,1.00266957829,1.01884759506,0.0158787406917,0.0252192169191
