,system,signals,gainAhead,safef,CAR25,dd95,ddTol,EMA30,trade,numDays,equity,maxEquity,drawdown,maxDD
2007-03-08,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00017639795378400001,2.0,14312.6778818,0.0,0.0117953564924,1610.7847078604891,0.0322406719343,26.0,0.968059758859,1.04766369839,0.0759823401869,0.114199902551
2007-03-09,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00141093474427,2.0,-4.98376188908,0.000176390174724,0.0117953564924,1506.5415807798718,-0.000341527521207,27.0,0.967718231338,1.04766369839,0.0763083298358,0.114199902551
2007-03-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.019373018668500001,2.0,50.4927505294,0.0,0.0117953564924,1412.602946570164,0.00273077455052,28.0,0.970449005888,1.04766369839,0.0737017924949,0.114199902551
2007-03-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0070043103448299993,2.0,26600.9342762,0.0,0.0117953564924,3037.6565807398306,0.0376010534158,29.0,1.0080500593,1.04766369839,0.0378114075617,0.114199902551
2007-03-14,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0012484394506900001,2.0,658.598898787,0.0,0.0117953564924,2884.1689883557769,0.014121390917,30.0,1.02217145022,1.04766369839,0.0243324725383,0.114199902551
2007-03-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00320627003919,2.0,43.5746437005,0.0,0.0117953564924,2700.9048370876944,0.00255223832765,31.0,1.02472368855,1.04766369839,0.0218963488743,0.114199902551
2007-03-16,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.011972837741200002,2.0,-60.5415770691,0.0032036999973,0.0117953564924,2522.7470039162881,-0.00657108172208,32.0,1.01815260683,1.04766369839,0.0281684777379,0.114199902551
2007-03-19,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0054741303196199995,0.988134034379,-96.9197383354,0.0119370005303,0.0117953564924,2353.7362463516629,-0.0243803519146,33.0,0.993772254912,1.04766369839,0.0514396399936,0.114199902551
2007-03-20,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.015103617843299999,2.0,387.556441846,0.0,0.0117953564924,2226.8859363835554,0.00537548751766,34.0,0.99914774243,1.04766369839,0.0463087115039,0.114199902551
2007-03-21,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0,2.0,7730.28458919,0.0,0.0117953564924,2581.943913983971,0.0301814913413,35.0,1.02932923377,1.04766369839,0.0175003339801,0.114199902551
2007-03-22,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0013840830449800001,2.0,0.0,0.0,0.0117953564924,2415.3668872753278,0.0,36.0,1.02932923377,1.04766369839,0.0175003339801,0.114199902551
2007-03-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0012093987560499999,2.0,-33.0514734256,0.00138360412351,0.0117953564924,2257.4044123913968,-0.00284935428033,37.0,1.02647987949,1.04766369839,0.0202200562389,0.114199902551
2007-03-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0032866286109699996,2.0,41.9603821224,0.0,0.0117953564924,2114.4725394708162,0.00248284697873,38.0,1.02896272647,1.04766369839,0.0178501669486,0.114199902551
2007-03-27,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.007636237417560001,2.0,159.006566357,0.0,0.0117953564924,1988.3134444312152,0.00676363667287,39.0,1.03572636314,1.04766369839,0.0113942434654,0.114199902551
2007-03-28,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0013990905911199999,2.0,810.448922506,0.0,0.0117953564924,1912.322184952169,0.0158181048172,40.0,1.05154446796,1.05154446796,0.0,0.114199902551
2007-03-29,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.000174641983933,2.0,49.9774407553,0.0,0.0117953564924,1792.170911133016,0.00294241194253,41.0,1.0544868799,1.0544868799,0.0,0.114199902551
2007-03-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0013973799126599999,2.0,-4.93539346923,0.000174634358977,0.0117953564924,1676.228568900613,-0.000368315361475,42.0,1.05411856454,1.0544868799,0.000349283967866,0.114199902551
2007-04-02,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0097680097680100005,2.0,-33.3091374435,0.00139689174501,0.0117953564924,1565.9358136526057,-0.0029460082153,43.0,1.05117255633,1.0544868799,0.00314306762839,0.114199902551
2007-04-03,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00086370703057500012,2.0,1584.20529611,0.0,0.0117953564924,1567.1144899401795,0.0205357275961,44.0,1.07170828392,1.07170828392,0.0,0.114199902551
2007-04-04,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0051777701070100006,2.0,28.4344236183,0.0,0.0117953564924,1467.8448082419936,0.0018512839591,45.0,1.07355956788,1.07355956788,0.0,0.114199902551
2007-04-10,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0051510989011,2.0,347.53241677,0.0,0.0117953564924,1395.566589437349,0.0111172892773,46.0,1.08467685716,1.08467685716,0.0,0.114199902551
2007-04-11,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0048325854332100003,2.0,344.095472156,0.0,0.0117953564924,1327.729743161133,0.0111745555339,47.0,1.09585141269,1.09585141269,0.0,0.114199902551
2007-04-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0039505324630699995,2.0,305.031230474,0.0,0.0117953564924,1261.7491939555116,0.0105915911479,48.0,1.10644300384,1.10644300384,0.0,0.114199902551
2007-04-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0097519247219799987,2.0,213.846896001,0.0,0.0117953564924,1194.1425940874785,0.00874207801041,49.0,1.11518508185,1.11518508185,0.0,0.114199902551
2007-04-16,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0023720772619499997,2.0,1576.41068222,0.0,0.0117953564924,1218.8050513863509,0.0217504019386,50.0,1.13693548379,1.13693548379,0.0,0.114199902551
2007-04-17,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00084516565246800003,2.0,-49.7337330586,0.00237067057432,0.0117953564924,1136.9638394866765,-0.0053937976188,51.0,1.13154168617,1.13693548379,0.0047441545239,0.114199902551
2007-04-18,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0,2.0,-21.7280411822,0.000844987076223,0.0117953564924,1062.2095246048136,-0.00191268033497,52.0,1.12962900583,1.13693548379,0.00642646663593,0.114199902551
2007-04-19,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0086134098969799996,2.0,0.0,0.0,0.0117953564924,993.67987785611592,-0.0,53.0,1.12962900583,1.13693548379,0.00642646663593,0.114199902551
2007-04-20,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0031815137307400002,1.37237296333,-91.8042691597,0.00859486218947,0.0117953564924,923.6486425647729,-0.0194599153175,54.0,1.11016909052,1.13693548379,0.0235425788472,0.114199902551
2007-04-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00016798252981699998,2.0,-60.2570134264,0.00317898322334,0.0117953564924,860.17085830727785,-0.00484724629043,55.0,1.10532184423,1.13693548379,0.0278060101145,0.114199902551
2007-04-24,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0082297615048700003,2.0,-4.75173445601,0.000167975475284,0.0117953564924,804.36940070964636,-0.00037134951931,56.0,1.10495049471,1.13693548379,0.0281326333263,0.114199902551
2007-04-25,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00133266699983,2.0,980.588982403,0.0,0.0117953564924,815.73840598018535,0.0181869580923,57.0,1.1231374528,1.13693548379,0.0121361600421,0.114199902551
2007-04-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.000499085010814,2.0,47.1199835338,0.0,0.0117953564924,766.15012066106374,0.00299353643924,58.0,1.12613098924,1.13693548379,0.00950317296243,0.114199902551
2007-04-27,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0089880159786999998,2.0,-13.4677392909,0.000499022739352,0.0117953564924,715.85219421254999,-0.00112407019388,59.0,1.12500691904,1.13693548379,0.0104918572017,0.114199902551
2007-04-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.015955660060500001,1.31529810614,-92.6509376851,0.00896781987089,0.0117953564924,663.69070183205645,-0.020223160329,60.0,1.10478375872,1.13693548379,0.0282792871987,0.114199902551
2007-05-08,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0021491155562900002,0.742219096853,-99.0366354029,0.0158920142885,0.0117953564924,614.48248652657537,-0.0231854885163,61.0,1.0815982702,1.13693548379,0.048672254827,0.114199902551
2007-05-09,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.010722533817200001,2.0,86.354260597,0.0,0.0117953564924,580.40969775692531,0.00172527319994,62.0,1.0833235434,1.13693548379,0.0471547780444,0.114199902551
2007-05-10,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0086710021677500002,2.0,2117.77642978,0.0,0.0117953564924,679.59464821002689,0.0232319466581,63.0,1.10655549006,1.13693548379,0.0267209478144,0.114199902551
2007-05-11,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0023144321375400002,2.0,1127.32840994,0.0,0.0117953564924,708.48069735389618,0.0191898901061,64.0,1.12574538016,1.13693548379,0.00984233827179,0.114199902551
2007-05-14,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00016570008284999999,2.0,-48.8859521986,0.00231309298851,0.0117953564924,659.61833286663841,-0.00521092257308,65.0,1.12053445759,1.13693548379,0.0144256436989,0.114199902551
2007-05-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0062976466688799996,2.0,-4.68870609182,0.000165693218721,0.0117953564924,616.75981422415725,-0.000371345304918,66.0,1.12016311229,1.13693548379,0.0147522632039,0.114199902551
2007-05-16,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0018115942029000001,1.87852665741,-96.7737070881,0.0117790641312,0.0117953564924,570.72539349433418,-0.0141087829854,67.0,1.1060543293,1.13693548379,0.0271617474592,0.114199902551
2007-05-17,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0084144530605500013,2.0,-40.8585359035,0.00181077373451,0.0117953564924,531.26836579124813,-0.00376404446039,68.0,1.10229028484,1.13693548379,0.0304724405583,0.114199902551
2007-05-18,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0,1.40475222601,-91.3156932337,0.00839675230547,0.0117953564924,491.10165230576763,-0.0185503397218,69.0,1.08373994512,1.13693548379,0.046788528838,0.114199902551
2007-05-21,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0017997382199000001,2.0,0.0,0.0,0.0117953564924,459.41767473765361,0.0,70.0,1.08373994512,1.13693548379,0.046788528838,0.114199902551
2007-05-22,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.00016390755613799997,2.0,68.426557303,0.0,0.0117953564924,434.19244135477271,0.00390089639932,71.0,1.08764084152,1.13693548379,0.0433574666054,0.114199902551
2007-05-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0091773189118299989,2.0,4.86445898316,0.0,0.0117953564924,406.49386184692673,0.000356545104578,72.0,1.08799738662,1.13693548379,0.0430438647259,0.114199902551
2007-05-24,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0038041680449899997,1.28822821523,-93.0449885983,0.00915626311623,0.0117953564924,374.26554891497665,-0.0199697979845,73.0,1.06802758864,1.13693548379,0.060608448002,0.114199902551
2007-05-25,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.011039710001600001,2.0,200.837706655,0.0,0.0117953564924,363.0766558659459,0.00523401510247,74.0,1.07326160374,1.13693548379,0.0560048313702,0.114199902551
2007-05-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.000651890482399,2.0,2330.08288676,0.0,0.0117953564924,489.9802836655623,0.0236969937223,75.0,1.09695859746,1.13693548379,0.035161965561,0.114199902551
2007-05-31,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0042400521852600003,2.0,-17.2170991114,0.000651784242099,0.0117953564924,457.25787187350022,-0.00143019373854,76.0,1.09552840372,1.13693548379,0.0364199030244,0.114199902551
2007-06-01,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.00048717115946699994,2.0,241.257265828,0.0,0.0117953564924,443.3223489028228,0.00929019520445,77.0,1.10481859893,1.13693548379,0.0282486432327,0.114199902551
2007-06-04,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.00422009414056,2.0,-13.1683847616,0.000487111825532,0.0117953564924,413.87133382769872,-0.00107647151568,78.0,1.10374212741,1.13693548379,0.0291954617031,0.114199902551
2007-06-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.017225910640599997,2.0,239.293326763,0.0,0.0117953564924,1005.0726368548135,0.00931579136917,79.0,1.11305791878,1.13693548379,0.0210016886157,0.114199902551
