,system,signals,gainAhead,safef,CAR25,dd95,ddTol,EMA30,trade,numDays,equity,maxEquity,drawdown,maxDD
2007-01-17,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0028969762810100003,2.0,0.0,0.0,0.0117953564924,235.558356957,0.0,0.0,1.0,1.0,0.0,0.0
2007-01-18,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0024420024419999999,2.0,131.390431673,0.0,0.0117953564924,202.460124135,0.00579395256202,1.0,1.00579395256,1.00579395256,0.0,0.0
2007-01-19,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0026992981824699998,2.0,-50.7432960236,0.00244051159802,0.0117953564924,156.252772413,-0.00491230257661,2.0,1.00088164999,1.00579395256,0.004884004884,0.004884004884
2007-01-22,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0031446540880500002,2.0,118.524773462,0.0,0.0117953564924,218.56178283900002,0.00540335603735,3.0,1.00628500602,1.00628500602,0.0,0.004884004884
2007-01-23,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0074886799024700005,2.0,148.582614668,0.0,0.0117953564924,148.58261466799999,0.00632883651587,4.0,1.01261384254,1.01261384254,0.0,0.004884004884
2007-01-24,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0117545375972,2.0,772.477369214,0.0,0.0117953564924,772.47736921399996,0.0151662818632,5.0,1.0277801244,1.0277801244,0.0,0.004884004884
2007-01-25,"('EMA30', 'less than threshold of', 0.0)",0,-0.00122441840126,1.0064301377,-96.7173355038,0.0117199953087,0.0117953564924,0,-0.0241621602279,6.0,1.00361796417,1.0277801244,0.0235090751944,0.0235090751944
2007-01-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00087565674255699999,2.0,0.0,0.0,0.0117953564924,42.579261469400002,0.0,6.0,1.00361796417,1.0277801244,0.0235090751944,0.0235090751944
2007-01-29,"('EMA30', 'less than threshold of', 0.0)",0,0.00543382997371,2.0,-22.4169253712,0.000875465048874,0.0117953564924,0,-0.00175764967456,7.0,1.0018603145,1.0277801244,0.0252192169191,0.0252192169191
2007-01-30,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0062761506276200005,2.0,0.0,0.0,0.0117953564924,381.91067902300006,0.0,7.0,1.0018603145,1.0277801244,0.0252192169191,0.0252192169191
2007-01-31,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0037940379403800001,2.0,514.710105705,0.0,0.0117953564924,2403.9341203700001,0.0125756524833,8.0,1.01443596698,1.0277801244,0.0129834748721,0.0252192169191
2007-02-01,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0015509219369300002,2.0,199.95750074,0.0,0.0117953564924,373.20514508800005,0.00769761709364,9.0,1.02213358408,1.0277801244,0.00549391858382,0.0252192169191
2007-02-02,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0053898670499500003,2.0,56.7188107293,0.0,0.0117953564924,68.432301642700011,0.00317049879603,10.0,1.02530408287,1.0277801244,0.00240911598766,0.0252192169191
2007-02-05,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.00034393809114399997,2.0,-79.0722044702,0.00538260438325,0.0117953564924,16.1332161588,-0.0110525053849,11.0,1.01425157749,1.0277801244,0.0131628804578,0.0252192169191
2007-02-06,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0017202821262699999,2.0,10.4800404716,0.0,0.0117953564924,10.480040471599999,0.000697679503002,12.0,1.01494925699,1.0277801244,0.0124840587075,0.0252192169191
2007-02-07,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0070244956772299999,2.0,-39.2712093372,0.00171954228362,0.0117953564924,97.340426202999993,-0.00349199813174,13.0,1.01145725886,1.0277801244,0.0158816707539,0.0252192169191
2007-02-08,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0026828832051500003,2.0,663.033886539,0.0,0.0117953564924,663.03388653900004,0.0142099542851,14.0,1.02566721314,1.0277801244,0.00205580085455,0.0252192169191
2007-02-09,"('EMA30', 'less than threshold of', 0.0)",0,-0.0034650034649999998,2.0,117.489096798,0.0,0.0117953564924,0,0.00550349068043,15.0,1.03117070382,1.03117070382,0.0,0.0252192169191
2007-02-12,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.0079972183588299991,2.0,0.0,0.0,0.0117953564924,172.723739822,0.0,15.0,1.03117070382,1.03117070382,0.0,0.0252192169191
2007-02-13,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,0.0062090375991699998,2.0,910.441663936,0.0,0.0117953564924,910.44166393600005,0.0164929945674,16.0,1.04766369839,1.04766369839,0.0,0.0252192169191
2007-02-14,"('EMA30', 'less than threshold of', 0.0)",0,0.00068563592732300005,1.90533495408,-96.7734605523,0.0117788035667,0.0117953564924,0,-0.0130099665892,17.0,1.0346537318,1.04766369839,0.0124180751983,0.0252192169191
2007-02-15,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.00034258307639599997,2.0,0.0,0.0,0.0117953564924,21.977112784599999,0.0,17.0,1.0346537318,1.04766369839,0.0124180751983,0.0252192169191
2007-02-16,"('EMA30', 'less than threshold of', 0.0)",0,-0.0044551062371499996,2.0,-9.45190857587,0.000342553735605,0.0117953564924,0,-0.000708909716891,18.0,1.03394482209,1.04766369839,0.0130947329063,0.0252192169191
2007-02-26,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.039414802065400004,2.0,0.0,0.0,0.0117953564924,263.15295889200002,0.0,18.0,1.03394482209,1.04766369839,0.0130947329063,0.0252192169191
2007-02-27,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.0099027727763799991,0.300156021643,-96.8652946393,0.0118772627253,0.0117953564924,117.48909679799999,-0.0815054610181,19.0,0.952439361067,1.04766369839,0.0908920844259,0.0908920844259
2007-02-28,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0028388928318000004,2.0,1650.94741359,0.0,0.0117953564924,1626.92350784,0.00283100873624,20.0,0.955270369804,1.04766369839,0.0881898730764,0.0908920844259
2007-03-01,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,-0.0017818959372800001,2.0,-56.1017439837,0.00283687800367,0.0117953564924,1650.94741359,-0.00542382041053,21.0,0.949846549393,1.04766369839,0.093366935543,0.093366935543
2007-03-02,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,-0.0097420169583299996,2.0,-40.3468731695,0.001781102149,0.0117953564924,5130.1807483900002,-0.00338505541481,22.0,0.946461493978,1.04766369839,0.0965979870913,0.0965979870913
2007-03-05,"2DF_ESlong2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1,0.00425305688464,1.21372753926,-94.0995108376,0.00971829023473,0.0117953564924,730.71879373600007,-0.0184408878495,23.0,0.928020606129,1.04766369839,0.114199902551,0.114199902551
2007-03-06,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",-1.0,-0.0016123253314199999,2.0,242.543074509,0.0,0.0117953564924,781.36185327004762,0.00479049087362,24.0,0.932811097002,1.04766369839,0.10962735615,0.114199902551
2007-03-07,"2DF_ESboth2DF_ES__L250, L400(S250), S400(S250)_20060929to20160203_2 DPS wl2.0 maxL2 dd95_0.012 thres_0.0",1.0,0.017225910640599997,2.0,59.5302927969,0.0,0.0117953564924,734.79207517500583,0.00300798992225,25.0,0.935819086925,1.04766369839,0.106756215414,0.114199902551
