account,clientid,exchange,execid,expiry,orderid,permid,price,qty,side,symbol,symbol_currency,times
DU159913,5387,IDEALPRO,0001f4e8.56df70cf.01.01,,1,2103550026,112.6,50000,SLD,USD,JPY,20160309  00:01:40
DU159913,8431,IDEALPRO,0001f4e8.56df75a0.01.01,,1,2103550027,0.99815,50000,BOT,USD,CHF,20160309  01:01:49
DU159913,2867,IDEALPRO,0001f4e8.56df7f61.01.01,,1,2103550028,1.0983,50000,SLD,EUR,USD,20160309  02:01:35
DU159913,9460,IDEALPRO,0001f4e8.56df7f67.01.01,,1,2103550029,0.9974,50000,SLD,USD,CHF,20160309  02:01:36
DU159913,8085,IDEALPRO,0001f4e8.56df8d4c.01.01,,1,2103550030,0.9981,50000,BOT,USD,CHF,20160309  03:01:43
DU159913,3934,IDEALPRO,0001f4e8.56df9487.01.01,,1,2103550032,1.34,50000,SLD,USD,CAD,20160309  04:01:34
DU159913,3268,IDEALPRO,0001f4e8.56df9481.01.01,,1,2103550031,0.99865,50000,SLD,USD,CHF,20160309  04:01:34
DU159913,1586,IDEALPRO,0001f4e8.56df96e6.01.01,,1,2103550033,0.74705,125000,BOT,AUD,USD,20160309  04:08:27
DU159913,5749,IDEALPRO,0001f4e8.56df9e31.01.01,,1,2103550034,1.09625,50000,BOT,EUR,USD,20160309  04:47:04
DU159913,7411,IDEALPRO,0001f4e8.56df9e34.01.01,,1,2103550035,0.74865,150000,SLD,AUD,USD,20160309  04:47:06
DU159913,9344,IDEALPRO,0001f4e8.56dfa18d.01.01,,1,2103550037,0.74905,50000,BOT,AUD,USD,20160309  05:01:05
DU159913,5701,IDEALPRO,0001f4e8.56dfa18c.01.01,,1,2103550036,1.0022,50000,BOT,USD,CHF,20160309  05:01:05
DU159913,6490,IDEALPRO,0001f4e8.56dfb3a7.01.01,,1,2103550038,1.42185,50000,BOT,GBP,USD,20160309  07:01:11
DU159913,8322,IDEALPRO,0001f4e8.56dfb3a8.01.01,,1,2103550039,1.34025,50000,BOT,USD,CAD,20160309  07:01:12
DU159913,5300,IDEALPRO,0001f4e8.56dfc010.01.01,,1,2103550040,1.0021,50000,SLD,USD,CHF,20160309  08:01:12
DU159913,2208,IDEALPRO,0001f4e8.56dfc012.01.01,,1,2103550041,1.3416,50000,SLD,USD,CAD,20160309  08:01:13
DU159913,6877,IDEALPRO,0001f4e8.56dfcf1a.01.01,,1,2103550042,112.98,50000,BOT,USD,JPY,20160309  09:01:07
DU159913,2546,IDEALPRO,0001f4e8.56dfcf1c.01.01,,1,2103550043,1.33635,50000,BOT,USD,CAD,20160309  09:01:08
DU159913,6721,IDEALPRO,0001f4e8.56dfe41a.01.01,,1,2103550044,112.905,50000,SLD,USD,JPY,20160309  10:00:53
DU159913,684,IDEALPRO,0001f4e8.56dff1d1.01.01,,1,2103550045,0.99585,50000,BOT,USD,CHF,20160309  11:01:06
DU159913,5485,IDEALPRO,0001f4e8.56dff1d2.01.01,,1,2103550046,1.32345,50000,SLD,USD,CAD,20160309  11:01:08
DU159913,553,IDEALPRO,0001f4e8.56dff979.01.01,,1,2103550047,1.42285,50000,SLD,GBP,USD,20160309  12:01:11
DU159913,459,IDEALPRO,0001f4e8.56e0008f.01.01,,1,2103550048,1.422,50000,BOT,GBP,USD,20160309  13:01:06
DU159913,5028,IDEALPRO,0001f4e8.56e00090.01.01,,1,2103550049,0.99625,50000,SLD,USD,CHF,20160309  13:01:07
DU159913,6112,IDEALPRO,0001f4e8.56e00091.01.01,,1,2103550050,0.75115,50000,SLD,AUD,USD,20160309  13:01:08
DU159913,3474,IDEALPRO,0001f4e8.56e00095.01.01,,1,2103550051,1.3247,50000,BOT,USD,CAD,20160309  13:01:10
DU159913,2855,IDEALPRO,0001f4e8.56e00891.01.01,,1,2103550053,0.74965,50000,BOT,AUD,USD,20160309  14:01:04
DU159913,1973,IDEALPRO,0001f4e8.56e0088e.01.01,,1,2103550052,1.4214,50000,SLD,GBP,USD,20160309  14:01:04
DU159913,2980,IDEALPRO,0001f4e8.56e00893.01.01,,1,2103550054,1.32545,50000,SLD,USD,CAD,20160309  14:01:05
DU159913,1351,IDEALPRO,0001f4e8.56e01000.01.01,,1,453021387,1.325,50000,BOT,USD,CAD,20160309  15:03:08
DU159913,6376,IDEALPRO,0001f4e8.56e0a374.01.01,,1,453021388,0.99793,50000,BOT,USD,CHF,20160309  17:00:34
DU159913,7589,IDEALPRO,0001f4e8.56e0af0e.01.01,,1,1716563180,1.0984,50000,SLD,EUR,USD,20160309  19:15:04
DU159913,7278,IDEALPRO,0001f4e8.56e0af0f.01.01,,1,1716563181,0.7466,50000,SLD,AUD,USD,20160309  19:15:04
DU159913,5114,IDEALPRO,0001f4e8.56e0b481.01.01,,1,1716563182,1.4198,50000,BOT,GBP,USD,20160309  20:00:40
DU159913,5114,IDEALPRO,0001f4e8.56e0b480.01.01,,1,1716563182,1.4197,25000,BOT,GBP,USD,20160309  20:00:40
DU159913,1849,IDEALPRO,0001f4e8.56e0be76.01.01,,1,18812784,1.09745,50000,BOT,EUR,USD,20160309  22:07:52
DU159913,4983,IDEALPRO,0001f4e8.56e0c106.01.01,,1,702481512,0.9972,50000,SLD,USD,CHF,20160309  23:00:59
