account,clientid,exchange,execid,expiry,orderid,permid,price,qty,side,symbol,symbol_currency,times
DU159913,2949,IDEALPRO,0001f4e8.56d92469.01.01,,1,2114354639,1.42245,25000,SLD,GBP,USD,20160305  02:02:53
DU159913,8339,IDEALPRO,0001f4e8.56d92470.01.01,,1,2114354640,1.4224,25000,SLD,GBP,USD,20160305  02:03:04
DU159913,2740,IDEALPRO,0001f4e8.56d92476.01.01,,1,2114354641,113.915,25000,SLD,USD,JPY,20160305  02:03:15
DU159913,9820,IDEALPRO,0001f4e8.56d92478.01.01,,1,2114354642,113.91,25000,SLD,USD,JPY,20160305  02:03:25
DU159913,2760,IDEALPRO,0001f4e8.56d9247b.01.01,,1,2114354643,1.33355,25000,SLD,USD,CAD,20160305  02:03:37
DU159913,2359,IDEALPRO,0001f4e8.56d9247e.01.01,,1,2114354644,1.33355,25000,SLD,USD,CAD,20160305  02:03:48
DU159913,9771,IDEALPRO,0001f4e8.56d9289e.01.01,,1,2114354651,0.9938,25000,BOT,USD,CHF,20160305  03:02:37
DU159913,3898,IDEALPRO,0001f4e8.56d928a5.01.01,,1,2114354652,0.99375,25000,BOT,USD,CHF,20160305  03:02:47
DU159913,7176,IDEALPRO,0001f4e8.56d928a8.01.01,,1,2114354653,113.94,25000,BOT,USD,JPY,20160305  03:02:52
DU159913,949,IDEALPRO,0001f4e8.56d928ab.01.01,,1,2114354654,113.94,25000,BOT,USD,JPY,20160305  03:03:09
DU159913,7513,IDEALPRO,0001f4e8.56d92c9a.01.01,,1,2114354665,1.42175,25000,BOT,GBP,USD,20160305  04:03:05
DU159913,9590,IDEALPRO,0001f4e8.56d92ca1.01.01,,1,2114354666,1.42175,25000,BOT,GBP,USD,20160305  04:03:17
DU159913,5262,IDEALPRO,0001f4e8.56d92ca2.01.01,,1,2114354667,0.9945,25000,SLD,USD,CHF,20160305  04:03:18
DU159913,6751,IDEALPRO,0001f4e8.56d92ca4.01.01,,1,2114354668,0.9945,25000,SLD,USD,CHF,20160305  04:03:29
DU159913,6658,IDEALPRO,0001f4e8.56d92ca5.01.01,,1,2114354669,114.205,25000,SLD,USD,JPY,20160305  04:03:29
DU159913,2473,IDEALPRO,0001f4e8.56d92caa.01.01,,1,2114354670,114.2,25000,SLD,USD,JPY,20160305  04:03:40
DU159913,6420,IDEALPRO,0001f4e8.56d92cb0.01.01,,1,2114354671,1.33205,25000,BOT,USD,CAD,20160305  04:03:51
DU159913,8725,IDEALPRO,0001f4e8.56d92cb5.01.01,,1,2114354672,1.3319,25000,BOT,USD,CAD,20160305  04:04:02
DU159913,1926,IDEALPRO,0001f4e8.56d93300.01.01,,1,2114354709,1.10025,25000,SLD,EUR,USD,20160305  06:02:02
DU159913,8161,IDEALPRO,0001f4e8.56d93305.01.01,,1,2114354710,1.10025,25000,SLD,EUR,USD,20160305  06:02:12
