Date,Open_Out,High_Out,Low_Out,Close_Out,Volume_Out,AdjClose_Out,Return_Out
2015-10-14 17:15:00,136.385,136.385,136.3115,136.333,-1.0,136.333,
2015-10-14 17:30:00,136.333,136.3855,136.315,136.3545,-1.0,136.3545,0.000157702097071
2015-10-14 18:00:00,136.3545,136.4005,136.316,136.3745,-1.0,136.3745,0.000146676493992
2015-10-14 18:30:00,136.3745,136.4,136.3465,136.3895,-1.0,136.3895,0.000109991237365
2015-10-14 19:00:00,136.3895,136.3895,136.32,136.343,-1.0,136.343,-0.000340935335931
2015-10-14 19:30:00,136.343,136.383,136.2975,136.3725,-1.0,136.3725,0.000216366076733
2015-10-14 20:00:00,136.3725,136.5255,136.272,136.5025,-1.0,136.5025,0.000953271370694
2015-10-14 20:30:00,136.5025,136.568,136.412,136.4125,-1.0,136.4125,-0.000659328583726
2015-10-14 21:00:00,136.4125,136.6325,136.373,136.5775,-1.0,136.5775,0.00120956657198
2015-10-14 21:30:00,136.5775,136.6475,136.541,136.613,-1.0,136.613,0.00025992568322
2015-10-14 22:00:00,136.613,136.647,136.5355,136.634,-1.0,136.634,0.000153718899373
2015-10-14 22:30:00,136.634,136.744,136.627,136.676,-1.0,136.676,0.000307390547009
2015-10-14 23:00:00,136.676,136.711,136.6625,136.693,-1.0,136.693,0.000124381749539
2015-10-14 23:30:00,136.693,136.729,136.664,136.6775,-1.0,136.6775,-0.000113392785292
2015-10-15 00:00:00,136.6775,136.692,136.6305,136.6475,-1.0,136.6475,-0.000219494796144
2015-10-15 00:30:00,136.6475,136.666,136.5625,136.64,-1.0,136.64,-5.48857461719e-05
2015-10-15 01:00:00,136.64,136.659,136.522,136.5325,-1.0,136.5325,-0.000786738875878
2015-10-15 01:30:00,136.5325,136.576,136.513,136.529,-1.0,136.529,-2.56349220882e-05
2015-10-15 02:00:00,136.529,136.5815,136.449,136.484,-1.0,136.484,-0.000329600304697
2015-10-15 02:30:00,136.484,136.488,136.325,136.3375,-1.0,136.3375,-0.00107338589139
2015-10-15 03:00:00,136.3375,136.3535,135.308,135.3575,-1.0,135.3575,-0.00718804437517
2015-10-15 03:30:00,135.3575,135.431,135.2255,135.393,-1.0,135.393,0.000262268437287
2015-10-15 04:00:00,135.393,135.463,135.317,135.4275,-1.0,135.4275,0.000254813764375
2015-10-15 04:30:00,135.4275,135.6055,135.3935,135.468,-1.0,135.468,0.000299052998837
2015-10-15 05:00:00,135.468,135.646,135.417,135.5485,-1.0,135.5485,0.000594236277202
2015-10-15 05:30:00,135.5485,135.5775,135.487,135.547,-1.0,135.547,-1.10661497544e-05
2015-10-15 06:00:00,135.547,135.5605,135.301,135.3575,-1.0,135.3575,-0.00139803905656
2015-10-15 06:30:00,135.3575,135.373,135.207,135.2125,-1.0,135.2125,-0.00107123727906
2015-10-15 07:00:00,135.2125,135.33,135.126,135.1425,-1.0,135.1425,-0.000517703614681
2015-10-15 07:30:00,135.1425,135.2025,135.012,135.099,-1.0,135.099,-0.000321882457406
2015-10-15 08:00:00,135.099,135.3295,135.096,135.2455,-1.0,135.2455,0.00108438996588
2015-10-15 08:30:00,135.2455,135.3135,134.9225,134.999,-1.0,134.999,-0.00182261147321
2015-10-15 09:00:00,134.999,135.0765,134.958,135.042,-1.0,135.042,0.000318520877932
2015-10-15 09:30:00,135.042,135.0485,134.8535,134.934,-1.0,134.934,-0.000799751188519
2015-10-15 10:00:00,134.934,134.9625,134.8005,134.9065,-1.0,134.9065,-0.000203803340893
2015-10-15 10:30:00,134.9065,134.9705,134.833,134.9385,-1.0,134.9385,0.000237201320915
2015-10-15 11:00:00,134.9385,135.1275,134.887,134.941,-1.0,134.941,1.85269585775e-05
2015-10-15 11:30:00,134.941,135.048,134.8405,135.0065,-1.0,135.0065,0.000485397321792
2015-10-15 12:00:00,135.0065,135.094,134.9115,135.0225,-1.0,135.0225,0.000118512812346
2015-10-15 12:30:00,135.0225,135.0625,134.901,134.9915,-1.0,134.9915,-0.000229591364402
2015-10-15 13:00:00,134.9915,135.115,134.951,135.113,-1.0,135.113,0.000900056670235
2015-10-15 13:30:00,135.113,135.116,134.9845,135.028,-1.0,135.028,-0.000629103047079
2015-10-15 14:00:00,135.028,135.139,134.985,135.137,-1.0,135.137,0.000807239979856
2015-10-15 14:30:00,135.137,135.227,135.066,135.223,-1.0,135.223,0.000636391217801
2015-10-15 15:00:00,135.223,135.272,135.194,135.249,-1.0,135.249,0.000192274982806
2015-10-15 15:30:00,135.249,135.318,135.2285,135.2335,-1.0,135.2335,-0.000114603435146
2015-10-15 16:00:00,135.2335,135.3405,135.2295,135.307,-1.0,135.307,0.00054350438316
2015-10-15 16:30:00,135.307,135.432,135.206,135.3495,-1.0,135.3495,0.00031410052695
2015-10-15 17:15:00,135.293,135.3685,135.2855,135.3415,-1.0,135.3415,-5.91062397719e-05
2015-10-15 17:30:00,135.3415,135.3675,135.2505,135.2705,-1.0,135.2705,-0.000524598885043
2015-10-15 18:00:00,135.2705,135.3025,135.2195,135.263,-1.0,135.263,-5.5444461283e-05
2015-10-15 18:30:00,135.263,135.327,135.221,135.321,-1.0,135.321,0.000428794274857
2015-10-15 19:00:00,135.321,135.333,135.266,135.281,-1.0,135.281,-0.000295593440781
