19870113, 0.29718555, 0.29764559, 0.29534539, 0.29543740,    1854,     915,198703,    3
19870114, 0.29079100, 0.29134305, 0.28927287, 0.28977892,    1446,     930,198703,    3
19870115, 0.29442532, 0.29447132, 0.29382726, 0.29391927,     539,     786,198703,    3
19870116, 0.29479335, 0.29534539, 0.29479335, 0.29520738,     537,     964,198703,    3
19870119, 0.29516138, 0.29672551, 0.29516138, 0.29603545,     506,     866,198703,    3
19870120, 0.30132591, 0.30155593, 0.29902571, 0.29902571,     368,     951,198703,    3
19870121, 0.29948575, 0.29985378, 0.29934774, 0.29985378,     266,     900,198703,    3
19870122, 0.29934774, 0.29939374, 0.29879569, 0.29920973,     574,    1242,198703,    3
19870123, 0.30031382, 0.30035983, 0.30012981, 0.30012981,     268,    1218,198703,    3
19870126, 0.30146392, 0.30146392, 0.30068185, 0.30091187,     251,    1295,198703,    3
19870127, 0.30072786, 0.30086587, 0.29980778, 0.29994579,     536,    1278,198703,    3
19870128, 0.29884169, 0.29994579, 0.29884169, 0.29976177,     482,    1503,198703,    3
19870129, 0.30040583, 0.30068185, 0.30022181, 0.30031382,     189,    1569,198703,    3
19870130, 0.30040583, 0.30054384, 0.30022181, 0.30035983,      60,    1586,198703,    3
19870202, 0.30045183, 0.30049784, 0.30026782, 0.30035983,     161,    1612,198703,    3
19870203, 0.30252201, 0.30279804, 0.30224599, 0.30252201,     545,    1858,198703,    3
19870204, 0.30445418, 0.30459219, 0.30408615, 0.30445418,     392,    1813,198703,    3
19870205, 0.30408615, 0.30454619, 0.30404014, 0.30422416,     523,    1585,198703,    3
19870206, 0.30468420, 0.30509823, 0.30450018, 0.30500622,     177,    1556,198703,    3
19870209, 0.30330408, 0.30335008, 0.30169394, 0.30183195,     175,    1546,198703,    3
19870210, 0.30367211, 0.30445418, 0.30330408, 0.30408615,     216,    1621,198703,    3
19870211, 0.30450018, 0.30463819, 0.30436217, 0.30450018,     227,    1788,198703,    3
19870212, 0.30417815, 0.30450018, 0.30408615, 0.30408615,     337,    1812,198703,    3
19870213, 0.30348809, 0.30348809, 0.30312006, 0.30316607,     139,    1836,198703,    3
19870217, 0.30233800, 0.30233800, 0.30219998, 0.30224599,     124,    1892,198703,    3
19870218, 0.30404014, 0.30477621, 0.30404014, 0.30440817,     330,    1985,198703,    3
19870219, 0.30445418, 0.30454619, 0.30417815, 0.30431617,     164,    2016,198703,    3
19870220, 0.30399414, 0.30505223, 0.30371811, 0.30505223,     208,    2090,198703,    3
19870223, 0.30537426, 0.30546626, 0.30528225, 0.30542026,     117,    2103,198703,    3
19870224, 0.30601831, 0.30647835, 0.30601831, 0.30615632,     350,    1925,198703,    3
19870225, 0.30850253, 0.30914658, 0.30827251, 0.30905457,     238,    1876,198703,    3
19870226, 0.30882455, 0.30905457, 0.30877855, 0.30896257,      79,    1842,198703,    3
19870227, 0.30965262, 0.31025068, 0.30965262, 0.31006666,     197,    1836,198703,    3
19870302, 0.31186081, 0.31255087, 0.31103274, 0.31112475,     269,    1822,198703,    3
19870303, 0.31117076, 0.31126276, 0.31071072, 0.31089473,      93,    1792,198703,    3
19870304, 0.31167680, 0.31204483, 0.31167680, 0.31172280,      87,    1798,198703,    3
19870305, 0.31158479, 0.31190682, 0.31121676, 0.31121676,      35,    1783,198703,    3
19870306, 0.31126276, 0.31144678, 0.31089473, 0.31098674,     104,    1746,198703,    3
19870309, 0.31199883, 0.31222885, 0.31190682, 0.31222885,      16,    1740,198703,    3
19870310, 0.31402300, 0.31452904, 0.31397700, 0.31397700,     338,    1560,198703,    3
19870311, 0.31482164, 0.31614145, 0.31482164, 0.31604717,     176,    1068,198706,    3
19870312, 0.31717844, 0.31807402, 0.31665994, 0.31680135,     214,    1199,198706,    3
19870313, 0.31100362, 0.31373751, 0.31015517, 0.31241770,     445,    1370,198706,    3
19870316, 0.31373751, 0.31373751, 0.31270052, 0.31321901,     131,    1431,198706,    3
19870317, 0.31581149, 0.31731985, 0.31581149, 0.31731985,     137,    1504,198706,    3
19870318, 0.31694276, 0.31783834, 0.31670708, 0.31746126,     101,    1540,198706,    3
19870319, 0.31595290, 0.31689562, 0.31505732, 0.31538727,     388,    1576,198706,    3
19870320, 0.31552868, 0.31675421, 0.31534013, 0.31651853,      66,    1557,198706,    3
19870323, 0.31769694, 0.31816830, 0.31769694, 0.31797975,      95,    1539,198706,    3
19870324, 0.32170350, 0.32170350, 0.31977092, 0.32047796,     255,    1654,198706,    3
19870325, 0.32071364, 0.32123214, 0.32038369, 0.32038369,      94,    1688,198706,    3
19870326, 0.32123214, 0.32160923, 0.32052510, 0.32052510,      93,    1664,198706,    3
19870327, 0.32245768, 0.32307044, 0.32212772, 0.32288190,     147,    1672,198706,    3
19870330, 0.32486161, 0.32523870, 0.32486161, 0.32495589,     102,    1669,198706,    3
19870331, 0.32646424, 0.32646424, 0.32585147, 0.32585147,      36,    1669,198706,    3
